"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 4.65536e+06 4.65536e+06 4.65515e+06 4.65515e+06
7 1.27182e+06 1.27182e+06 1.27161e+06 1.27161e+06
8 617499 617499 617289 617289
13 513234 513234 513024 513024
35 378106 378106 377896 377896
41 131418 131418 131208 131208
150 40585.8 40585.8 40375.9 40375.9
195 27582.4 27582.4 27372.5 27372.5
536 11709.5 11709.5 11499.7 11499.7
641 11162.9 11162.9 10953 10953
654 9613.11 9613.11 9403.23 9403.23
704 6467.98 6467.98 6258.1 6258.1
850 28340.5 6467.98 28130.6 6258.1
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 5.37268e+06 5.37268e+06 5.37259e+06 5.37259e+06
3 2.11946e+06 2.11946e+06 2.11937e+06 2.11937e+06
5 411593 411593 411501 411501
34 20521.5 20521.5 20429.4 20429.4
143 11733.4 11733.4 11641.3 11641.3
235 8371.17 8371.17 8279.08 8279.08
507 6595.03 6595.03 6502.94 6502.94
556 5641.2 5641.2 5549.11 5549.11
577 3795.88 3795.88 3703.79 3703.79
656 3641.29 3641.29 3549.2 3549.2
850 171636 3641.29 171544 3549.2
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 782133 782133 782045 782045
3 365565 365565 365477 365477
17 112894 112894 112806 112806
39 95636.2 95636.2 95548.3 95548.3
228 84268.8 84268.8 84180.9 84180.9
304 37016.8 37016.8 36928.9 36928.9
508 675.301 675.301 587.411 587.411
850 189813 675.301 189725 587.411
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 2.10882e+07 2.10882e+07 2.10885e+07 2.10885e+07
4 945658 945658 945978 945978
6 662759 662759 663079 663079
19 455023 455023 455343 455343
34 167823 167823 168143 168143
102 148218 148218 148538 148538
147 16182.9 16182.9 16503.1 16503.1
565 4951.64 4951.64 5271.83 5271.83
850 152900 4951.64 153220 5271.83
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 2.42999e+07 2.42999e+07 2.42998e+07 2.42998e+07
2 7.33675e+06 7.33675e+06 7.33664e+06 7.33664e+06
6 2.18049e+06 2.18049e+06 2.18038e+06 2.18038e+06
8 1.05004e+06 1.05004e+06 1.04994e+06 1.04994e+06
13 755325 755325 755221 755221
14 43106.8 43106.8 43002.6 43002.6
147 21241.9 21241.9 21137.7 21137.7
378 20682.4 20682.4 20578.1 20578.1
528 6972.92 6972.92 6868.68 6868.68
530 5314.8 5314.8 5210.56 5210.56
