"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 83.0646 83.0646 73.8546 73.8546
4 50.9917 50.9917 41.7817 41.7817
6 18.7792 18.7792 9.56922 9.56922
8 8.24297 8.24297 -0.967026 -0.967026
16 4.02086 4.02086 -5.18914 -5.18914
105 -11.3233 -11.3233 -20.5333 -20.5333
106 -31.9272 -31.9272 -41.1372 -41.1372
123 -33.5234 -33.5234 -42.7334 -42.7334
127 -49.9796 -49.9796 -59.1896 -59.1896
243 -55.1941 -55.1941 -64.4041 -64.4041
294 -61.4505 -61.4505 -70.6605 -70.6605
450 139.3 -61.4505 130.09 -70.6605
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 100.527 100.527 756.517 756.517
2 5.53036 5.53036 661.52 661.52
158 0.384598 0.384598 656.375 656.375
224 -0.681542 -0.681542 655.308 655.308
450 56.74 -0.681542 712.73 655.308
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 53.2207 53.2207 119.931 119.931
7 7.06585 7.06585 73.7759 73.7759
114 -21.8212 -21.8212 44.8888 44.8888
450 41.884 -21.8212 108.594 44.8888
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 50.338 50.338 992.008 992.008
2 46.6814 46.6814 988.351 988.351
11 34.6369 34.6369 976.307 976.307
12 28.9672 28.9672 970.637 970.637
18 15.5702 15.5702 957.24 957.24
20 8.95092 8.95092 950.621 950.621
26 8.56131 8.56131 950.231 950.231
143 -24.6651 -24.6651 917.005 917.005
450 88.5852 -24.6651 1030.26 917.005
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 82.4931 82.4931 45.0431 45.0431
2 25.0474 25.0474 -12.4026 -12.4026
6 14.7062 14.7062 -22.7438 -22.7438
11 7.3644 7.3644 -30.0856 -30.0856
30 6.02571 6.02571 -31.4243 -31.4243
110 -71.543 -71.543 -108.993 -108.993
388 -84.9242 -84.9242 -122.374 -122.374
400 -101.802 -101.802 -139.252 -139.252
450 118.403 -101.802 80.9527 -139.252
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 77.026 77.026 367.646 367.646
2 48.7222 48.7222 339.342 339.342
