"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 20.2188 20.2188 -82.3312 -82.3312
8 15.3274 15.3274 -87.2226 -87.2226
11 14.148 14.148 -88.402 -88.402
20 9.86067 9.86067 -92.6893 -92.6893
37 9.66617 9.66617 -92.8838 -92.8838
107 6.81048 6.81048 -95.7395 -95.7395
177 6.40707 6.40707 -96.1429 -96.1429
211 6.39681 6.39681 -96.1532 -96.1532
236 3.09745 3.09745 -99.4525 -99.4525
292 2.51978 2.51978 -100.03 -100.03
850 38.289 2.51978 -64.261 -100.03
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 19.3726 19.3726 91.0626 91.0626
15 15.1356 15.1356 86.8256 86.8256
24 12.4908 12.4908 84.1808 84.1808
45 9.6102 9.6102 81.3002 81.3002
114 9.60113 9.60113 81.2911 81.2911
133 6.6987 6.6987 78.3887 78.3887
150 6.31643 6.31643 78.0064 78.0064
201 3.93096 3.93096 75.621 75.621
505 1.60084 1.60084 73.2908 73.2908
850 83.2332 1.60084 154.923 73.2908
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 47.2222 47.2222 261.232 261.232
2 29.8043 29.8043 243.814 243.814
11 11.3053 11.3053 225.315 225.315
20 8.64245 8.64245 222.652 222.652
36 3.01546 3.01546 217.025 217.025
107 1.71796 1.71796 215.728 215.728
850 16.3116 1.71796 230.322 215.728
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 101.753 101.753 43.2729 43.2729
3 15.8877 15.8877 -42.5923 -42.5923
49 10.2842 10.2842 -48.1958 -48.1958
111 8.12437 8.12437 -50.3556 -50.3556
134 6.07233 6.07233 -52.4077 -52.4077
242 4.28732 4.28732 -54.1927 -54.1927
595 1.45635 1.45635 -57.0236 -57.0236
850 16.0128 1.45635 -42.4672 -57.0236
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 15.0641 15.0641 -598.016 -598.016
16 10.6088 10.6088 -602.471 -602.471
29 10.4856 10.4856 -602.594 -602.594
120 8.593 8.593 -604.487 -604.487
163 7.67689 7.67689 -605.403 -605.403
182 6.63221 6.63221 -606.448 -606.448
502 5.10665 5.10665 -607.973 -607.973
525 4.61277 4.61277 -608.467 -608.467
800 3.72452 3.72452 -609.355 -609.355
830 3.27606 3.27606 -609.804 -609.804
850 10.3215 3.27606 -602.759 -609.804
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 28.9438 28.9438 -156.326 -156.326
3 17.8437 17.8437 -167.426 -167.426
14 16.8687 16.8687 -168.401 -168.401
43 13.5336 13.5336 -171.736 -171.736
107 12.6458 12.6458 -172.624 -172.624
129 10.7645 10.7645 -174.505 -174.505
133 8.36823 8.36823 -176.902 -176.902
167 8.27185 8.27185 -176.998 -176.998
192 7.89116 7.89116 -177.379 -177.379
251 4.96458 4.96458 -180.305 -180.305
340 4.45889 4.45889 -180.811 -180.811
580 1.89183 1.89183 -183.378 -183.378
613 1.74549 1.74549 -183.525 -183.525
850 13.7101 1.74549 -171.56 -183.525
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 37.1302 37.1302 74.6002 74.6002
2 20.6008 20.6008 58.0708 58.0708
8 19.9928 19.9928 57.4628 57.4628
10 8.75338 8.75338 46.2234 46.2234
32 8.33822 8.33822 45.8082 45.8082
122 4.51411 4.51411 41.9841 41.9841
514 4.28565 4.28565 41.7557 41.7557
519 3.743 3.743 41.213 41.213
552 2.31643 2.31643 39.7864 39.7864
636 1.66236 1.66236 39.1324 39.1324
850 80.5732 1.66236 118.043 39.1324
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 53.3637 53.3637 -341.106 -341.106
3 47.4861 47.4861 -346.984 -346.984
4 21.8901 21.8901 -372.58 -372.58
5 19.025 19.025 -375.445 -375.445
27 18.8603 18.8603 -375.61 -375.61
28 16.5679 16.5679 -377.902 -377.902
34 9.6957 9.6957 -384.774 -384.774
148 5.93159 5.93159 -388.538 -388.538
159 4.99344 4.99344 -389.477 -389.477
508 1.21291 1.21291 -393.257 -393.257
850 9.0587 1.21291 -385.411 -393.257
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 193.096 193.096 90.476 90.476
2 28.8814 28.8814 -73.7386 -73.7386
3 15.4386 15.4386 -87.1814 -87.1814
12 14.5448 14.5448 -88.0752 -88.0752
