"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 649.98 649.98 1649.98 1649.98
113 645.508 645.508 1645.51 1645.51
314 612.004 612.004 1612 1612
520 548.95 548.95 1548.95 1548.95
599 477.828 477.828 1477.83 1477.83
605 395.228 395.228 1395.23 1395.23
827 389.214 389.214 1389.21 1389.21
1121 364.594 364.594 1364.59 1364.59
1645 306.78 306.78 1306.78 1306.78
2050 1533.31 306.78 2533.31 1306.78
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 1427.38 1427.38 1497.41 1497.41
22 1294.06 1294.06 1364.09 1364.09
29 1097.84 1097.84 1167.87 1167.87
114 888.89 888.89 958.92 958.92
120 824.298 824.298 894.328 894.328
133 715.236 715.236 785.266 785.266
526 677.997 677.997 748.027 748.027
555 538.747 538.747 608.777 608.777
719 472.746 472.746 542.776 542.776
822 412.806 412.806 482.836 482.836
1487 404.26 404.26 474.29 474.29
1607 377.01 377.01 447.04 447.04
1827 373.789 373.789 443.819 443.819
2030 350.349 350.349 420.379 420.379
2050 1509.47 350.349 1579.5 420.379
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 1363.29 1363.29 1315.07 1315.07
6 1041.4 1041.4 993.184 993.184
107 912.307 912.307 864.087 864.087
126 861.596 861.596 813.376 813.376
128 826.677 826.677 778.457 778.457
134 711.182 711.182 662.962 662.962
502 586.79 586.79 538.57 538.57
574 572.373 572.373 524.153 524.153
909 490.58 490.58 442.36 442.36
922 485.595 485.595 437.375 437.375
943 464.05 464.05 415.83 415.83
958 420.837 420.837 372.617 372.617
1040 400.185 400.185 351.965 351.965
1179 375.238 375.238 327.018 327.018
1357 371.817 371.817 323.597 323.597
1446 364.937 364.937 316.717 316.717
1811 280.662 280.662 232.442 232.442
2050 636.992 280.662 588.772 232.442
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 2032.14 2032.14 2057.61 2057.61
2 1930.23 1930.23 1955.7 1955.7
5 1200.01 1200.01 1225.48 1225.48
9 960.278 960.278 985.748 985.748
41 874.931 874.931 900.401 900.401
105 800.55 800.55 826.02 826.02
143 685.24 685.24 710.71 710.71
236 571.109 571.109 596.579 596.579
537 500.211 500.211 525.681 525.681
549 343.81 343.81 369.28 369.28
1839 321.04 321.04 346.51 346.51
2050 1354.05 321.04 1379.52 346.51
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 883.477 883.477 782.667 782.667
46 738.059 738.059 637.249 637.249
103 624.993 624.993 524.183 524.183
114 600.558 600.558 499.748 499.748
186 576.279 576.279 475.469 475.469
406 563.425 563.425 462.615 462.615
506 471.371 471.371 370.561 370.561
925 463.063 463.063 362.253 362.253
1011 412.978 412.978 312.168 312.168
1961 366.024 366.024 265.214 265.214
2013 327.339 327.339 226.529 226.529
2050 587.435 327.339 486.625 226.529
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 4259.41 4259.41 4342.74 4342.74
2 2449.82 2449.82 2533.15 2533.15
4 2346.09 2346.09 2429.42 2429.42
6 897.61 897.61 980.94 980.94
326 788.291 788.291 871.621 871.621
449 694.302 694.302 777.632 777.632
515 671.32 671.32 754.65 754.65
559 532.74 532.74 616.07 616.07
656 499.217 499.217 582.547 582.547
907 438.514 438.514 521.844 521.844
980 421.996 421.996 505.326 505.326
1049 389.895 389.895 473.225 473.225
1391 346.825 346.825 430.155 430.155
2050 480.459 346.825 563.789 430.155
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 2851.98 2851.98 3060.54 3060.54
2 1538.77 1538.77 1747.33 1747.33
4 934.496 934.496 1143.06 1143.06
158 654.814 654.814 863.374 863.374
510 550.845 550.845 759.405 759.405
654 504.496 504.496 713.056 713.056
767 480.062 480.062 688.622 688.622
917 412.779 412.779 621.339 621.339
938 384.176 384.176 592.736 592.736
1328 344.167 344.167 552.727 552.727
1711 330.792 330.792 539.352 539.352
2050 1096.72 330.792 1305.28 539.352
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 1517.32 1517.32 1382.74 1382.74
2 1398.18 1398.18 1263.6 1263.6
7 1389.23 1389.23 1254.65 1254.65
8 1096.91 1096.91 962.327 962.327
14 941.377 941.377 806.797 806.797
102 738.514 738.514 603.934 603.934
111 695.134 695.134 560.554 560.554
112 653.344 653.344 518.764 518.764
116 644.66 644.66 510.08 510.08
120 634.661 634.661 500.081 500.081
201 546.416 546.416 411.836 411.836
227 545.274 545.274 410.694 410.694
668 515.784 515.784 381.204 381.204
993 468.572 468.572 333.992 333.992
1088 398.838 398.838 264.258 264.258
1385 316.456 316.456 181.876 181.876
2050 899.903 316.456 765.323 181.876
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 1309.13 1309.13 1429.72 1429.72
2 950.565 950.565 1071.16 1071.16
5 946.78 946.78 1067.37 1067.37
7 792.394 792.394 912.984 912.984
101 708.564 708.564 829.154 829.154
102 637.484 637.484 758.074 758.074
113 625.157 625.157 745.747 745.747
115 622.839 622.839 743.429 743.429
164 521.352 521.352 641.942 641.942
329 476.064 476.064 596.654 596.654
621 467.949 467.949 588.539 588.539
651 406.708 406.708 527.298 527.298
712 370.901 370.901 491.491 491.491
911 338.768 338.768 459.358 459.358
1007 334.004 334.004 454.594 454.594
1050 254.286 254.286 374.876 374.876
1567 235.06 235.06 355.65 355.65
2050 540.421 235.06 661.011 355.65
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 4375.09 4375.09 5375.09 5375.09
2 3106.54 3106.54 4106.54 4106.54
4 2667.67 2667.67 3667.67 3667.67
7 1385.98 1385.98 2385.98 2385.98
15 1270.54 1270.54 2270.54 2270.54
18 1173.36 1173.36 2173.36 2173.36
31 1170.38 1170.38 2170.38 2170.38
33 1149.56 1149.56 2149.56 2149.56
46 1096.96 1096.96 2096.96 2096.96
133 791.002 791.002 1791 1791
265 758.508 758.508 1758.51 1758.51
516 691.255 691.255 1691.26 1691.26
521 682.664 682.664 1682.66 1682.66
527 517.423 517.423 1517.42 1517.42
961 477.669 477.669 1477.67 1477.67
1043 373.637 373.637 1373.64 1373.64
1318 359.062 359.062 1359.06 1359.06
1421 358.293 358.293 1358.29 1358.29
1442 275.958 275.958 1275.96 1275.96
1707 246.717 246.717 1246.72 1246.72
2050 660.774 246.717 1660.77 1246.72
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 1745.25 1745.25 1653.59 1653.59
3 681.808 681.808 590.148 590.148
10 660.43 660.43 568.77 568.77
149 564.325 564.325 472.665 472.665
512 501.749 501.749 410.089 410.089
533 450.098 450.098 358.438 358.438
939 357.669 357.669 266.009 266.009
1391 345.825 345.825 254.165 254.165
1408 307.544 307.544 215.884 215.884
2050 1006.34 307.544 914.679 215.884
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 1241.47 1241.47 1837.62 1837.62
24 1208.58 1208.58 1804.73 1804.73
30 1122.74 1122.74 1718.89 1718.89
102 1015.77 1015.77 1611.92 1611.92
125 859.075 859.075 1455.22 1455.22
158 802.577 802.577 1398.73 1398.73
176 717.138 717.138 1313.29 1313.29
412 678.153 678.153 1274.3 1274.3
606 656.8 656.8 1252.95 1252.95
783 627.963 627.963 1224.11 1224.11
813 519.398 519.398 1115.55 1115.55
929 498.889 498.889 1095.04 1095.04
942 498.603 498.603 1094.75 1094.75
959 494.415 494.415 1090.56 1090.56
1175 459.745 459.745 1055.9 1055.9
1334 414.948 414.948 1011.1 1011.1
1343 382.496 382.496 978.646 978.646
1403 375.442 375.442 971.592 971.592
1432 310.82 310.82 906.97 906.97
1567 310.644 310.644 906.794 906.794
1712 295.446 295.446 891.596 891.596
2050 433.103 295.446 1029.25 891.596
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 1819.89 1819.89 1952.4 1952.4
5 1536.86 1536.86 1669.37 1669.37
6 1399.05 1399.05 1531.56 1531.56
11 986.443 986.443 1118.95 1118.95
24 915.59 915.59 1048.1 1048.1
246 903.673 903.673 1036.18 1036.18
380 854.644 854.644 987.154 987.154
392 724.202 724.202 856.712 856.712
534 684.35 684.35 816.86 816.86
552 579.755 579.755 712.265 712.265
659 505.165 505.165 637.675 637.675
699 430.869 430.869 563.379 563.379
947 401.782 401.782 534.292 534.292
969 401.379 401.379 533.889 533.889
1615 384.401 384.401 516.911 516.911
1645 371.115 371.115 503.625 503.625
1744 255.077 255.077 387.587 387.587
2050 485.844 255.077 618.354 387.587
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 1942.67 1942.67 1702.49 1702.49
3 1745.33 1745.33 1505.15 1505.15
5 1635.96 1635.96 1395.78 1395.78
7 1261.63 1261.63 1021.45 1021.45
8 833.189 833.189 593.009 593.009
12 737.79 737.79 497.61 497.61
317 691.718 691.718 451.538 451.538
382 609.207 609.207 369.027 369.027
502 520.148 520.148 279.968 279.968
532 512.758 512.758 272.578 272.578
565 482.329 482.329 242.149 242.149
922 478.863 478.863 238.683 238.683
943 439.088 439.088 198.908 198.908
974 428.175 428.175 187.995 187.995
1017 360.462 360.462 120.282 120.282
1193 352.906 352.906 112.726 112.726
1482 349.154 349.154 108.974 108.974
1976 344.417 344.417 104.237 104.237
2050 526.273 344.417 286.093 104.237
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 10231.9 10231.9 9837.76 9837.76
2 5797.28 5797.28 5403.12 5403.12
3 1979.83 1979.83 1585.67 1585.67
7 1483.61 1483.61 1089.45 1089.45
24 1071.66 1071.66 677.5 677.5
36 908.292 908.292 514.132 514.132
43 661.039 661.039 266.879 266.879
144 627.658 627.658 233.498 233.498
176 560.595 560.595 166.435 166.435
512 477.273 477.273 83.113 83.113
592 473.01 473.01 78.8498 78.8498
704 436.145 436.145 41.9853 41.9853
925 423.008 423.008 28.8481 28.8481
931 421.677 421.677 27.517 27.517
951 364.522 364.522 -29.6384 -29.6384
1171 334.728 334.728 -59.4317 -59.4317
1964 328.811 328.811 -65.3486 -65.3486
2050 683.088 328.811 288.928 -65.3486
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 3166.1 3166.1 3408.05 3408.05
2 1999.77 1999.77 2241.72 2241.72
5 1672.44 1672.44 1914.39 1914.39
6 1376.55 1376.55 1618.5 1618.5
8 810.951 810.951 1052.9 1052.9
146 765.22 765.22 1007.17 1007.17
505 722.5 722.5 964.45 964.45
508 683.29 683.29 925.24 925.24
527 673.13 673.13 915.08 915.08
533 652.241 652.241 894.191 894.191
