"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 2.29349e+07 2.29349e+07 2.2935e+07 2.2935e+07
2 1.92387e+06 1.92387e+06 1.92394e+06 1.92394e+06
10 132490 132490 132566 132566
31 70753.1 70753.1 70829.4 70829.4
37 33808.5 33808.5 33884.8 33884.8
38 27030.1 27030.1 27106.4 27106.4
42 3163.42 3163.42 3239.69 3239.69
802 356.018 356.018 432.288 432.288
811 253.626 253.626 329.896 329.896
1105 18.5307 18.5307 94.8007 94.8007
1939 11.134 11.134 87.404 87.404
3712 9.16091 9.16091 85.4309 85.4309
3733 3.97518 3.97518 80.2452 80.2452
5303 0.740871 0.740871 77.0109 77.0109
20050 688550 0.740871 688626 77.0109
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 5.98412e+06 5.98412e+06 5.9841e+06 5.9841e+06
2 18310.4 18310.4 18287.8 18287.8
3 4737.31 4737.31 4714.76 4714.76
204 543.093 543.093 520.543 520.543
1014 7.9396 7.9396 -14.6104 -14.6104
3237 6.41217 6.41217 -16.1378 -16.1378
3407 2.91975 2.91975 -19.6302 -19.6302
20050 3.73811e+07 2.91975 3.7381e+07 -19.6302
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 2.75371e+06 2.75371e+06 2.75372e+06 2.75372e+06
2 2.07191e+06 2.07191e+06 2.07193e+06 2.07193e+06
4 75891.7 75891.7 75905.4 75905.4
6 59148.2 59148.2 59161.9 59161.9
9 26494.7 26494.7 26508.3 26508.3
36 634.157 634.157 647.817 647.817
338 38.798 38.798 52.458 52.458
1005 16.8013 16.8013 30.4613 30.4613
1029 15.3511 15.3511 29.0111 29.0111
1041 4.42985 4.42985 18.0898 18.0898
10845 2.15409 2.15409 15.8141 15.8141
20050 2.23883e+07 2.15409 2.23884e+07 15.8141
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 1.19195e+07 1.19195e+07 1.19204e+07 1.19204e+07
3 1.65946e+06 1.65946e+06 1.6604e+06 1.6604e+06
4 807171 807171 808108 808108
5 467628 467628 468566 468566
6 361398 361398 362336 362336
11 323.582 323.582 1261.42 1261.42
1736 79.2001 79.2001 1017.04 1017.04
2645 45.7283 45.7283 983.568 983.568
2941 27.7839 27.7839 965.624 965.624
2950 2.81257 2.81257 940.653 940.653
14107 0.604058 0.604058 938.444 938.444
20050 460.732 0.604058 1398.57 938.444
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 5.83687e+07 5.83687e+07 5.83686e+07 5.83686e+07
2 9.32146e+06 9.32146e+06 9.32138e+06 9.32138e+06
5 6.51582e+06 6.51582e+06 6.51575e+06 6.51575e+06
12 506881 506881 506802 506802
17 214535 214535 214456 214456
23 49953 49953 49874.2 49874.2
207 14347.8 14347.8 14269.1 14269.1
235 3097.47 3097.47 3018.75 3018.75
240 1999.33 1999.33 1920.61 1920.61
319 1628.61 1628.61 1549.89 1549.89
933 19.4352 19.4352 -59.2848 -59.2848
2515 10.5054 10.5054 -68.2146 -68.2146
2704 5.62848 5.62848 -73.0915 -73.0915
7450 0.712433 0.712433 -78.0076 -78.0076
20050 60570.5 0.712433 60491.7 -78.0076
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 5.19278e+07 5.19278e+07 5.19272e+07 5.19272e+07
2 4.7607e+07 4.7607e+07 4.76064e+07 4.76064e+07
3 475887 475887 475288 475288
7 441293 441293 440695 440695
10 43818.7 43818.7 43220.2 43220.2
18 230.633 230.633 -367.797 -367.797
111 200.131 200.131 -398.299 -398.299
1823 63.251 63.251 -535.179 -535.179
1828 12.8273 12.8273 -585.603 -585.603
3610 3.83438 3.83438 -594.596 -594.596
3624 2.23692 2.23692 -596.193 -596.193
20050 1.40277e+10 2.23692 1.40277e+10 -596.193
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 4.78278e+07 4.78278e+07 4.78277e+07 4.78277e+07
4 1.86433e+06 1.86433e+06 1.86424e+06 1.86424e+06
7 646.455 646.455 561.035 561.035
35 199.384 199.384 113.964 113.964
346 160.442 160.442 75.0225 75.0225
811 120.286 120.286 34.8665 34.8665
838 16.1193 16.1193 -69.3007 -69.3007
1547 2.54523 2.54523 -82.8748 -82.8748
4328 1.12868 1.12868 -84.2913 -84.2913
20050 329527 1.12868 329442 -84.2913
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 1.99089e+06 1.99089e+06 1.99109e+06 1.99109e+06
14 153887 153887 154080 154080
16 63808.4 63808.4 64001.6 64001.6
22 56900.4 56900.4 57093.6 57093.6
23 24086.4 24086.4 24279.6 24279.6
101 2940.94 2940.94 3134.19 3134.19
150 2755.59 2755.59 2948.84 2948.84
243 708.755 708.755 902.005 902.005
250 378.819 378.819 572.069 572.069
517 353.482 353.482 546.732 546.732
2210 352.397 352.397 545.647 545.647
2212 28.9889 28.9889 222.239 222.239
3425 28.5054 28.5054 221.755 221.755
8611 27.7717 27.7717 221.022 221.022
20050 5.08459e+07 27.7717 5.08461e+07 221.022
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 2645.86 2645.86 2464.36 2464.36
23 990.383 990.383 808.883 808.883
204 285.383 285.383 103.883 103.883
548 30.7379 30.7379 -150.762 -150.762
5732 10.3348 10.3348 -171.165 -171.165
7805 6.15882 6.15882 -175.341 -175.341
7813 0.647467 0.647467 -180.853 -180.853
20050 3.11006e+06 0.647467 3.10988e+06 -180.853
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 154190 154190 154643 154643
14 147902 147902 148355 148355
18 73435.4 73435.4 73888 73888
19 59632.5 59632.5 60085.1 60085.1
39 31743 31743 32195.6 32195.6
208 5684 5684 6136.62 6136.62
213 87.8499 87.8499 540.47 540.47
1441 8.66919 8.66919 461.289 461.289
2233 7.71169 7.71169 460.332 460.332
20050 1.73005e+07 7.71169 1.7301e+07 460.332
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 1.24245e+07 1.24245e+07 1.24244e+07 1.24244e+07
5 9.69275e+06 9.69275e+06 9.69263e+06 9.69263e+06
9 1.84653e+06 1.84653e+06 1.84641e+06 1.84641e+06
33 79489.8 79489.8 79371.4 79371.4
39 56416 56416 56297.5 56297.5
42 7266.98 7266.98 7148.52 7148.52
431 334.419 334.419 215.959 215.959
446 29.1493 29.1493 -89.3107 -89.3107
645 2.5008 2.5008 -115.959 -115.959
8847 1.49607 1.49607 -116.964 -116.964
19402 0.223385 0.223385 -118.237 -118.237
20050 1.37608e+09 0.223385 1.37608e+09 -118.237
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 2.34479e+07 2.34479e+07 2.3448e+07 2.3448e+07
3 286314 286314 286413 286413
12 61414.6 61414.6 61514.3 61514.3
13 8296.81 8296.81 8396.54 8396.54
223 223.842 223.842 323.572 323.572
1025 134.082 134.082 233.812 233.812
1707 46.3461 46.3461 146.076 146.076
1721 4.03471 4.03471 103.765 103.765
12832 0.347015 0.347015 100.077 100.077
20050 1.79218e+08 0.347015 1.79218e+08 100.077
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 6.23924e+07 6.23924e+07 6.23925e+07 6.23925e+07
2 1.32538e+07 1.32538e+07 1.32539e+07 1.32539e+07
4 5.63533e+06 5.63533e+06 5.63537e+06 5.63537e+06
5 2.63083e+06 2.63083e+06 2.63087e+06 2.63087e+06
12 715908 715908 715948 715948
16 368605 368605 368646 368646
18 980.422 980.422 1020.86 1020.86
