"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 4441.63 4441.63 4517.9 4517.9
45 236.364 236.364 312.634 312.634
408 118.414 118.414 194.684 194.684
1447 94.8715 94.8715 171.142 171.142
1728 89.9337 89.9337 166.204 166.204
2150 2.42927e+07 89.9337 2.42927e+07 166.204
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 53814.4 53814.4 53791.8 53791.8
30 15661 15661 15638.5 15638.5
77 15014.1 15014.1 14991.6 14991.6
79 690.171 690.171 667.621 667.621
115 343.513 343.513 320.963 320.963
254 224.618 224.618 202.068 202.068
479 198.547 198.547 175.997 175.997
1123 104.099 104.099 81.5489 81.5489
2150 1.28546e+06 104.099 1.28544e+06 81.5489
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 2.76534e+06 2.76534e+06 2.76535e+06 2.76535e+06
5 1.70831e+06 1.70831e+06 1.70832e+06 1.70832e+06
12 810022 810022 810036 810036
16 295313 295313 295327 295327
18 305.747 305.747 319.407 319.407
83 168.342 168.342 182.002 182.002
921 141.138 141.138 154.798 154.798
2150 818178 141.138 818192 154.798
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 521969 521969 522907 522907
2 137062 137062 138000 138000
11 76048.4 76048.4 76986.2 76986.2
12 58149.7 58149.7 59087.5 59087.5
18 2069.9 2069.9 3007.74 3007.74
213 401.481 401.481 1339.32 1339.32
848 334.628 334.628 1272.47 1272.47
1067 177.348 177.348 1115.19 1115.19
2150 172573 177.348 173511 1115.19
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 3.81986e+07 3.81986e+07 3.81985e+07 3.81985e+07
2 5.95588e+06 5.95588e+06 5.9558e+06 5.9558e+06
4 2.243e+06 2.243e+06 2.24292e+06 2.24292e+06
6 535582 535582 535504 535504
8 356.884 356.884 278.164 278.164
24 336.147 336.147 257.427 257.427
485 156.254 156.254 77.5338 77.5338
2122 127.638 127.638 48.9182 48.9182
2150 103750 127.638 103671 48.9182
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 1.60713e+06 1.60713e+06 1.60653e+06 1.60653e+06
3 312032 312032 311434 311434
8 279809 279809 279211 279211
23 28466.3 28466.3 27867.8 27867.8
32 2208.15 2208.15 1609.72 1609.72
97 2051.29 2051.29 1452.86 1452.86
268 697.093 697.093 98.6632 98.6632
494 206.706 206.706 -391.724 -391.724
643 199.72 199.72 -398.71 -398.71
819 194.738 194.738 -403.692 -403.692
1018 171.375 171.375 -427.055 -427.055
1603 126.605 126.605 -471.825 -471.825
2150 3.54611e+06 126.605 3.54552e+06 -471.825
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 8.14018e+06 8.14018e+06 8.14009e+06 8.14009e+06
2 1157.91 1157.91 1072.49 1072.49
81 209.851 209.851 124.431 124.431
226 152.154 152.154 66.7343 66.7343
1629 136.661 136.661 51.2406 51.2406
1849 123.505 123.505 38.0848 38.0848
2150 6.74862e+07 123.505 6.74861e+07 38.0848
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 8.72441e+06 8.72441e+06 8.72461e+06 8.72461e+06
3 2804.18 2804.18 2997.43 2997.43
151 179.9 179.9 373.15 373.15
1034 157.395 157.395 350.645 350.645
1093 102.426 102.426 295.676 295.676
2150 2.27187e+06 102.426 2.27206e+06 295.676
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 1.1407e+07 1.1407e+07 1.14068e+07 1.14068e+07
2 87086.5 87086.5 86905 86905
5 29496.7 29496.7 29315.2 29315.2
9 19167.2 19167.2 18985.7 18985.7
22 3742.92 3742.92 3561.42 3561.42
123 192.318 192.318 10.8175 10.8175
222 181.7 181.7 0.200416 0.200416
715 156.293 156.293 -25.2066 -25.2066
942 134.103 134.103 -47.3974 -47.3974
948 125.387 125.387 -56.1126 -56.1126
1158 117.483 117.483 -64.0166 -64.0166
2150 276717 117.483 276536 -64.0166
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 118323 118323 118776 118776
9 106736 106736 107189 107189
28 28603.4 28603.4 29056 29056
38 4667.86 4667.86 5120.48 5120.48
50 3847.68 3847.68 4300.3 4300.3
79 622.514 622.514 1075.13 1075.13
135 544.424 544.424 997.044 997.044
279 290.36 290.36 742.98 742.98
728 262.956 262.956 715.576 715.576
1126 127.184 127.184 579.804 579.804
2150 4.39011e+06 127.184 4.39057e+06 579.804
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 8.27596e+07 8.27596e+07 8.27595e+07 8.27595e+07
2 2.39211e+06 2.39211e+06 2.39199e+06 2.39199e+06
4 82667.8 82667.8 82549.4 82549.4
9 32797 32797 32678.6 32678.6
12 1377.7 1377.7 1259.24 1259.24
480 170.59 170.59 52.1295 52.1295
816 129.564 129.564 11.1038 11.1038
1044 128.291 128.291 9.83087 9.83087
2123 106.592 106.592 -11.8678 -11.8678
2150 15767.1 106.592 15648.6 -11.8678
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 5.71002e+06 5.71002e+06 5.71012e+06 5.71012e+06
3 4.04328e+06 4.04328e+06 4.04338e+06 4.04338e+06
5 1.79879e+06 1.79879e+06 1.79889e+06 1.79889e+06
10 566279 566279 566379 566379
17 3783.86 3783.86 3883.59 3883.59
98 3354.23 3354.23 3453.96 3453.96
254 582.161 582.161 681.891 681.891
306 188.575 188.575 288.305 288.305
962 154.785 154.785 254.515 254.515
1218 144.384 144.384 244.114 244.114
2150 486243 144.384 486343 244.114
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 3.14152e+07 3.14152e+07 3.14152e+07 3.14152e+07
2 6.7624e+06 6.7624e+06 6.76244e+06 6.76244e+06
6 60731.7 60731.7 60772.2 60772.2
46 2443.68 2443.68 2484.12 2484.12
193 250.939 250.939 291.379 291.379
260 146.275 146.275 186.715 186.715
850 143.878 143.878 184.318 184.318
1877 124.319 124.319 164.759 164.759
2150 4.88309e+06 124.319 4.88314e+06 164.759
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 5.49196e+06 5.49196e+06 5.49184e+06 5.49184e+06
5 1.89594e+06 1.89594e+06 1.89582e+06 1.89582e+06
7 1.69876e+06 1.69876e+06 1.69864e+06 1.69864e+06
10 872089 872089 871967 871967
12 48082.7 48082.7 47961.1 47961.1
22 14670.4 14670.4 14548.8 14548.8
24 1246.04 1246.04 1124.44 1124.44
76 168.225 168.225 46.6246 46.6246
1338 92.1094 92.1094 -29.4906 -29.4906
1404 71.4543 71.4543 -50.1457 -50.1457
2000 54.5071 54.5071 -67.0929 -67.0929
2150 2.75768e+06 54.5071 2.75756e+06 -67.0929
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 2.59753e+06 2.59753e+06 2.59749e+06 2.59749e+06
3 15535.8 15535.8 15497.7 15497.7
58 1166.64 1166.64 1128.53 1128.53
332 600.577 600.577 562.467 562.467
428 594.164 594.164 556.054 556.054
517 365.622 365.622 327.512 327.512
594 254.8 254.8 216.69 216.69
693 132.069 132.069 93.9588 93.9588
695 120.772 120.772 82.6623 82.6623
1403 119.406 119.406 81.2959 81.2959
1438 102.571 102.571 64.4614 64.4614
1910 81.2967 81.2967 43.1867 43.1867
2150 898293 81.2967 898255 43.1867
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 2.07713e+06 2.07713e+06 2.07697e+06 2.07697e+06
9 412000 412000 411846 411846
13 171397 171397 171243 171243
18 330.626 330.626 176.076 176.076
145 248.195 248.195 93.6452 93.6452
323 129.523 129.523 -25.0269 -25.0269
997 123.214 123.214 -31.3359 -31.3359
1474 79.2516 79.2516 -75.2984 -75.2984
2150 1.97829e+06 79.2516 1.97814e+06 -75.2984
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 1.63047e+07 1.63047e+07 1.63047e+07 1.63047e+07
2 8.23912e+06 8.23912e+06 8.23911e+06 8.23911e+06
4 5.92718e+06 5.92718e+06 5.92717e+06 5.92717e+06
5 1.51925e+06 1.51925e+06 1.51924e+06 1.51924e+06
7 537758 537758 537745 537745
9 245457 245457 245444 245444
13 210.71 210.71 198.01 198.01
192 139.806 139.806 127.106 127.106
805 92.8861 92.8861 80.1861 80.1861
2150 147739 92.8861 147726 80.1861
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 430.295 430.295 249.655 249.655
118 287.99 287.99 107.35 107.35
153 199.253 199.253 18.6127 18.6127
229 134.227 134.227 -46.4128 -46.4128
1728 127.754 127.754 -52.8864 -52.8864
2150 6.22321e+06 127.754 6.22303e+06 -52.8864
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 7.90126e+06 7.90126e+06 7.90127e+06 7.90127e+06
2 3327.24 3327.24 3336.62 3336.62
74 197.88 197.88 207.26 207.26
1069 154.535 154.535 163.915 163.915
