"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 415.433 415.433 -46.657 -46.657
11 205.387 205.387 -256.703 -256.703
31 197.51 197.51 -264.58 -264.58
46 184.053 184.053 -278.037 -278.037
103 142.525 142.525 -319.565 -319.565
105 94.7416 94.7416 -367.348 -367.348
124 84.2098 84.2098 -377.88 -377.88
295 83.2741 83.2741 -378.816 -378.816
352 78.1013 78.1013 -383.989 -383.989
370 60.8265 60.8265 -401.264 -401.264
603 59.9908 59.9908 -402.099 -402.099
739 58.8743 58.8743 -403.216 -403.216
850 13991.2 58.8743 13529.1 -403.216
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 512.328 512.328 589.988 589.988
6 210.794 210.794 288.454 288.454
16 145.165 145.165 222.825 222.825
21 119.093 119.093 196.753 196.753
27 65.8538 65.8538 143.514 143.514
550 60.1932 60.1932 137.853 137.853
850 2478.1 60.1932 2555.76 137.853
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 806.563 806.563 922.243 922.243
6 219.564 219.564 335.244 335.244
18 157.731 157.731 273.411 273.411
28 141.826 141.826 257.506 257.506
49 108.173 108.173 223.853 223.853
162 80.1815 80.1815 195.862 195.862
290 77.9775 77.9775 193.657 193.657
518 77.5096 77.5096 193.19 193.19
665 51.6186 51.6186 167.299 167.299
685 38.0007 38.0007 153.681 153.681
850 106.433 38.0007 222.113 153.681
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 366.129 366.129 362.419 362.419
7 228.058 228.058 224.348 224.348
13 158.641 158.641 154.931 154.931
31 65.392 65.392 61.682 61.682
556 43.9042 43.9042 40.1942 40.1942
850 171.121 43.9042 167.411 40.1942
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 570.976 570.976 703.156 703.156
2 452.008 452.008 584.188 584.188
5 162.447 162.447 294.627 294.627
15 136.818 136.818 268.998 268.998
25 116.813 116.813 248.993 248.993
40 93.531 93.531 225.711 225.711
48 93.3099 93.3099 225.49 225.49
337 83.903 83.903 216.083 216.083
436 80.3587 80.3587 212.539 212.539
617 63.9883 63.9883 196.168 196.168
850 9006.57 63.9883 9138.75 196.168
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 757.917 757.917 173.187 173.187
4 346.827 346.827 -237.903 -237.903
7 169.334 169.334 -415.396 -415.396
111 138.186 138.186 -446.544 -446.544
134 54.1349 54.1349 -530.595 -530.595
850 12235.4 54.1349 11650.7 -530.595
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 2141.91 2141.91 2105.37 2105.37
8 1068.91 1068.91 1032.37 1032.37
9 922.019 922.019 885.479 885.479
11 606.902 606.902 570.362 570.362
14 559.83 559.83 523.29 523.29
15 423.822 423.822 387.282 387.282
20 125.97 125.97 89.4304 89.4304
35 68.9016 68.9016 32.3616 32.3616
298 47.9751 47.9751 11.4351 11.4351
850 19951.9 47.9751 19915.4 11.4351
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 226.529 226.529 1226.53 1226.53
18 92.8576 92.8576 1092.86 1092.86
173 70.0745 70.0745 1070.07 1070.07
525 51.7374 51.7374 1051.74 1051.74
535 45.6478 45.6478 1045.65 1045.65
850 160.628 45.6478 1160.63 1045.65
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 13339 13339 13385.6 13385.6
3 1810.22 1810.22 1856.83 1856.83
4 284.517 284.517 331.127 331.127
15 164.035 164.035 210.645 210.645
18 67.8349 67.8349 114.445 114.445
546 65.9058 65.9058 112.516 112.516
762 59.3094 59.3094 105.919 105.919
850 102.021 59.3094 148.631 105.919
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 296.576 296.576 32.2655 32.2655
7 206.476 206.476 -57.8344 -57.8344
24 132.411 132.411 -131.899 -131.899
37 126.194 126.194 -138.116 -138.116
