"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 116.784 116.784 188.134 188.134
2 79.4451 79.4451 150.795 150.795
3 71.557 71.557 142.907 142.907
4 53.5441 53.5441 124.894 124.894
37 49.5265 49.5265 120.877 120.877
101 47.0077 47.0077 118.358 118.358
124 38.5408 38.5408 109.891 109.891
143 31.4887 31.4887 102.839 102.839
176 28.1154 28.1154 99.4654 99.4654
206 26.7216 26.7216 98.0716 98.0716
2050 99.1205 26.7216 170.47 98.0716
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 60.855 60.855 -294.365 -294.365
10 49.0361 49.0361 -306.184 -306.184
36 36.4188 36.4188 -318.801 -318.801
218 27.2637 27.2637 -327.956 -327.956
2050 75.0512 27.2637 -280.169 -327.956
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 67.4058 67.4058 166.576 166.576
6 57.5678 57.5678 156.738 156.738
31 43.7982 43.7982 142.968 142.968
201 40.7434 40.7434 139.913 139.913
345 38.7499 38.7499 137.92 137.92
609 36.6859 36.6859 135.856 135.856
819 34.9289 34.9289 134.099 134.099
845 30.6044 30.6044 129.774 129.774
2050 64.1122 30.6044 163.282 129.774
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 84.6402 84.6402 -433.27 -433.27
5 61.8959 61.8959 -456.014 -456.014
10 47.5352 47.5352 -470.375 -470.375
222 46.8377 46.8377 -471.072 -471.072
223 42.6529 42.6529 -475.257 -475.257
331 42.3145 42.3145 -475.595 -475.595
368 41.3168 41.3168 -476.593 -476.593
624 33.2485 33.2485 -484.661 -484.661
662 26.4505 26.4505 -491.46 -491.46
978 26.0508 26.0508 -491.859 -491.859
1061 22.8789 22.8789 -495.031 -495.031
2050 94.5603 22.8789 -423.35 -495.031
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 80.2693 80.2693 23.0593 23.0593
2 62.3603 62.3603 5.15034 5.15034
3 44.0396 44.0396 -13.1704 -13.1704
176 36.261 36.261 -20.949 -20.949
371 29.5429 29.5429 -27.6671 -27.6671
534 28.8914 28.8914 -28.3186 -28.3186
2050 86.0999 28.8914 28.8899 -28.3186
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 91.5709 91.5709 63.7909 63.7909
4 87.2868 87.2868 59.5068 59.5068
6 81.0507 81.0507 53.2707 53.2707
8 54.3233 54.3233 26.5433 26.5433
25 34.5792 34.5792 6.79918 6.79918
138 32.011 32.011 4.23105 4.23105
819 30.9845 30.9845 3.20447 3.20447
2050 94.1733 30.9845 66.3933 3.20447
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 48.0491 48.0491 -0.660898 -0.660898
22 45.6221 45.6221 -3.08793 -3.08793
27 45.5191 45.5191 -3.19095 -3.19095
118 41.8602 41.8602 -6.84976 -6.84976
120 41.5006 41.5006 -7.20943 -7.20943
369 35.2955 35.2955 -13.4145 -13.4145
374 31.055 31.055 -17.655 -17.655
410 26.5237 26.5237 -22.1863 -22.1863
1746 24.7686 24.7686 -23.9414 -23.9414
2050 108.167 24.7686 59.4566 -23.9414
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 94.7527 94.7527 -72.0373 -72.0373
2 75.7604 75.7604 -91.0296 -91.0296
4 66.9202 66.9202 -99.8698 -99.8698
7 56.1726 56.1726 -110.617 -110.617
21 50.8267 50.8267 -115.963 -115.963
111 36.9952 36.9952 -129.795 -129.795
608 36.6114 36.6114 -130.179 -130.179
735 35.0181 35.0181 -131.772 -131.772
817 34.205 34.205 -132.585 -132.585
836 33.4266 33.4266 -133.363 -133.363
2050 76.5126 33.4266 -90.2774 -133.363
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 66.4614 66.4614 1066.46 1066.46
2 50.6546 50.6546 1050.65 1050.65
6 36.0797 36.0797 1036.08 1036.08
216 30.5027 30.5027 1030.5 1030.5
1370 25.8608 25.8608 1025.86 1025.86
2050 80.2717 25.8608 1080.27 1025.86
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 105.135 105.135 86.665 86.665
2 70.1936 70.1936 51.7236 51.7236
3 61.6442 61.6442 43.1742 43.1742
6 48.6521 48.6521 30.1821 30.1821
30 40.3925 40.3925 21.9225 21.9225
313 36.5044 36.5044 18.0344 18.0344
