"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 310734 310734 310858 310858
6 220183 220183 220306 220306
17 109314 109314 109438 109438
22 100752 100752 100876 100876
51 45154.7 45154.7 45278.5 45278.5
55 7877.65 7877.65 8001.48 8001.48
66 7124.34 7124.34 7248.17 7248.17
97 3128.85 3128.85 3252.68 3252.68
126 1788.26 1788.26 1912.09 1912.09
546 823.173 823.173 947.003 947.003
1246 786.967 786.967 910.797 910.797
1497 474.592 474.592 598.422 598.422
1710 437.445 437.445 561.275 561.275
2090 332.694 332.694 456.524 456.524
2150 19047.3 332.694 19171.1 456.524
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 259185 259185 259233 259233
4 256289 256289 256336 256336
5 244957 244957 245004 245004
11 209944 209944 209992 209992
14 195011 195011 195058 195058
20 113335 113335 113382 113382
22 107501 107501 107548 107548
51 20496.3 20496.3 20543.8 20543.8
52 15368.3 15368.3 15415.9 15415.9
57 14751.5 14751.5 14799 14799
71 14389.7 14389.7 14437.2 14437.2
74 7162.19 7162.19 7209.7 7209.7
81 3657.82 3657.82 3705.33 3705.33
103 1293.57 1293.57 1341.08 1341.08
863 1043.25 1043.25 1090.76 1090.76
932 517.59 517.59 565.1 565.1
1213 401.355 401.355 448.865 448.865
1683 353.99 353.99 401.5 401.5
2150 1805.69 353.99 1853.2 401.5
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 240533 240533 240589 240589
4 203559 203559 203614 203614
12 116811 116811 116866 116866
38 115251 115251 115307 115307
51 28412.4 28412.4 28467.7 28467.7
60 14657.9 14657.9 14713.3 14713.3
63 9754.94 9754.94 9810.28 9810.28
64 7390.18 7390.18 7445.52 7445.52
68 6916.37 6916.37 6971.71 6971.71
99 5607.91 5607.91 5663.25 5663.25
132 3847.47 3847.47 3902.81 3902.81
199 3092.98 3092.98 3148.32 3148.32
499 1368.39 1368.39 1423.73 1423.73
509 1354.01 1354.01 1409.35 1409.35
799 1338.74 1338.74 1394.08 1394.08
1043 1316.2 1316.2 1371.54 1371.54
1149 644.377 644.377 699.717 699.717
1466 630.085 630.085 685.425 685.425
1467 567.39 567.39 622.73 622.73
1478 554.182 554.182 609.522 609.522
2044 519.911 519.911 575.251 575.251
2150 37965.9 519.911 38021.2 575.251
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 276287 276287 276197 276197
8 270356 270356 270266 270266
10 205895 205895 205805 205805
14 199876 199876 199786 199786
22 149601 149601 149511 149511
33 101739 101739 101648 101648
51 33823.6 33823.6 33733.2 33733.2
52 32719.6 32719.6 32629.2 32629.2
55 21006.3 21006.3 20916 20916
