"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 25.2154 25.2154 104.695 104.695
13 21.031 21.031 100.511 100.511
15 18.4016 18.4016 97.8816 97.8816
101 10.3593 10.3593 89.8393 89.8393
113 6.3088 6.3088 85.7888 85.7888
212 5.73792 5.73792 85.2179 85.2179
322 4.81808 4.81808 84.2981 84.2981
371 4.13437 4.13437 83.6144 83.6144
426 3.92429 3.92429 83.4043 83.4043
503 3.55894 3.55894 83.0389 83.0389
542 3.47934 3.47934 82.9593 82.9593
565 3.04163 3.04163 82.5216 82.5216
577 2.65405 2.65405 82.1341 82.1341
583 1.33167 1.33167 80.8117 80.8117
587 1.2504 1.2504 80.7304 80.7304
722 1.14133 1.14133 80.6213 80.6213
767 0.928653 0.928653 80.4087 80.4087
815 0.658149 0.658149 80.1381 80.1381
850 19.9153 0.658149 99.3953 80.1381
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 105.109 105.109 499.589 499.589
2 55.1568 55.1568 449.637 449.637
9 52.1891 52.1891 446.669 446.669
16 44.4453 44.4453 438.925 438.925
36 33.8082 33.8082 428.288 428.288
39 21.3061 21.3061 415.786 415.786
42 2.30888 2.30888 396.789 396.789
850 41.0021 2.30888 435.482 396.789
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 118.801 118.801 -128.309 -128.309
2 53.8136 53.8136 -193.296 -193.296
3 20.0868 20.0868 -227.023 -227.023
5 13.7117 13.7117 -233.398 -233.398
36 10.0413 10.0413 -237.069 -237.069
127 2.23326 2.23326 -244.877 -244.877
850 95.5938 2.23326 -151.516 -244.877
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 66.0242 66.0242 -86.0158 -86.0158
2 42.6072 42.6072 -109.433 -109.433
3 27.1542 27.1542 -124.886 -124.886
38 21.4384 21.4384 -130.602 -130.602
106 10.7034 10.7034 -141.337 -141.337
386 9.30215 9.30215 -142.738 -142.738
431 5.28011 5.28011 -146.76 -146.76
524 3.04841 3.04841 -148.992 -148.992
696 2.16654 2.16654 -149.873 -149.873
850 9.95616 2.16654 -142.084 -149.873
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 98.6521 98.6521 73.4021 73.4021
2 35.0563 35.0563 9.80626 9.80626
14 18.7198 18.7198 -6.53024 -6.53024
206 6.62621 6.62621 -18.6238 -18.6238
519 5.8869 5.8869 -19.3631 -19.3631
552 3.69461 3.69461 -21.5554 -21.5554
617 3.43237 3.43237 -21.8176 -21.8176
850 121.307 3.43237 96.0572 -21.8176
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 64.8456 64.8456 -136.874 -136.874
