"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 12.8513 12.8513 -89.6987 -89.6987
3 12.5644 12.5644 -89.9856 -89.9856
26 12.2878 12.2878 -90.2622 -90.2622
34 9.99205 9.99205 -92.558 -92.558
102 8.53948 8.53948 -94.0105 -94.0105
105 5.28056 5.28056 -97.2694 -97.2694
214 3.10634 3.10634 -99.4437 -99.4437
225 2.28126 2.28126 -100.269 -100.269
310 2.22536 2.22536 -100.325 -100.325
837 2.20609 2.20609 -100.344 -100.344
850 7.02367 2.20609 -95.5263 -100.344
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 31.6701 31.6701 103.36 103.36
2 8.32385 8.32385 80.0139 80.0139
110 6.94386 6.94386 78.6339 78.6339
123 4.64593 4.64593 76.3359 76.3359
165 4.63985 4.63985 76.3298 76.3298
167 2.23539 2.23539 73.9254 73.9254
704 1.86593 1.86593 73.5559 73.5559
850 29.1172 1.86593 100.807 73.5559
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 9.07709 9.07709 223.087 223.087
101 3.93828 3.93828 217.948 217.948
174 1.90146 1.90146 215.911 215.911
252 1.43683 1.43683 215.447 215.447
850 28.6836 1.43683 242.694 215.447
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 130.855 130.855 72.3749 72.3749
2 40.9979 40.9979 -17.4821 -17.4821
3 11.4877 11.4877 -46.9923 -46.9923
25 7.45817 7.45817 -51.0218 -51.0218
101 7.34415 7.34415 -51.1359 -51.1359
102 6.67974 6.67974 -51.8003 -51.8003
119 5.97757 5.97757 -52.5024 -52.5024
176 4.72571 4.72571 -53.7543 -53.7543
209 4.45894 4.45894 -54.0211 -54.0211
258 3.06442 3.06442 -55.4156 -55.4156
752 2.59022 2.59022 -55.8898 -55.8898
811 0.994755 0.994755 -57.4852 -57.4852
850 11.9134 0.994755 -46.5666 -57.4852
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 29.5429 29.5429 -583.537 -583.537
7 27.4304 27.4304 -585.65 -585.65
10 23.1917 23.1917 -589.888 -589.888
14 22.7313 22.7313 -590.349 -590.349
20 18.4179 18.4179 -594.662 -594.662
37 17.4874 17.4874 -595.593 -595.593
103 15.4594 15.4594 -597.621 -597.621
105 13.1967 13.1967 -599.883 -599.883
112 11.4604 11.4604 -601.62 -601.62
114 10.783 10.783 -602.297 -602.297
115 10.0361 10.0361 -603.044 -603.044
117 8.57498 8.57498 -604.505 -604.505
124 6.89059 6.89059 -606.189 -606.189
181 5.01813 5.01813 -608.062 -608.062
214 4.4523 4.4523 -608.628 -608.628
217 3.11079 3.11079 -609.969 -609.969
850 15.186 3.11079 -597.894 -609.969
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
