"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 920.113 920.113 950.083 950.083
3 847.14 847.14 877.11 877.11
9 647.372 647.372 677.342 677.342
19 600.017 600.017 629.987 629.987
26 528.464 528.464 558.434 558.434
81 377.679 377.679 407.649 407.649
403 288.668 288.668 318.638 318.638
524 277.191 277.191 307.161 307.161
674 141.837 141.837 171.807 171.807
750 1256.33 141.837 1286.3 171.807
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 1871.01 1871.01 1819.3 1819.3
2 1593.63 1593.63 1541.92 1541.92
4 1020.27 1020.27 968.557 968.557
16 856.229 856.229 804.519 804.519
23 416.71 416.71 365 365
182 304.778 304.778 253.068 253.068
538 304.441 304.441 252.731 252.731
698 290.066 290.066 238.356 238.356
750 767.974 290.066 716.264 238.356
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 2146.79 2146.79 1866.84 1866.84
5 1114.2 1114.2 834.248 834.248
9 830.616 830.616 550.666 550.666
13 638.375 638.375 358.425 358.425
37 566.121 566.121 286.171 286.171
461 544.373 544.373 264.423 264.423
465 532.542 532.542 252.592 252.592
471 389.699 389.699 109.749 109.749
490 357.349 357.349 77.3993 77.3993
750 2247.99 357.349 1968.04 77.3993
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 279.308 279.308 1211.3 1211.3
387 183.623 183.623 1115.61 1115.61
465 179.041 179.041 1111.03 1111.03
616 164.987 164.987 1096.98 1096.98
750 1088.84 164.987 2020.83 1096.98
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 1414.95 1414.95 1528.26 1528.26
5 1079.11 1079.11 1192.42 1192.42
6 837.38 837.38 950.69 950.69
10 711.57 711.57 824.88 824.88
21 520.553 520.553 633.863 633.863
67 472.859 472.859 586.169 586.169
68 464.21 464.21 577.52 577.52
70 332.563 332.563 445.873 445.873
71 303.024 303.024 416.334 416.334
114 109.576 109.576 222.886 222.886
750 1108.22 109.576 1221.53 222.886
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 1588.58 1588.58 1288.56 1288.56
2 1121.04 1121.04 821.018 821.018
4 931.115 931.115 631.095 631.095
6 723.967 723.967 423.947 423.947
9 386.255 386.255 86.2352 86.2352
63 379.014 379.014 78.9944 78.9944
79 208.849 208.849 -91.1708 -91.1708
99 202.014 202.014 -98.0064 -98.0064
397 138.219 138.219 -161.801 -161.801
414 74.7814 74.7814 -225.239 -225.239
750 580.674 74.7814 280.654 -225.239
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 889.859 889.859 934.569 934.569
5 876.817 876.817 921.527 921.527
9 845.916 845.916 890.626 890.626
15 646.169 646.169 690.879 690.879
18 586.626 586.626 631.336 631.336
29 520.123 520.123 564.833 564.833
43 496.37 496.37 541.08 541.08
55 466.661 466.661 511.371 511.371
141 452.722 452.722 497.432 497.432
152 438.079 438.079 482.789 482.789
181 288.175 288.175 332.885 332.885
268 251.532 251.532 296.242 296.242
424 229.738 229.738 274.448 274.448
470 194.373 194.373 239.083 239.083
750 1905.57 194.373 1950.28 239.083
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 1694.99 1694.99 694.988 694.988
2 1283.29 1283.29 283.294 283.294
4 1244.28 1244.28 244.277 244.277
5 967.486 967.486 -32.5144 -32.5144
14 904.778 904.778 -95.2224 -95.2224
24 653.923 653.923 -346.077 -346.077
27 585.135 585.135 -414.865 -414.865
58 544.421 544.421 -455.579 -455.579
250 518.252 518.252 -481.748 -481.748
267 318.46 318.46 -681.54 -681.54
472 184.171 184.171 -815.829 -815.829
750 1376.57 184.171 376.575 -815.829
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 2968.06 2968.06 3272.26 3272.26
2 1774.44 1774.44 2078.64 2078.64
3 1153.78 1153.78 1457.98 1457.98
5 1018.27 1018.27 1322.47 1322.47
21 689.919 689.919 994.119 994.119
73 577.322 577.322 881.522 881.522
74 438.962 438.962 743.162 743.162
471 422.681 422.681 726.881 726.881
492 400.056 400.056 704.256 704.256
587 352.539 352.539 656.739 656.739
733 351.01 351.01 655.21 655.21
742 303.599 303.599 607.799 607.799
750 1037.18 303.599 1341.38 607.799
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 762.03 762.03 657.36 657.36
4 575.407 575.407 470.737 470.737
54 401.241 401.241 296.571 296.571
207 395.243 395.243 290.573 290.573
520 267.395 267.395 162.725 162.725
688 186.478 186.478 81.8078 81.8078
750 924.741 186.478 820.071 81.8078
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 1822.49 1822.49 2309.44 2309.44
2 933.956 933.956 1420.91 1420.91
6 500.744 500.744 987.694 987.694
95 393.755 393.755 880.705 880.705
132 353.656 353.656 840.606 840.606
158 346.32 346.32 833.27 833.27
374 339.369 339.369 826.319 826.319
418 302.577 302.577 789.527 789.527
439 229.778 229.778 716.728 716.728
508 150.112 150.112 637.062 637.062
750 1662.64 150.112 2149.59 637.062
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 1585.9 1585.9 1682.45 1682.45
4 1461.27 1461.27 1557.82 1557.82
5 902.989 902.989 999.539 999.539
11 749.064 749.064 845.614 845.614
23 448.714 448.714 545.264 545.264
440 354.565 354.565 451.115 451.115
479 339.826 339.826 436.376 436.376
567 299.602 299.602 396.152 396.152
584 193.358 193.358 289.908 289.908
