"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 2161.42 2161.42 2191.39 2191.39
2 1851.24 1851.24 1881.21 1881.21
3 934.314 934.314 964.284 964.284
12 619.133 619.133 649.103 649.103
97 599.085 599.085 629.055 629.055
145 429.402 429.402 459.372 459.372
203 375.075 375.075 405.045 405.045
288 364.374 364.374 394.344 394.344
479 355.082 355.082 385.052 385.052
736 339.645 339.645 369.615 369.615
750 862.406 339.645 892.376 369.615
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 2044.94 2044.94 1993.23 1993.23
2 1381.39 1381.39 1329.68 1329.68
6 1187.62 1187.62 1135.91 1135.91
8 698.591 698.591 646.881 646.881
24 690.447 690.447 638.737 638.737
47 559.979 559.979 508.269 508.269
337 541.597 541.597 489.887 489.887
750 1568.64 541.597 1516.93 489.887
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 2534.11 2534.11 2254.16 2254.16
2 1382.71 1382.71 1102.76 1102.76
5 366.06 366.06 86.1096 86.1096
498 335.766 335.766 55.8158 55.8158
610 280.506 280.506 0.556009 0.556009
750 746.35 280.506 466.4 0.556009
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 816.193 816.193 1748.18 1748.18
14 658.931 658.931 1590.92 1590.92
23 402.658 402.658 1334.65 1334.65
25 310.799 310.799 1242.79 1242.79
90 307.37 307.37 1239.36 1239.36
94 271.95 271.95 1203.94 1203.94
262 259.912 259.912 1191.9 1191.9
396 147.611 147.611 1079.6 1079.6
423 141.357 141.357 1073.35 1073.35
476 131.432 131.432 1063.42 1063.42
484 80.6281 80.6281 1012.62 1012.62
750 676.971 80.6281 1608.96 1012.62
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 1056.66 1056.66 1169.97 1169.97
3 1026.41 1026.41 1139.72 1139.72
7 482.189 482.189 595.499 595.499
58 444.386 444.386 557.696 557.696
193 375.626 375.626 488.936 488.936
201 358.98 358.98 472.29 472.29
211 195.554 195.554 308.864 308.864
417 179.174 179.174 292.484 292.484
436 108.42 108.42 221.73 221.73
750 760.691 108.42 874.001 221.73
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 1599.35 1599.35 1299.33 1299.33
2 1546.93 1546.93 1246.91 1246.91
4 1199.49 1199.49 899.468 899.468
8 618.559 618.559 318.539 318.539
39 389.511 389.511 89.4906 89.4906
