"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 2657.78 2657.78 2687.75 2687.75
17 2608.48 2608.48 2638.45 2638.45
19 2325.13 2325.13 2355.1 2355.1
21 2120.87 2120.87 2150.84 2150.84
120 1775.31 1775.31 1805.28 1805.28
189 1719.34 1719.34 1749.31 1749.31
2000 10977.3 1719.34 11007.3 1749.31
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 5819.72 5819.72 5768.01 5768.01
2 3297.97 3297.97 3246.26 3246.26
4 3189.57 3189.57 3137.86 3137.86
5 3184.93 3184.93 3133.22 3133.22
6 2986.92 2986.92 2935.21 2935.21
13 2803.37 2803.37 2751.66 2751.66
16 2638.84 2638.84 2587.13 2587.13
17 2238.92 2238.92 2187.21 2187.21
175 2189.96 2189.96 2138.25 2138.25
2000 4706.22 2189.96 4654.51 2138.25
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 2814.46 2814.46 2534.51 2534.51
5 2715.54 2715.54 2435.59 2435.59
17 2597.03 2597.03 2317.08 2317.08
35 2449.95 2449.95 2170 2170
46 2283.89 2283.89 2003.94 2003.94
61 1637.81 1637.81 1357.86 1357.86
2000 488306 1637.81 488026 1357.86
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 3664.08 3664.08 4596.07 4596.07
2 3316.43 3316.43 4248.42 4248.42
3 2718.67 2718.67 3650.66 3650.66
4 2477.76 2477.76 3409.75 3409.75
5 2341.67 2341.67 3273.66 3273.66
42 2018.25 2018.25 2950.24 2950.24
64 1863.38 1863.38 2795.37 2795.37
103 1832.26 1832.26 2764.25 2764.25
225 1791.58 1791.58 2723.57 2723.57
2000 364578 1791.58 365510 2723.57
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 3570.49 3570.49 3683.8 3683.8
2 2787.53 2787.53 2900.84 2900.84
9 2118.35 2118.35 2231.66 2231.66
48 1987.19 1987.19 2100.5 2100.5
61 1752.43 1752.43 1865.74 1865.74
126 1746.47 1746.47 1859.78 1859.78
2000 3052.02 1746.47 3165.33 1859.78
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 3211.5 3211.5 2911.48 2911.48
2 2807.26 2807.26 2507.24 2507.24
7 2665.03 2665.03 2365.01 2365.01
8 1754.43 1754.43 1454.41 1454.41
162 1642.02 1642.02 1342 1342
203 1616.46 1616.46 1316.44 1316.44
2000 24422.9 1616.46 24122.9 1316.44
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 3999.12 3999.12 4043.83 4043.83
3 3592.77 3592.77 3637.48 3637.48
4 3020.36 3020.36 3065.07 3065.07
20 2932.01 2932.01 2976.72 2976.72
35 2922.35 2922.35 2967.06 2967.06
41 2829.25 2829.25 2873.96 2873.96
