"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 197146 197146 196599 196599
3 87426.5 87426.5 86880 86880
4 33477.2 33477.2 32930.7 32930.7
110 27033.5 27033.5 26487 26487
132 20803.3 20803.3 20256.8 20256.8
139 16804.5 16804.5 16258 16258
208 9482.97 9482.97 8936.47 8936.47
200050 5.70927e+10 9482.97 5.70927e+10 8936.47
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 106075 106075 107075 107075
3 100696 100696 101696 101696
10 80842.2 80842.2 81842.2 81842.2
11 44053.8 44053.8 45053.8 45053.8
103 41545 41545 42545 42545
104 19914.4 19914.4 20914.4 20914.4
271 14446.4 14446.4 15446.4 15446.4
298 14236.1 14236.1 15236.1 15236.1
342 9981.77 9981.77 10981.8 10981.8
410 9337.57 9337.57 10337.6 10337.6
589 8933.36 8933.36 9933.36 9933.36
1130 7065.4 7065.4 8065.4 8065.4
200050 8.31841e+10 7065.4 8.31841e+10 8065.4
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 305252 305252 305461 305461
3 165881 165881 166090 166090
4 154576 154576 154784 154784
6 79783.5 79783.5 79991.9 79991.9
11 66500.3 66500.3 66708.7 66708.7
49 32648.1 32648.1 32856.4 32856.4
138 29368.6 29368.6 29577 29577
209 25724.9 25724.9 25933.3 25933.3
244 11758.5 11758.5 11966.9 11966.9
291 1131.98 1131.98 1340.36 1340.36
200050 7.88103e+10 1131.98 7.88103e+10 1340.36
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 98596.7 98596.7 98451.7 98451.7
22 96501.5 96501.5 96356.6 96356.6
28 96071.5 96071.5 95926.5 95926.5
44 78128.9 78128.9 77983.9 77983.9
101 20011.5 20011.5 19866.5 19866.5
164 8544.99 8544.99 8400.03 8400.03
1220 6381.89 6381.89 6236.93 6236.93
200050 7.15475e+10 6381.89 7.15475e+10 6236.93
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 278859 278859 278852 278852
2 115739 115739 115732 115732
8 108497 108497 108491 108491
11 75822.9 75822.9 75816.6 75816.6
48 60167.3 60167.3 60161 60161
102 40285.6 40285.6 40279.3 40279.3
104 32255.4 32255.4 32249.1 32249.1
169 13804.3 13804.3 13798 13798
200050 6.21746e+10 13804.3 6.21746e+10 13798
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 197736 197736 197714 197714
4 122447 122447 122425 122425
5 89850.5 89850.5 89828.4 89828.4
6 54757.5 54757.5 54735.5 54735.5
44 53387.9 53387.9 53365.8 53365.8
102 45371.4 45371.4 45349.3 45349.3
107 29732.7 29732.7 29710.7 29710.7
135 26799.4 26799.4 26777.4 26777.4
137 21435.3 21435.3 21413.2 21413.2
178 17332.4 17332.4 17310.4 17310.4
236 14890.3 14890.3 14868.2 14868.2
520 10173.1 10173.1 10151 10151
1150 4547.25 4547.25 4525.19 4525.19
200050 7.04635e+10 4547.25 7.04635e+10 4525.19
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 200273 200273 200344 200344
2 105086 105086 105157 105157
8 52808.1 52808.1 52879.4 52879.4
25 44971.9 44971.9 45043.2 45043.2
42 15390 15390 15461.3 15461.3
416 13186.7 13186.7 13258 13258
200050 7.17612e+10 13186.7 7.17612e+10 13258
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 351166 351166 351155 351155
2 188310 188310 188300 188300
4 66356.6 66356.6 66346 66346
27 41623.8 41623.8 41613.3 41613.3
105 22941.4 22941.4 22930.9 22930.9
127 19695.5 19695.5 19685 19685
197 17646.5 17646.5 17636 17636
254 15657 15657 15646.5 15646.5
200050 7.51943e+10 15657 7.51943e+10 15646.5
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 261331 261331 261717 261717
2 212540 212540 212926 212926
3 178839 178839 179225 179225
4 111843 111843 112229 112229
14 73535 73535 73921 73921
45 66073.1 66073.1 66459.2 66459.2
101 32895.3 32895.3 33281.3 33281.3
133 25300.3 25300.3 25686.3 25686.3
427 23073.5 23073.5 23459.5 23459.5
693 20251.4 20251.4 20637.4 20637.4
1102 9750.33 9750.33 10136.3 10136.3
200050 7.6668e+10 9750.33 7.6668e+10 10136.3
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 77108.3 77108.3 77095.7 77095.7
2 51939.1 51939.1 51926.5 51926.5
36 37818.2 37818.2 37805.6 37805.6
108 27075.3 27075.3 27062.7 27062.7
120 21566.6 21566.6 21554.1 21554.1
167 17663.2 17663.2 17650.7 17650.7
312 17031.8 17031.8 17019.2 17019.2
589 3404.03 3404.03 3391.46 3391.46
200050 6.27216e+10 3404.03 6.27216e+10 3391.46
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 181933 181933 181806 181806
2 92314.1 92314.1 92187.1 92187.1
3 80918.2 80918.2 80791.2 80791.2
4 77313.1 77313.1 77186 77186
9 73132.5 73132.5 73005.5 73005.5
12 43430.4 43430.4 43303.4 43303.4
117 39453.2 39453.2 39326.1 39326.1
149 18650.9 18650.9 18523.9 18523.9
162 11599.1 11599.1 11472 11472
223 5637.72 5637.72 5510.68 5510.68
200050 7.01357e+10 5637.72 7.01357e+10 5510.68
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 183055 183055 183017 183017
3 167616 167616 167579 167579
7 121469 121469 121432 121432
9 81204.3 81204.3 81166.7 81166.7
20 47532.5 47532.5 47495 47495
103 44553.6 44553.6 44516.1 44516.1
106 40190.7 40190.7 40153.2 40153.2
268 16708.4 16708.4 16670.9 16670.9
200050 7.0557e+10 16708.4 7.0557e+10 16670.9
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 223869 223869 223538 223538
2 170240 170240 169908 169908
4 103118 103118 102787 102787
7 85396.6 85396.6 85065.4 85065.4
12 76584.3 76584.3 76253.2 76253.2
32 56864.2 56864.2 56533 56533
105 10316.1 10316.1 9984.93 9984.93
173 3824.37 3824.37 3493.21 3493.21
200050 8.11856e+10 3824.37 8.11856e+10 3493.21
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 165569 165569 165614 165614
3 110062 110062 110107 110107
17 64887.2 64887.2 64932.1 64932.1
44 61175.6 61175.6 61220.4 61220.4
103 47247.7 47247.7 47292.6 47292.6
108 23952.2 23952.2 23997 23997
302 22277.3 22277.3 22322.1 22322.1
325 22169.1 22169.1 22213.9 22213.9
357 9228.06 9228.06 9272.87 9272.87
757 7861.23 7861.23 7906.04 7906.04
200050 8.29309e+10 7861.23 8.29309e+10 7906.04
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 179900 179900 179724 179724
2 140553 140553 140377 140377
3 69968.1 69968.1 69791.7 69791.7
28 40676.6 40676.6 40500.2 40500.2
106 30802.5 30802.5 30626 30626
137 10305.5 10305.5 10129 10129
404 9125.86 9125.86 8949.4 8949.4
200050 6.73279e+10 9125.86 6.73279e+10 8949.4
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 116264 116264 116082 116082
2 108157 108157 107975 107975
6 84444 84444 84261.4 84261.4
13 37644.7 37644.7 37462.1 37462.1
211 26254.3 26254.3 26071.6 26071.6
233 16925.3 16925.3 16742.7 16742.7
534 12090.8 12090.8 11908.2 11908.2
200050 6.37174e+10 12090.8 6.37174e+10 11908.2
