"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 22495.5 22495.5 21949 21949
2 18735.8 18735.8 18189.3 18189.3
5 6146.6 6146.6 5600.1 5600.1
14 5255.07 5255.07 4708.57 4708.57
101 11.2423 11.2423 -535.258 -535.258
112 4.63435 4.63435 -541.866 -541.866
228 4.36521 4.36521 -542.135 -542.135
319 3.80916 3.80916 -542.691 -542.691
50050 1.03109e+09 3.80916 1.03109e+09 -542.691
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 230271 230271 231271 231271
2 112437 112437 113437 113437
3 3040.14 3040.14 4040.14 4040.14
4 78.7646 78.7646 1078.76 1078.76
156 3.03904 3.03904 1003.04 1003.04
50050 1.88587e+09 3.03904 1.88587e+09 1003.04
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 222186 222186 222394 222394
2 54308.8 54308.8 54517.2 54517.2
3 4720.35 4720.35 4928.73 4928.73
4 2340.93 2340.93 2549.31 2549.31
14 370.854 370.854 579.234 579.234
108 5.27509 5.27509 213.655 213.655
169 4.9064 4.9064 213.286 213.286
257 4.39777 4.39777 212.778 212.778
321 3.78861 3.78861 212.169 212.169
593 3.48745 3.48745 211.867 211.867
50050 1.99633e+09 3.48745 1.99633e+09 211.867
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 44293.2 44293.2 44148.3 44148.3
2 19820.2 19820.2 19675.2 19675.2
3 16511.6 16511.6 16366.6 16366.6
6 14677.3 14677.3 14532.4 14532.4
7 5169.08 5169.08 5024.12 5024.12
104 1133.63 1133.63 988.672 988.672
112 933.305 933.305 788.345 788.345
123 828.988 828.988 684.028 684.028
130 3.93188 3.93188 -141.028 -141.028
1207 3.79621 3.79621 -141.164 -141.164
50050 2.17173e+09 3.79621 2.17173e+09 -141.164
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 14208.2 14208.2 14201.9 14201.9
30 1305.44 1305.44 1299.14 1299.14
112 56.9731 56.9731 50.6731 50.6731
242 3.51197 3.51197 -2.78803 -2.78803
50050 8.74933e+08 3.51197 8.74933e+08 -2.78803
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 16450.5 16450.5 16428.4 16428.4
4 9591.16 9591.16 9569.1 9569.1
16 6363.77 6363.77 6341.71 6341.71
29 2955.74 2955.74 2933.68 2933.68
30 1806.58 1806.58 1784.52 1784.52
36 1451.62 1451.62 1429.56 1429.56
117 892.164 892.164 870.104 870.104
129 668.886 668.886 646.826 646.826
150 4.62151 4.62151 -17.4385 -17.4385
169 4.06638 4.06638 -17.9936 -17.9936
50050 1.23204e+09 4.06638 1.23204e+09 -17.9936
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 93109.3 93109.3 93180.6 93180.6
2 81828.6 81828.6 81899.9 81899.9
3 6596.03 6596.03 6667.32 6667.32
14 3550.99 3550.99 3622.28 3622.28
28 2875.81 2875.81 2947.1 2947.1
101 56.7399 56.7399 128.03 128.03
128 4.61894 4.61894 75.9089 75.9089
212 4.15773 4.15773 75.4477 75.4477
50050 1.59595e+09 4.15773 1.59595e+09 75.4477
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 78092 78092 78081.5 78081.5
3 35954.9 35954.9 35944.3 35944.3
5 30094.6 30094.6 30084.1 30084.1
6 26600 26600 26589.5 26589.5
16 25097.7 25097.7 25087.2 25087.2
22 11881.3 11881.3 11870.7 11870.7
27 4321.51 4321.51 4310.97 4310.97
50 1919.66 1919.66 1909.12 1909.12
121 985.57 985.57 975.03 975.03
146 2.6507 2.6507 -7.8893 -7.8893
50050 1.80504e+09 2.6507 1.80504e+09 -7.8893
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 4303.64 4303.64 4689.65 4689.65
10 359.138 359.138 745.148 745.148
116 4.69365 4.69365 390.704 390.704
125 4.321 4.321 390.331 390.331
203 3.80474 3.80474 389.815 389.815
50050 1.51031e+09 3.80474 1.51031e+09 389.815
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 3562.62 3562.62 3550.05 3550.05
3 1883.49 1883.49 1870.92 1870.92
39 253.822 253.822 241.252 241.252
108 200.225 200.225 187.655 187.655
212 4.69073 4.69073 -7.87927 -7.87927
625 3.46758 3.46758 -9.10242 -9.10242
50050 1.28959e+09 3.46758 1.28959e+09 -9.10242
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 43909.2 43909.2 43782.1 43782.1
