"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 149.166 149.166 96.816 96.816
3 118.864 118.864 66.5145 66.5145
6 82.3874 82.3874 30.0374 30.0374
13 80.0714 80.0714 27.7214 27.7214
23 45.67 45.67 -6.68003 -6.68003
46 43.8682 43.8682 -8.48184 -8.48184
51 29.254 29.254 -23.096 -23.096
268 22.9002 22.9002 -29.4498 -29.4498
431 22.5318 22.5318 -29.8182 -29.8182
438 22.212 22.212 -30.138 -30.138
452 18.0037 18.0037 -34.3463 -34.3463
494 16.1131 16.1131 -36.2369 -36.2369
766 15.8543 15.8543 -36.4957 -36.4957
798 15.7379 15.7379 -36.6121 -36.6121
860 15.6084 15.6084 -36.7416 -36.7416
870 14.9231 14.9231 -37.4269 -37.4269
1026 14.5414 14.5414 -37.8086 -37.8086
1101 13.7399 13.7399 -38.6101 -38.6101
1311 12.9203 12.9203 -39.4297 -39.4297
1922 12.8841 12.8841 -39.4659 -39.4659
2150 15.1013 12.8841 -37.2487 -39.4659
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 593.974 593.974 414.434 414.434
2 441.209 441.209 261.669 261.669
3 64.4216 64.4216 -115.118 -115.118
10 57.5985 57.5985 -121.942 -121.942
18 57.4924 57.4924 -122.048 -122.048
57 40.6437 40.6437 -138.896 -138.896
263 36.0598 36.0598 -143.48 -143.48
344 31.3177 31.3177 -148.222 -148.222
431 27.0522 27.0522 -152.488 -152.488
455 26.421 26.421 -153.119 -153.119
546 23.4373 23.4373 -156.103 -156.103
811 23.2881 23.2881 -156.252 -156.252
1120 22.9178 22.9178 -156.622 -156.622
1264 22.7465 22.7465 -156.793 -156.793
1390 21.8905 21.8905 -157.649 -157.649
1730 21.5051 21.5051 -158.035 -158.035
2150 23.4069 21.5051 -156.133 -158.035
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 170.237 170.237 247.547 247.547
2 66.157 66.157 143.467 143.467
6 53.365 53.365 130.675 130.675
30 45.6414 45.6414 122.951 122.951
32 33.8926 33.8926 111.203 111.203
60 31.8924 31.8924 109.202 109.202
93 27.148 27.148 104.458 104.458
125 17.7232 17.7232 95.0332 95.0332
214 13.882 13.882 91.192 91.192
435 13.7557 13.7557 91.0657 91.0657
438 9.1041 9.1041 86.4141 86.4141
476 9.09233 9.09233 86.4023 86.4023
765 8.8379 8.8379 86.1479 86.1479
766 8.04301 8.04301 85.353 85.353
856 7.1032 7.1032 84.4132 84.4132
909 7.0082 7.0082 84.3182 84.3182
912 6.44672 6.44672 83.7567 83.7567
1025 6.00095 6.00095 83.311 83.311
1135 5.87868 5.87868 83.1887 83.1887
1226 5.37405 5.37405 82.684 82.684
1444 5.24387 5.24387 82.5539 82.5539
1492 4.93991 4.93991 82.2499 82.2499
1537 4.5878 4.5878 81.8978 81.8978
2150 5.00483 4.5878 82.3148 81.8978
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 233.199 233.199 273.119 273.119
3 71.9236 71.9236 111.844 111.844
9 58.254 58.254 98.174 98.174
39 38.3718 38.3718 78.2918 78.2918
80 28.1372 28.1372 68.0572 68.0572
171 24.6558 24.6558 64.5758 64.5758
428 17.3832 17.3832 57.3032 57.3032
845 16.8745 16.8745 56.7945 56.7945
1029 15.9677 15.9677 55.8877 55.8877
1349 15.5874 15.5874 55.5074 55.5074
1403 14.9464 14.9464 54.8664 54.8664
1538 14.5836 14.5836 54.5036 54.5036
1741 14.5012 14.5012 54.4212 54.4212
1857 14.2141 14.2141 54.1341 54.1341
2150 17.7175 14.2141 57.6375 54.1341
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 222.642 222.642 166.032 166.032
2 102.307 102.307 45.6975 45.6975
5 71.4297 71.4297 14.8197 14.8197
14 58.6238 58.6238 2.01383 2.01383
31 56.1449 56.1449 -0.465069 -0.465069
37 48.6039 48.6039 -8.00611 -8.00611
70 46.445 46.445 -10.165 -10.165
90 43.9875 43.9875 -12.6225 -12.6225
132 36.071 36.071 -20.539 -20.539
286 23.8955 23.8955 -32.7145 -32.7145
