"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 58.0923 58.0923 -44.4577 -44.4577
2 46.1 46.1 -56.45 -56.45
5 44.3988 44.3988 -58.1512 -58.1512
6 4.97724 4.97724 -97.5728 -97.5728
344 3.75786 3.75786 -98.7921 -98.7921
704 3.08644 3.08644 -99.4636 -99.4636
3534 2.37213 2.37213 -100.178 -100.178
5020 1.74925 1.74925 -100.801 -100.801
10609 1.60074 1.60074 -100.949 -100.949
11017 1.07175 1.07175 -101.478 -101.478
44502 1.03 1.03 -101.52 -101.52
45132 0.859261 0.859261 -101.691 -101.691
45147 0.844143 0.844143 -101.706 -101.706
50050 17.7304 0.844143 -84.8196 -101.706
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 108.668 108.668 180.358 180.358
2 11.2071 11.2071 82.8971 82.8971
4 9.51561 9.51561 81.2056 81.2056
37 8.21955 8.21955 79.9096 79.9096
510 5.70427 5.70427 77.3943 77.3943
907 4.98642 4.98642 76.6764 76.6764
1129 4.69397 4.69397 76.384 76.384
1218 4.49037 4.49037 76.1804 76.1804
1514 2.95619 2.95619 74.6462 74.6462
2608 2.4299 2.4299 74.1199 74.1199
3708 1.91566 1.91566 73.6057 73.6057
7638 1.4352 1.4352 73.1252 73.1252
8313 1.38662 1.38662 73.0766 73.0766
11728 1.24665 1.24665 72.9366 72.9366
12810 0.650809 0.650809 72.3408 72.3408
50050 93152.7 0.650809 93224.4 72.3408
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 33.507 33.507 247.517 247.517
6 28.4453 28.4453 242.455 242.455
9 14.1697 14.1697 228.18 228.18
17 8.73835 8.73835 222.748 222.748
24 5.67561 5.67561 219.686 219.686
207 2.76512 2.76512 216.775 216.775
1406 2.17523 2.17523 216.185 216.185
1703 1.90865 1.90865 215.919 215.919
6043 1.35106 1.35106 215.361 215.361
10923 1.06751 1.06751 215.078 215.078
32541 1.04881 1.04881 215.059 215.059
44340 1.02378 1.02378 215.034 215.034
50050 9.27608 1.02378 223.286 215.034
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 68.9296 68.9296 10.4496 10.4496
2 68.9215 68.9215 10.4415 10.4415
3 34.8914 34.8914 -23.5886 -23.5886
4 21.7744 21.7744 -36.7056 -36.7056
7 17.2603 17.2603 -41.2197 -41.2197
21 10.9778 10.9778 -47.5022 -47.5022
26 8.02353 8.02353 -50.4565 -50.4565
142 7.97051 7.97051 -50.5095 -50.5095
401 3.77132 3.77132 -54.7087 -54.7087
437 1.61271 1.61271 -56.8673 -56.8673
821 1.00201 1.00201 -57.478 -57.478
36714 0.970436 0.970436 -57.5096 -57.5096
50050 0.980557 0.970436 -57.4994 -57.5096
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 61.6669 61.6669 -551.413 -551.413
4 26.3029 26.3029 -586.777 -586.777
8 25.5708 25.5708 -587.509 -587.509
9 14.4197 14.4197 -598.66 -598.66
21 14.1544 14.1544 -598.926 -598.926
22 5.65675 5.65675 -607.423 -607.423
109 4.04295 4.04295 -609.037 -609.037
316 2.80782 2.80782 -610.272 -610.272
323 2.70924 2.70924 -610.371 -610.371
326 1.7257 1.7257 -611.354 -611.354
1410 1.68836 1.68836 -611.392 -611.392
1433 1.41544 1.41544 -611.665 -611.665
6345 0.685769 0.685769 -612.394 -612.394
41532 0.393501 0.393501 -612.686 -612.686
50050 11.9602 0.393501 -601.12 -612.686
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 58.1031 58.1031 -127.167 -127.167
2 19.7293 19.7293 -165.541 -165.541
18 14.7154 14.7154 -170.555 -170.555
21 11.4153 11.4153 -173.855 -173.855
23 8.06149 8.06149 -177.209 -177.209
127 7.89185 7.89185 -177.378 -177.378
224 7.12512 7.12512 -178.145 -178.145
512 6.36414 6.36414 -178.906 -178.906
531 5.17451 5.17451 -180.095 -180.095
601 3.18294 3.18294 -182.087 -182.087
619 2.38282 2.38282 -182.887 -182.887
836 1.85691 1.85691 -183.413 -183.413
3025 1.77137 1.77137 -183.499 -183.499
9430 1.50455 1.50455 -183.765 -183.765
11515 1.39055 1.39055 -183.879 -183.879
16139 1.26595 1.26595 -184.004 -184.004
21550 0.703922 0.703922 -184.566 -184.566
50050 91.1364 0.703922 -94.1336 -184.566
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 169.053 169.053 206.523 206.523
2 29.9982 29.9982 67.4682 67.4682
3 10.8745 10.8745 48.3445 48.3445
12 10.2109 10.2109 47.6809 47.6809
26 4.3504 4.3504 41.8204 41.8204
236 3.75931 3.75931 41.2293 41.2293
744 2.07976 2.07976 39.5498 39.5498
7522 1.64646 1.64646 39.1165 39.1165
11418 1.11848 1.11848 38.5885 38.5885
33017 0.760367 0.760367 38.2304 38.2304
36028 0.466173 0.466173 37.9362 37.9362
50050 5.46509 0.466173 42.9351 37.9362
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 31.2578 31.2578 -363.212 -363.212
2 26.9904 26.9904 -367.48 -367.48
4 16.6897 16.6897 -377.78 -377.78
24 14.5452 14.5452 -379.925 -379.925
38 12.9696 12.9696 -381.5 -381.5
45 11.3302 11.3302 -383.14 -383.14
206 8.27807 8.27807 -386.192 -386.192
230 8.262 8.262 -386.208 -386.208
231 8.18158 8.18158 -386.288 -386.288
247 7.50535 7.50535 -386.965 -386.965
311 5.95108 5.95108 -388.519 -388.519
448 4.21995 4.21995 -390.25 -390.25
729 2.93515 2.93515 -391.535 -391.535
832 2.87988 2.87988 -391.59 -391.59
1332 2.13704 2.13704 -392.333 -392.333
1512 1.9085 1.9085 -392.561 -392.561
1804 1.68297 1.68297 -392.787 -392.787
3545 1.61324 1.61324 -392.857 -392.857
14234 0.877039 0.877039 -393.593 -393.593
50050 14.3594 0.877039 -380.111 -393.593
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 118.234 118.234 15.6143 15.6143
2 48.0603 48.0603 -54.5597 -54.5597
4 16.7191 16.7191 -85.9009 -85.9009
8 12.2241 12.2241 -90.3959 -90.3959
20 8.89785 8.89785 -93.7222 -93.7222
23 8.86846 8.86846 -93.7515 -93.7515
206 6.86467 6.86467 -95.7553 -95.7553
530 6.64362 6.64362 -95.9764 -95.9764
546 5.3937 5.3937 -97.2263 -97.2263
634 4.00637 4.00637 -98.6136 -98.6136
917 2.98168 2.98168 -99.6383 -99.6383
3908 2.98134 2.98134 -99.6387 -99.6387
4446 1.24359 1.24359 -101.376 -101.376
5234 0.867979 0.867979 -101.752 -101.752
50050 163.618 0.867979 60.9985 -101.752
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 54.0538 54.0538 326.884 326.884
4 7.32847 7.32847 280.158 280.158
303 3.94138 3.94138 276.771 276.771
536 2.22613 2.22613 275.056 275.056
5234 2.0592 2.0592 274.889 274.889
7215 2.05908 2.05908 274.889 274.889
12624 1.7713 1.7713 274.601 274.601
14906 1.54627 1.54627 274.376 274.376
17515 1.00714 1.00714 273.837 273.837
22118 0.952666 0.952666 273.783 273.783
41327 0.920705 0.920705 273.751 273.751
50050 1616.74 0.920705 1889.57 273.751
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 27.2025 27.2025 23.8025 23.8025
6 11.681 11.681 8.28099 8.28099
22 10.9274 10.9274 7.52742 7.52742
37 7.22493 7.22493 3.82493 3.82493
348 6.51265 6.51265 3.11265 3.11265
518 3.68097 3.68097 0.280973 0.280973
545 3.15695 3.15695 -0.243053 -0.243053
1337 2.23361 2.23361 -1.16639 -1.16639
6034 2.07592 2.07592 -1.32408 -1.32408
7327 1.80074 1.80074 -1.59926 -1.59926
11746 0.60557 0.60557 -2.79443 -2.79443
50050 26.1081 0.60557 22.7081 -2.79443
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 59.7261 59.7261 -125.444 -125.444
3 53.7702 53.7702 -131.4 -131.4
6 21.4559 21.4559 -163.714 -163.714
10 20.4114 20.4114 -164.759 -164.759
13 19.8094 19.8094 -165.361 -165.361
14 12.2183 12.2183 -172.952 -172.952
16 8.34513 8.34513 -176.825 -176.825
504 7.22493 7.22493 -177.945 -177.945
540 5.94834 5.94834 -179.222 -179.222
602 5.81134 5.81134 -179.359 -179.359
609 2.64327 2.64327 -182.527 -182.527
4207 1.96911 1.96911 -183.201 -183.201
16010 1.85087 1.85087 -183.319 -183.319
20519 1.31522 1.31522 -183.855 -183.855
20522 1.24943 1.24943 -183.921 -183.921
50050 16.363 1.24943 -168.807 -183.921
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 24.4752 24.4752 125.815 125.815
4 18.3884 18.3884 119.728 119.728
5 14.8337 14.8337 116.174 116.174
42 12.2561 12.2561 113.596 113.596
141 10.344 10.344 111.684 111.684
224 7.2327 7.2327 108.573 108.573
443 4.13342 4.13342 105.473 105.473
1611 2.83867 2.83867 104.179 104.179
4015 2.63434 2.63434 103.974 103.974
6007 2.17656 2.17656 103.517 103.517
6013 2.1184 2.1184 103.458 103.458
10613 1.78048 1.78048 103.12 103.12
13842 1.23239 1.23239 102.572 102.572
23111 1.16475 1.16475 102.505 102.505
50050 14.3837 1.16475 115.724 102.505
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 138.185 138.185 135.785 135.785
2 16.2567 16.2567 13.8567 13.8567
18 11.0451 11.0451 8.64515 8.64515
209 9.71371 9.71371 7.31371 7.31371
320 8.30059 8.30059 5.90059 5.90059
417 6.48762 6.48762 4.08762 4.08762
647 6.12287 6.12287 3.72287 3.72287
701 3.72575 3.72575 1.32575 1.32575
1115 2.88811 2.88811 0.488105 0.488105
2029 2.50984 2.50984 0.109835 0.109835
4942 1.57874 1.57874 -0.821256 -0.821256
7707 1.56924 1.56924 -0.83076 -0.83076
9717 0.85942 0.85942 -1.54058 -1.54058
13547 0.554288 0.554288 -1.84571 -1.84571
50050 8835 0.554288 8832.6 -1.84571
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 18.3517 18.3517 -9.42832 -9.42832
13 16.7846 16.7846 -10.9954 -10.9954
14 10.8767 10.8767 -16.9033 -16.9033
29 10.5139 10.5139 -17.2661 -17.2661
48 9.53094 9.53094 -18.2491 -18.2491
109 8.15861 8.15861 -19.6214 -19.6214
128 5.04357 5.04357 -22.7364 -22.7364
402 4.78688 4.78688 -22.9931 -22.9931
1205 2.24687 2.24687 -25.5331 -25.5331
