"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 41.5976 41.5976 112.948 112.948
24 35.5797 35.5797 106.93 106.93
342 32.7158 32.7158 104.066 104.066
514 26.0476 26.0476 97.3976 97.3976
200050 6.78262e+33 26.0476 6.78262e+33 97.3976
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 126.559 126.559 -228.661 -228.661
2 95.8143 95.8143 -259.406 -259.406
3 68.5771 68.5771 -286.643 -286.643
4 64.781 64.781 -290.439 -290.439
8 59.3235 59.3235 -295.897 -295.897
13 56.9391 56.9391 -298.281 -298.281
22 40.9395 40.9395 -314.28 -314.28
111 39.6191 39.6191 -315.601 -315.601
345 38.9229 38.9229 -316.297 -316.297
431 35.098 35.098 -320.122 -320.122
902 34.1112 34.1112 -321.109 -321.109
914 32.2345 32.2345 -322.985 -322.985
933 25.9177 25.9177 -329.302 -329.302
200050 4.81212e+37 25.9177 4.81212e+37 -329.302
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 123.945 123.945 223.115 223.115
2 92.3774 92.3774 191.547 191.547
3 54.833 54.833 154.003 154.003
11 42.1522 42.1522 141.322 141.322
44 37.2388 37.2388 136.409 136.409
209 29.1581 29.1581 128.328 128.328
705 25.8577 25.8577 125.028 125.028
200050 6.52652e+51 25.8577 6.52652e+51 125.028
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 109.726 109.726 -408.184 -408.184
2 76.8063 76.8063 -441.104 -441.104
3 42.9248 42.9248 -474.985 -474.985
122 34.1485 34.1485 -483.762 -483.762
1005 28.9254 28.9254 -488.985 -488.985
200050 1.05666e+39 28.9254 1.05666e+39 -488.985
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 73.7335 73.7335 16.5235 16.5235
4 50.7357 50.7357 -6.47431 -6.47431
15 48.3329 48.3329 -8.87709 -8.87709
32 45.909 45.909 -11.301 -11.301
127 43.797 43.797 -13.413 -13.413
143 40.8096 40.8096 -16.4004 -16.4004
223 36.504 36.504 -20.706 -20.706
247 35.8842 35.8842 -21.3258 -21.3258
506 34.3029 34.3029 -22.9071 -22.9071
642 32.2822 32.2822 -24.9278 -24.9278
1046 22.1105 22.1105 -35.0995 -35.0995
200050 3.01538e+31 22.1105 3.01538e+31 -35.0995
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 81.2098 81.2098 53.4298 53.4298
3 63.3577 63.3577 35.5777 35.5777
5 55.6449 55.6449 27.8649 27.8649
7 50.0423 50.0423 22.2623 22.2623
13 44.8561 44.8561 17.0761 17.0761
205 43.0897 43.0897 15.3097 15.3097
