"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 85.7167 85.7167 -914.283 -914.283
15 84.8485 84.8485 -915.152 -915.152
29 84.309 84.309 -915.691 -915.691
43 81.1178 81.1178 -918.882 -918.882
702 79.7679 79.7679 -920.232 -920.232
1628 75.7342 75.7342 -924.266 -924.266
1836 74.5859 74.5859 -925.414 -925.414
2610 71.3861 71.3861 -928.614 -928.614
2620 69.6517 69.6517 -930.348 -930.348
3720 67.643 67.643 -932.357 -932.357
3734 67.0925 67.0925 -932.907 -932.907
3736 63.6259 63.6259 -936.374 -936.374
5828 57.3653 57.3653 -942.635 -942.635
8302 46.5482 46.5482 -953.452 -953.452
8722 42.6284 42.6284 -957.372 -957.372
13402 40.7919 40.7919 -959.208 -959.208
13611 34.1124 34.1124 -965.888 -965.888
15409 32.0927 32.0927 -967.907 -967.907
15421 31.7085 31.7085 -968.292 -968.292
15423 23.5265 23.5265 -976.474 -976.474
16624 19.7208 19.7208 -980.279 -980.279
16946 18.5264 18.5264 -981.474 -981.474
27006 17.8192 17.8192 -982.181 -982.181
32108 12.6929 12.6929 -987.307 -987.307
35924 9.02699 9.02699 -990.973 -990.973
52615 8.21622 8.21622 -991.784 -991.784
82624 7.25831 7.25831 -992.742 -992.742
200050 160.083 7.25831 -839.917 -992.742
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 86.474 86.474 1086.47 1086.47
2 86.0353 86.0353 1086.04 1086.04
12 85.3677 85.3677 1085.37 1085.37
13 82.6274 82.6274 1082.63 1082.63
39 82.2539 82.2539 1082.25 1082.25
122 81.9572 81.9572 1081.96 1081.96
519 78.8718 78.8718 1078.87 1078.87
1202 72.2938 72.2938 1072.29 1072.29
1208 72.2797 72.2797 1072.28 1072.28
1211 69.0692 69.0692 1069.07 1069.07
2503 68.7263 68.7263 1068.73 1068.73
2529 60.2667 60.2667 1060.27 1060.27
3216 58.6367 58.6367 1058.64 1058.64
5817 54.7031 54.7031 1054.7 1054.7
7202 44.4577 44.4577 1044.46 1044.46
9225 30.3934 30.3934 1030.39 1030.39
17310 22.9333 22.9333 1022.93 1022.93
21803 22.2386 22.2386 1022.24 1022.24
25103 20.0431 20.0431 1020.04 1020.04
31601 18.0029 18.0029 1018 1018
41439 17.8706 17.8706 1017.87 1017.87
41908 15.2492 15.2492 1015.25 1015.25
46706 14.8666 14.8666 1014.87 1014.87
46748 14.6329 14.6329 1014.63 1014.63
51606 14.3083 14.3083 1014.31 1014.31
56249 13.6344 13.6344 1013.63 1013.63
80627 10.1825 10.1825 1010.18 1010.18
99522 9.22033 9.22033 1009.22 1009.22
105233 8.58783 8.58783 1008.59 1008.59
105248 7.86496 7.86496 1007.86 1007.86
113028 6.9291 6.9291 1006.93 1006.93
129031 6.60041 6.60041 1006.6 1006.6
200050 114.21 6.60041 1114.21 1006.6
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 86.38 86.38 37.25 37.25
2 85.8983 85.8983 36.7683 36.7683
5 85.634 85.634 36.504 36.504
8 83.5403 83.5403 34.4103 34.4103
14 82.0466 82.0466 32.9166 32.9166
24 80.3772 80.3772 31.2472 31.2472
331 77.4817 77.4817 28.3517 28.3517
344 76.6929 76.6929 27.5629 27.5629
414 75.7672 75.7672 26.6372 26.6372
1026 74.8942 74.8942 25.7642 25.7642
1117 69.4694 69.4694 20.3394 20.3394
3918 56.0313 56.0313 6.90135 6.90135
15408 55.7079 55.7079 6.57786 6.57786
15438 52.4967 52.4967 3.36674 3.36674
15819 46.1456 46.1456 -2.98436 -2.98436
17324 27.7079 27.7079 -21.4221 -21.4221
34249 27.2578 27.2578 -21.8722 -21.8722
48808 24.1507 24.1507 -24.9793 -24.9793
61805 23.2092 23.2092 -25.9208 -25.9208
61808 20.4884 20.4884 -28.6416 -28.6416
61810 19.9923 19.9923 -29.1377 -29.1377
92126 19.6469 19.6469 -29.4831 -29.4831
95341 16.0814 16.0814 -33.0486 -33.0486
200050 99.61 16.0814 50.48 -33.0486
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 86.462 86.462 384.192 384.192
3 85.9951 85.9951 383.725 383.725
4 83.6117 83.6117 381.342 381.342
18 83.4877 83.4877 381.218 381.218
34 83.27 83.27 381 381
104 80.4421 80.4421 378.172 378.172
149 78.8266 78.8266 376.557 376.557
447 78.3916 78.3916 376.122 376.122
828 77.3012 77.3012 375.031 375.031
849 73.5219 73.5219 371.252 371.252
2007 69.3408 69.3408 367.071 367.071
2021 64.7669 64.7669 362.497 362.497
2022 60.9315 60.9315 358.661 358.661
2027 60.2555 60.2555 357.986 357.986
2222 56.547 56.547 354.277 354.277
3502 41.3579 41.3579 339.088 339.088
5743 38.5187 38.5187 336.249 336.249
7317 27.5984 27.5984 325.328 325.328
9838 18.2982 18.2982 316.028 316.028
10913 17.2706 17.2706 315.001 315.001
14520 16.3521 16.3521 314.082 314.082
20204 12.3161 12.3161 310.046 310.046
23115 10.6789 10.6789 308.409 308.409
24114 7.24856 7.24856 304.979 304.979
98421 4.77692 4.77692 302.507 302.507
124201 4.14056 4.14056 301.871 301.871
124230 3.08763 3.08763 300.818 300.818
200050 275.405 3.08763 573.135 300.818
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 86.2318 86.2318 137.802 137.802
2 86.1713 86.1713 137.741 137.741
6 84.1533 84.1533 135.723 135.723
9 82.929 82.929 134.499 134.499
1225 81.8567 81.8567 133.427 133.427
1317 80.8929 80.8929 132.463 132.463
1347 80.6778 80.6778 132.248 132.248
1449 77.3314 77.3314 128.901 128.901
1609 76.5152 76.5152 128.085 128.085
1617 70.675 70.675 122.245 122.245
5030 62.7214 62.7214 114.291 114.291
6402 59.6731 59.6731 111.243 111.243
6450 57.6423 57.6423 109.212 109.212
7801 43.3355 43.3355 94.9055 94.9055
7817 37.6907 37.6907 89.2607 89.2607
14046 37.6633 37.6633 89.2333 89.2333
14929 36.4732 36.4732 88.0432 88.0432
15406 35.2993 35.2993 86.8693 86.8693
15408 20.3472 20.3472 71.9172 71.9172
43213 18.7979 18.7979 70.3679 70.3679
97023 18.47 18.47 70.04 70.04
120128 17.9877 17.9877 69.5577 69.5577
123211 15.6575 15.6575 67.2275 67.2275
130905 14.2502 14.2502 65.8202 65.8202
130939 14.0089 14.0089 65.5789 65.5789
200050 81.0753 14.0089 132.645 65.5789
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 86.0371 86.0371 125.467 125.467
2 85.1879 85.1879 124.618 124.618
7 84.3907 84.3907 123.821 123.821
16 83.9436 83.9436 123.374 123.374
38 78.2685 78.2685 117.699 117.699
1348 77.6372 77.6372 117.067 117.067
2209 76.1794 76.1794 115.609 115.609
2414 73.9354 73.9354 113.365 113.365
2830 71.7073 71.7073 111.137 111.137
2837 71.305 71.305 110.735 110.735
2846 69.5432 69.5432 108.973 108.973
4116 58.7363 58.7363 98.1663 98.1663
7722 49.6801 49.6801 89.1101 89.1101
8107 42.1122 42.1122 81.5422 81.5422
13202 29.7821 29.7821 69.2121 69.2121
21901 23.532 23.532 62.962 62.962
25013 22.196 22.196 61.626 61.626
27228 21.1109 21.1109 60.5409 60.5409
51316 19.6335 19.6335 59.0635 59.0635
51318 18.8661 18.8661 58.2961 58.2961
68138 17.8748 17.8748 57.3048 57.3048
155517 14.6988 14.6988 54.1288 54.1288
200050 96.8045 14.6988 136.234 54.1288
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 86.4423 86.4423 218.732 218.732
2 84.6697 84.6697 216.96 216.96
5 84.3583 84.3583 216.648 216.648
16 84.0569 84.0569 216.347 216.347
28 80.2234 80.2234 212.513 212.513
35 79.8211 79.8211 212.111 212.111
36 77.716 77.716 210.006 210.006
820 74.4419 74.4419 206.732 206.732
2929 73.1574 73.1574 205.447 205.447
3343 72.8816 72.8816 205.172 205.172
4023 72.5971 72.5971 204.887 204.887
5604 67.2754 67.2754 199.565 199.565
6109 64.7671 64.7671 197.057 197.057
6125 59.2603 59.2603 191.55 191.55
6442 58.478 58.478 190.768 190.768
6501 56.8339 56.8339 189.124 189.124
6506 54.1216 54.1216 186.412 186.412
11501 49.7982 49.7982 182.088 182.088
11505 48.4938 48.4938 180.784 180.784
16730 47.5692 47.5692 179.859 179.859
23710 47.1887 47.1887 179.479 179.479
23711 46.1119 46.1119 178.402 178.402
23728 34.9947 34.9947 167.285 167.285
31307 32.8041 32.8041 165.094 165.094
60516 26.0451 26.0451 158.335 158.335
82427 21.0512 21.0512 153.341 153.341
128713 19.757 19.757 152.047 152.047
128719 15.7738 15.7738 148.064 148.064
200050 129.255 15.7738 261.545 148.064
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 85.1493 85.1493 36.4393 36.4393
5 79.962 79.962 31.252 31.252
42 77.2163 77.2163 28.5063 28.5063
2942 76.621 76.621 27.911 27.911
3324 73.7289 73.7289 25.0189 25.0189
4816 73.5882 73.5882 24.8782 24.8782
7504 73.5317 73.5317 24.8217 24.8217
7506 71.1642 71.1642 22.4542 22.4542
7914 71.1511 71.1511 22.4411 22.4411
9137 68.9807 68.9807 20.2707 20.2707
9325 67.606 67.606 18.896 18.896
13024 67.0801 67.0801 18.3701 18.3701
13038 66.1721 66.1721 17.4621 17.4621
