"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 3542.54 3542.54 3080.45 3080.45
3 778.896 778.896 316.806 316.806
120 738.398 738.398 276.308 276.308
202 463.28 463.28 1.19042 1.19042
537 433.794 433.794 -28.2956 -28.2956
626 398.1 398.1 -63.9901 -63.9901
905 378.252 378.252 -83.8381 -83.8381
973 375.755 375.755 -86.3349 -86.3349
1086 341.899 341.899 -120.191 -120.191
1097 327.616 327.616 -134.474 -134.474
1209 298.385 298.385 -163.705 -163.705
1374 285.198 285.198 -176.892 -176.892
1397 234.894 234.894 -227.196 -227.196
2050 327.26 234.894 -134.83 -227.196
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 2997.81 2997.81 3075.47 3075.47
2 2553.27 2553.27 2630.93 2630.93
3 2045.46 2045.46 2123.12 2123.12
4 1323.87 1323.87 1401.53 1401.53
9 949.579 949.579 1027.24 1027.24
11 878.72 878.72 956.38 956.38
110 872.871 872.871 950.531 950.531
126 529.925 529.925 607.585 607.585
167 486.118 486.118 563.778 563.778
405 408.093 408.093 485.753 485.753
1011 401.686 401.686 479.346 479.346
1137 371.803 371.803 449.463 449.463
1234 330.375 330.375 408.035 408.035
1548 309.263 309.263 386.923 386.923
2050 10470.3 309.263 10548 386.923
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 3267.94 3267.94 3383.62 3383.62
2 2650.21 2650.21 2765.89 2765.89
3 861.052 861.052 976.732 976.732
126 852.836 852.836 968.516 968.516
137 574.249 574.249 689.929 689.929
202 533.76 533.76 649.44 649.44
533 486.745 486.745 602.425 602.425
552 468.189 468.189 583.869 583.869
917 403.348 403.348 519.028 519.028
992 365.11 365.11 480.79 480.79
1906 354.177 354.177 469.857 469.857
2050 3147.07 354.177 3262.75 469.857
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 8495.53 8495.53 8491.82 8491.82
2 3556.76 3556.76 3553.05 3553.05
3 2016.78 2016.78 2013.07 2013.07
8 1720.4 1720.4 1716.69 1716.69
13 1267.63 1267.63 1263.92 1263.92
21 967.944 967.944 964.234 964.234
41 729.644 729.644 725.934 725.934
193 670.833 670.833 667.123 667.123
273 649.673 649.673 645.963 645.963
277 584.081 584.081 580.371 580.371
513 534.669 534.669 530.959 530.959
518 486.028 486.028 482.318 482.318
590 447.57 447.57 443.86 443.86
706 445.625 445.625 441.915 441.915
798 429.298 429.298 425.588 425.588
1098 424.541 424.541 420.831 420.831
1121 412.184 412.184 408.474 408.474
1445 400.351 400.351 396.641 396.641
1533 359.357 359.357 355.647 355.647
1618 349.734 349.734 346.024 346.024
1794 346.574 346.574 342.864 342.864
1896 345.221 345.221 341.511 341.511
2050 906.438 345.221 902.728 341.511
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 1600.21 1600.21 1732.39 1732.39
5 931.843 931.843 1064.02 1064.02
12 760.99 760.99 893.17 893.17
41 674.571 674.571 806.751 806.751
42 556.821 556.821 689.001 689.001
109 460.735 460.735 592.915 592.915
522 455.398 455.398 587.578 587.578
539 376.763 376.763 508.943 508.943
914 373.726 373.726 505.906 505.906
915 368.208 368.208 500.388 500.388
921 365.798 365.798 497.978 497.978
988 346.611 346.611 478.791 478.791
1094 316.381 316.381 448.561 448.561
