"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 10.4875 10.4875 -41.8625 -41.8625
5 3.99263 3.99263 -48.3574 -48.3574
35 3.41652 3.41652 -48.9335 -48.9335
524 3.34706 3.34706 -49.0029 -49.0029
530 1.52524 1.52524 -50.8248 -50.8248
546 0.710144 0.710144 -51.6399 -51.6399
850 5.89926 0.710144 -46.4507 -51.6399
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 195.385 195.385 15.8451 15.8451
6 29.8702 29.8702 -149.67 -149.67
8 26.0552 26.0552 -153.485 -153.485
12 12.2386 12.2386 -167.301 -167.301
21 7.84585 7.84585 -171.694 -171.694
37 6.46526 6.46526 -173.075 -173.075
354 5.62557 5.62557 -173.914 -173.914
449 5.27077 5.27077 -174.269 -174.269
513 2.78218 2.78218 -176.758 -176.758
523 1.52483 1.52483 -178.015 -178.015
674 0.764344 0.764344 -178.776 -178.776
850 25.4336 0.764344 -154.106 -178.776
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 434.015 434.015 511.325 511.325
2 99.9892 99.9892 177.299 177.299
3 79.7673 79.7673 157.077 157.077
4 21.2879 21.2879 98.5979 98.5979
5 14.8956 14.8956 92.2056 92.2056
7 12.2757 12.2757 89.5857 89.5857
19 7.6914 7.6914 85.0014 85.0014
25 4.8336 4.8336 82.1436 82.1436
127 4.2944 4.2944 81.6044 81.6044
183 3.75542 3.75542 81.0654 81.0654
321 2.09352 2.09352 79.4035 79.4035
516 0.385359 0.385359 77.6954 77.6954
850 4.12982 0.385359 81.4398 77.6954
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 65.1618 65.1618 105.082 105.082
2 43.2148 43.2148 83.1348 83.1348
3 8.2127 8.2127 48.1327 48.1327
29 7.62259 7.62259 47.5426 47.5426
33 5.85256 5.85256 45.7726 45.7726
109 5.61214 5.61214 45.5321 45.5321
148 4.27554 4.27554 44.1955 44.1955
377 3.0886 3.0886 43.0086 43.0086
593 3.08598 3.08598 43.006 43.006
600 2.76878 2.76878 42.6888 42.6888
739 1.98667 1.98667 41.9067 41.9067
808 1.23776 1.23776 41.1578 41.1578
850 50.9603 1.23776 90.8803 41.1578
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 76.8361 76.8361 20.2261 20.2261
3 51.7973 51.7973 -4.81266 -4.81266
4 24.0312 24.0312 -32.5788 -32.5788
9 19.1324 19.1324 -37.4776 -37.4776
10 15.1877 15.1877 -41.4223 -41.4223
12 13.9715 13.9715 -42.6385 -42.6385
19 5.15327 5.15327 -51.4567 -51.4567
192 4.63301 4.63301 -51.977 -51.977
200 4.00991 4.00991 -52.6001 -52.6001
279 3.47536 3.47536 -53.1346 -53.1346
523 0.853216 0.853216 -55.7568 -55.7568
850 11.2217 0.853216 -45.3883 -55.7568
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 107.972 107.972 159.312 159.312
3 44.5893 44.5893 95.9293 95.9293
4 17.1555 17.1555 68.4955 68.4955
8 14.1017 14.1017 65.4417 65.4417
113 12.1404 12.1404 63.4804 63.4804
157 4.07755 4.07755 55.4176 55.4176
284 3.561 3.561 54.901 54.901
506 2.90417 2.90417 54.2442 54.2442
568 2.77447 2.77447 54.1145 54.1145
654 2.14559 2.14559 53.4856 53.4856
820 1.32637 1.32637 52.6664 52.6664
850 13.169 1.32637 64.509 52.6664
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 71.4758 71.4758 -52.9242 -52.9242
2 39.3959 39.3959 -85.0041 -85.0041
4 14.9063 14.9063 -109.494 -109.494
15 9.51397 9.51397 -114.886 -114.886
21 5.74158 5.74158 -118.658 -118.658
27 2.22352 2.22352 -122.176 -122.176
542 1.81673 1.81673 -122.583 -122.583
656 1.19806 1.19806 -123.202 -123.202
850 19.2625 1.19806 -105.138 -123.202
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 154.995 154.995 155.595 155.595
2 83.3167 83.3167 83.9167 83.9167
4 12.2951 12.2951 12.8951 12.8951
12 7.64111 7.64111 8.24111 8.24111
13 7.4858 7.4858 8.0858 8.0858
137 5.63381 5.63381 6.23381 6.23381
165 2.79884 2.79884 3.39884 3.39884
504 1.56093 1.56093 2.16093 2.16093
773 1.47442 1.47442 2.07442 2.07442
850 14.967 1.47442 15.567 2.07442
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 48.6067 48.6067 7.89668 7.89668
2 27.0838 27.0838 -13.6262 -13.6262
4 20.7818 20.7818 -19.9282 -19.9282
8 16.3397 16.3397 -24.3703 -24.3703
17 14.0231 14.0231 -26.6869 -26.6869
36 8.80226 8.80226 -31.9077 -31.9077
101 3.18488 3.18488 -37.5251 -37.5251
312 2.2363 2.2363 -38.4737 -38.4737
402 1.30792 1.30792 -39.4021 -39.4021
511 1.16318 1.16318 -39.5468 -39.5468
701 1.10373 1.10373 -39.6063 -39.6063
850 8.33169 1.10373 -32.3783 -39.6063
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 71.9719 71.9719 886.292 886.292
2 8.0095 8.0095 822.329 822.329
3 6.8008 6.8008 821.121 821.121
115 5.29462 5.29462 819.615 819.615
129 5.25409 5.25409 819.574 819.574
137 4.20172 4.20172 818.522 818.522
510 3.52423 3.52423 817.844 817.844
585 3.4258 3.4258 817.746 817.746
671 2.47017 2.47017 816.79 816.79
782 2.37463 2.37463 816.695 816.695
850 10.6034 2.37463 824.923 816.695
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 7.48396 7.48396 -54.566 -54.566
32 6.39683 6.39683 -55.6532 -55.6532
118 6.16391 6.16391 -55.8861 -55.8861
133 4.77012 4.77012 -57.2799 -57.2799
146 3.27898 3.27898 -58.771 -58.771
164 1.51354 1.51354 -60.5365 -60.5365
850 22.5264 1.51354 -39.5236 -60.5365
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 142.573 142.573 99.2932 99.2932
2 2.58074 2.58074 -40.6993 -40.6993
508 2.35559 2.35559 -40.9244 -40.9244
525 1.89632 1.89632 -41.3837 -41.3837
644 1.44315 1.44315 -41.8368 -41.8368
793 0.617157 0.617157 -42.6628 -42.6628
850 61.9151 0.617157 18.6351 -42.6628
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 165.125 165.125 125.965 125.965
2 99.2187 99.2187 60.0587 60.0587
5 61.1275 61.1275 21.9675 21.9675
7 13.7457 13.7457 -25.4143 -25.4143
11 12.1012 12.1012 -27.0588 -27.0588
13 11.7917 11.7917 -27.3683 -27.3683
21 4.62603 4.62603 -34.534 -34.534
229 3.8563 3.8563 -35.3037 -35.3037
779 3.43515 3.43515 -35.7248 -35.7248
798 1.82056 1.82056 -37.3394 -37.3394
847 1.11851 1.11851 -38.0415 -38.0415
850 6.29339 1.11851 -32.8666 -38.0415
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 46.1251 46.1251 -127.155 -127.155
2 40.7581 40.7581 -132.522 -132.522
4 35.1001 35.1001 -138.18 -138.18
9 10.9428 10.9428 -162.337 -162.337
10 9.96095 9.96095 -163.319 -163.319
37 9.41049 9.41049 -163.87 -163.87
50 3.58698 3.58698 -169.693 -169.693
144 2.62413 2.62413 -170.656 -170.656
223 1.1189 1.1189 -172.161 -172.161
517 0.579733 0.579733 -172.7 -172.7
850 9.59024 0.579733 -163.69 -172.7
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 302.629 302.629 292.459 292.459
2 5.04874 5.04874 -5.12126 -5.12126
121 4.76213 4.76213 -5.40787 -5.40787
177 1.45339 1.45339 -8.71661 -8.71661
850 14.3479 1.45339 4.17795 -8.71661
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 40.3609 40.3609 19.8309 19.8309
6 5.2341 5.2341 -15.2959 -15.2959
261 3.11854 3.11854 -17.4115 -17.4115
531 1.76249 1.76249 -18.7675 -18.7675
558 1.70948 1.70948 -18.8205 -18.8205
682 1.05597 1.05597 -19.474 -19.474
748 0.595123 0.595123 -19.9349 -19.9349
850 18.9972 0.595123 -1.53277 -19.9349
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 49.2094 49.2094 55.2394 55.2394
6 45.8675 45.8675 51.8975 51.8975
7 12.5107 12.5107 18.5407 18.5407
33 7.59941 7.59941 13.6294 13.6294
35 7.15646 7.15646 13.1865 13.1865
114 4.29706 4.29706 10.3271 10.3271
254 3.62252 3.62252 9.65252 9.65252
294 3.44034 3.44034 9.47034 9.47034
319 2.64461 2.64461 8.67461 8.67461
566 1.02207 1.02207 7.05207 7.05207
850 26.0844 1.02207 32.1144 7.05207
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 18.312 18.312 421.022 421.022
3 9.23056 9.23056 411.941 411.941
25 7.5629 7.5629 410.273 410.273
47 5.72445 5.72445 408.434 408.434
116 3.29442 3.29442 406.004 406.004
221 2.48341 2.48341 405.193 405.193
556 2.00463 2.00463 404.715 404.715
842 0.966799 0.966799 403.677 403.677
850 7.27681 0.966799 409.987 403.677
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 120.363 120.363 152.153 152.153
4 45.0043 45.0043 76.7943 76.7943
6 44.5346 44.5346 76.3246 76.3246
7 12.2738 12.2738 44.0638 44.0638
22 6.73858 6.73858 38.5286 38.5286
50 4.45164 4.45164 36.2416 36.2416
231 4.39741 4.39741 36.1874 36.1874
545 2.56029 2.56029 34.3503 34.3503
634 1.82845 1.82845 33.6185 33.6185
850 7.4957 1.82845 39.2857 33.6185
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 20.6467 20.6467 23.4067 23.4067
4 17.5151 17.5151 20.2751 20.2751
7 11.3623 11.3623 14.1223 14.1223
16 6.34218 6.34218 9.10218 9.10218
158 5.99559 5.99559 8.75559 8.75559
221 5.73254 5.73254 8.49254 8.49254
283 2.13983 2.13983 4.89983 4.89983
850 59.2389 2.13983 61.9989 4.89983
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 113.98 113.98 130.18 130.18
2 74.9325 74.9325 91.1325 91.1325
5 64.9317 64.9317 81.1317 81.1317
9 8.69079 8.69079 24.8908 24.8908
12 7.92163 7.92163 24.1216 24.1216
108 2.51077 2.51077 18.7108 18.7108
526 1.3334 1.3334 17.5334 17.5334
791 0.703987 0.703987 16.904 16.904
850 30.2176 0.703987 46.4176 16.904
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
