"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 841.422 841.422 944.032 944.032
2 644.228 644.228 746.838 746.838
9 610.248 610.248 712.858 712.858
14 597.545 597.545 700.155 700.155
27 592.75 592.75 695.36 695.36
38 514.642 514.642 617.252 617.252
51 479.387 479.387 581.997 581.997
59 441.193 441.193 543.803 543.803
62 379.953 379.953 482.563 482.563
104 338.302 338.302 440.912 440.912
151 330.391 330.391 433.001 433.001
199 307.769 307.769 410.379 410.379
207 296.097 296.097 398.707 398.707
265 284.3 284.3 386.91 386.91
345 262.666 262.666 365.276 365.276
399 254.462 254.462 357.072 357.072
574 240.283 240.283 342.893 342.893
2000 42511.2 240.283 42613.8 342.893
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 823.527 823.527 916.827 916.827
2 550.291 550.291 643.591 643.591
32 541.014 541.014 634.314 634.314
61 488.879 488.879 582.179 582.179
64 362.774 362.774 456.074 456.074
111 320.322 320.322 413.622 413.622
180 313.222 313.222 406.522 406.522
195 300.256 300.256 393.556 393.556
302 287.924 287.924 381.224 381.224
329 264.493 264.493 357.793 357.793
603 262.538 262.538 355.838 355.838
771 235.985 235.985 329.285 329.285
1428 235.567 235.567 328.867 328.867
1506 234.527 234.527 327.827 327.827
2000 458.516 234.527 551.816 327.827
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 1055.43 1055.43 1069.07 1069.07
2 1012.17 1012.17 1025.81 1025.81
3 772.705 772.705 786.345 786.345
4 543.407 543.407 557.047 557.047
33 498.536 498.536 512.176 512.176
52 488.089 488.089 501.729 501.729
55 451.376 451.376 465.016 465.016
59 375.338 375.338 388.978 388.978
124 347.399 347.399 361.039 361.039
144 334.836 334.836 348.476 348.476
155 306.658 306.658 320.298 320.298
159 302.091 302.091 315.731 315.731
208 272.045 272.045 285.685 285.685
2000 347.993 272.045 361.633 285.685
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 791.034 791.034 985.834 985.834
5 739.869 739.869 934.669 934.669
6 647.83 647.83 842.63 842.63
28 505.677 505.677 700.477 700.477
89 477.169 477.169 671.969 671.969
106 397.054 397.054 591.854 591.854
119 290.684 290.684 485.484 485.484
