"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 371.5 371.5 -90.5896 -90.5896
3 231.669 231.669 -230.421 -230.421
4 9.63475 9.63475 -452.455 -452.455
214 8.85273 8.85273 -453.237 -453.237
217 6.10126 6.10126 -455.989 -455.989
748 1.78309 1.78309 -460.307 -460.307
4519 0.732473 0.732473 -461.358 -461.358
14435 0.296091 0.296091 -461.794 -461.794
19609 0.129303 0.129303 -461.961 -461.961
19626 0.0333618 0.0333618 -462.057 -462.057
20050 191.98 0.0333618 -270.11 -462.057
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 288.42 288.42 366.08 366.08
2 51.2015 51.2015 128.862 128.862
6 48.4075 48.4075 126.068 126.068
7 47.4274 47.4274 125.087 125.087
9 11.8797 11.8797 89.5397 89.5397
120 9.38267 9.38267 87.0427 87.0427
206 7.12798 7.12798 84.788 84.788
311 5.39962 5.39962 83.0596 83.0596
742 5.37863 5.37863 83.0386 83.0386
923 3.83443 3.83443 81.4944 81.4944
1914 1.63728 1.63728 79.2973 79.2973
2708 0.265334 0.265334 77.9253 77.9253
10116 0.183983 0.183983 77.844 77.844
20050 126.34 0.183983 204 77.844
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 30.7611 30.7611 146.441 146.441
2 23.5289 23.5289 139.209 139.209
16 13.1151 13.1151 128.795 128.795
125 9.57221 9.57221 125.252 125.252
318 7.25893 7.25893 122.939 122.939
334 4.54647 4.54647 120.226 120.226
3104 3.86426 3.86426 119.544 119.544
3124 2.92197 2.92197 118.602 118.602
3546 2.15214 2.15214 117.832 117.832
5438 1.35387 1.35387 117.034 117.034
7843 1.03654 1.03654 116.717 116.717
11121 0.869989 0.869989 116.55 116.55
18950 0.360831 0.360831 116.041 116.041
20050 421.73 0.360831 537.41 116.041
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 128.001 128.001 124.291 124.291
4 116.205 116.205 112.495 112.495
5 63.9162 63.9162 60.2062 60.2062
17 54.6763 54.6763 50.9663 50.9663
18 42.5975 42.5975 38.8875 38.8875
21 40.7977 40.7977 37.0877 37.0877
27 30.2217 30.2217 26.5117 26.5117
35 23.839 23.839 20.129 20.129
41 10.0525 10.0525 6.34251 6.34251
102 9.90898 9.90898 6.19898 6.19898
207 9.59628 9.59628 5.88628 5.88628
224 4.31307 4.31307 0.603069 0.603069
306 1.6229 1.6229 -2.0871 -2.0871
501 1.52756 1.52756 -2.18244 -2.18244
1542 0.00573079 0.00573079 -3.70427 -3.70427
20050 48839.7 0.00573079 48836 -3.70427
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 36.159 36.159 168.339 168.339
20 30.7511 30.7511 162.931 162.931
24 19.2391 19.2391 151.419 151.419
41 13.3114 13.3114 145.491 145.491
103 9.31833 9.31833 141.498 141.498
210 1.50535 1.50535 133.685 133.685
4113 1.44216 1.44216 133.622 133.622
6129 1.06764 1.06764 133.248 133.248
7716 0.848965 0.848965 133.029 133.029
11014 0.550163 0.550163 132.73 132.73
16916 0.442499 0.442499 132.622 132.622
20050 498.478 0.442499 630.658 132.622
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 64.8515 64.8515 -519.878 -519.878
4 36.6072 36.6072 -548.123 -548.123
7 32.3487 32.3487 -552.381 -552.381
14 20.5831 20.5831 -564.147 -564.147
31 9.15358 9.15358 -575.576 -575.576
823 6.90619 6.90619 -577.824 -577.824
1307 6.23642 6.23642 -578.494 -578.494
1507 2.33641 2.33641 -582.394 -582.394
1722 1.27628 1.27628 -583.454 -583.454
4840 0.309167 0.309167 -584.421 -584.421
20050 6.65198 0.309167 -578.078 -584.421
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 1760.27 1760.27 1723.73 1723.73
2 97.7047 97.7047 61.1647 61.1647
3 65.0753 65.0753 28.5353 28.5353
4 33.507 33.507 -3.03296 -3.03296
7 27.8893 27.8893 -8.65069 -8.65069
19 7.2122 7.2122 -29.3278 -29.3278
522 5.99653 5.99653 -30.5435 -30.5435
721 4.60122 4.60122 -31.9388 -31.9388
923 2.35647 2.35647 -34.1835 -34.1835
1807 1.35863 1.35863 -35.1814 -35.1814
4230 0.847257 0.847257 -35.6927 -35.6927
6217 0.310295 0.310295 -36.2297 -36.2297
19650 0.278721 0.278721 -36.2613 -36.2613
20050 241.841 0.278721 205.301 -36.2613
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 38.9525 38.9525 1038.95 1038.95
2 33.7245 33.7245 1033.72 1033.72
8 10.8235 10.8235 1010.82 1010.82
316 6.27185 6.27185 1006.27 1006.27
444 1.89346 1.89346 1001.89 1001.89
1014 1.37543 1.37543 1001.38 1001.38
1234 1.18369 1.18369 1001.18 1001.18
2548 1.01688 1.01688 1001.02 1001.02
3608 0.368384 0.368384 1000.37 1000.37
5818 0.15809 0.15809 1000.16 1000.16
5842 0.091816 0.091816 1000.09 1000.09
