"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 470765 470765 470914 470914
2 110969 110969 111119 111119
102 53748 53748 53897.2 53897.2
110 6370.65 6370.65 6519.8 6519.8
200050 8.58282e+15 6370.65 8.58282e+15 6519.8
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 489945 489945 488945 488945
2 299548 299548 298548 298548
20 287638 287638 286638 286638
31 249293 249293 248293 248293
34 209023 209023 208023 208023
110 175693 175693 174693 174693
120 154462 154462 153462 153462
129 111259 111259 110259 110259
144 105750 105750 104750 104750
191 28354 28354 27354 27354
200050 8.21794e+15 28354 8.21794e+15 27354
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 678618 678618 678716 678716
2 494708 494708 494807 494807
4 383513 383513 383612 383612
10 326646 326646 326745 326745
30 236692 236692 236791 236791
41 206187 206187 206286 206286
114 189752 189752 189851 189851
115 94054.1 94054.1 94152.7 94152.7
150 74077.8 74077.8 74176.4 74176.4
173 48496.5 48496.5 48595.1 48595.1
200050 7.36971e+15 48496.5 7.36971e+15 48595.1
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 1.47063e+06 1.47063e+06 1.47058e+06 1.47058e+06
2 325103 325103 325056 325056
25 317410 317410 317363 317363
102 99310.4 99310.4 99263.2 99263.2
206 91484.2 91484.2 91437.1 91437.1
246 73477 73477 73429.8 73429.8
376 72354.9 72354.9 72307.8 72307.8
200050 7.87449e+15 72354.9 7.87449e+15 72307.8
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 627344 627344 627382 627382
3 542557 542557 542594 542594
4 218236 218236 218273 218273
6 150864 150864 150901 150901
16 144301 144301 144339 144339
30 98816.4 98816.4 98853.9 98853.9
156 95324.3 95324.3 95361.9 95361.9
160 76759.7 76759.7 76797.3 76797.3
353 37412.1 37412.1 37449.6 37449.6
200050 7.86529e+15 37412.1 7.86529e+15 37449.6
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 697009 697009 696583 696583
3 409419 409419 408993 408993
11 338971 338971 338546 338546
20 312196 312196 311770 311770
41 201119 201119 200693 200693
107 191494 191494 191068 191068
117 179646 179646 179221 179221
118 96688.1 96688.1 96262.4 96262.4
122 86802 86802 86376.2 86376.2
193 80743.8 80743.8 80318.1 80318.1
