"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 4.08828e+06 4.08828e+06 4.08807e+06 4.08807e+06
4 441961 441961 441751 441751
29 3463.9 3463.9 3254.02 3254.02
226 353.074 353.074 143.194 143.194
518 306.231 306.231 96.3505 96.3505
724 153.549 153.549 -56.3313 -56.3313
1102 2.10516 2.10516 -207.775 -207.775
20050 2.7114e+08 2.10516 2.7114e+08 -207.775
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 4.35351e+07 4.35351e+07 4.3535e+07 4.3535e+07
2 4.25387e+07 4.25387e+07 4.25386e+07 4.25386e+07
3 497582 497582 497490 497490
5 245637 245637 245545 245545
8 24070.1 24070.1 23978 23978
10 3102.3 3102.3 3010.21 3010.21
615 223.118 223.118 131.028 131.028
814 70.6197 70.6197 -21.4703 -21.4703
1335 2.31042 2.31042 -89.7796 -89.7796
12310 1.63789 1.63789 -90.4521 -90.4521
12324 1.49949 1.49949 -90.5905 -90.5905
16921 0.622704 0.622704 -91.4673 -91.4673
16933 0.576458 0.576458 -91.5135 -91.5135
20050 1.32043e+08 0.576458 1.32043e+08 -91.5135
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 2.10038e+07 2.10038e+07 2.10038e+07 2.10038e+07
2 1.95667e+07 1.95667e+07 1.95666e+07 1.95666e+07
3 1.15132e+06 1.15132e+06 1.15123e+06 1.15123e+06
6 3679.03 3679.03 3591.14 3591.14
23 426.918 426.918 339.028 339.028
341 354.965 354.965 267.075 267.075
1936 108.235 108.235 20.3453 20.3453
3049 0.1724 0.1724 -87.7176 -87.7176
16935 0.109218 0.109218 -87.7808 -87.7808
20050 1.72996e+08 0.109218 1.72996e+08 -87.7808
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 2.10256e+07 2.10256e+07 2.10259e+07 2.10259e+07
2 1081.79 1081.79 1401.98 1401.98
34 767.786 767.786 1087.98 1087.98
45 216.969 216.969 537.159 537.159
1910 94.4657 94.4657 414.656 414.656
2228 24.6236 24.6236 344.814 344.814
5649 10.9679 10.9679 331.158 331.158
7443 10.3142 10.3142 330.504 330.504
20050 319967 10.3142 320288 330.504
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 9.09744e+06 9.09744e+06 9.09734e+06 9.09734e+06
5 911063 911063 910959 910959
15 333917 333917 333813 333813
33 5230.46 5230.46 5126.22 5126.22
440 611.334 611.334 507.094 507.094
527 13.1945 13.1945 -91.0455 -91.0455
4302 6.00882 6.00882 -98.2312 -98.2312
4329 3.85199 3.85199 -100.388 -100.388
8417 2.75489 2.75489 -101.485 -101.485
20050 3.96994e+06 2.75489 3.96984e+06 -101.485
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 3.10071e+07 3.10071e+07 3.10071e+07 3.10071e+07
3 6.75714e+06 6.75714e+06 6.75711e+06 6.75711e+06
4 3.18242e+06 3.18242e+06 3.18238e+06 3.18238e+06
5 338642 338642 338606 338606
9 40568.6 40568.6 40532.9 40532.9
12 12640.6 12640.6 12604.9 12604.9
101 5514.73 5514.73 5479.03 5479.03
208 498.154 498.154 462.454 462.454
214 286.414 286.414 250.714 250.714
518 260.729 260.729 225.029 225.029
1701 24.1882 24.1882 -11.5118 -11.5118
8113 20.5371 20.5371 -15.1629 -15.1629
8140 9.96754 9.96754 -25.7325 -25.7325
12134 3.04812 3.04812 -32.6519 -32.6519
20050 2389.12 3.04812 2353.42 -32.6519
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 9.23219e+06 9.23219e+06 9.23222e+06 9.23222e+06
2 1.74385e+06 1.74385e+06 1.74387e+06 1.74387e+06
5 1.60988e+06 1.60988e+06 1.6099e+06 1.6099e+06
7 1982.56 1982.56 2003.26 2003.26
101 98.467 98.467 119.167 119.167
221 57.9359 57.9359 78.6359 78.6359
431 33.4722 33.4722 54.1722 54.1722
436 25.8427 25.8427 46.5427 46.5427
3614 23.4724 23.4724 44.1724 44.1724
20050 416023 23.4724 416044 44.1724
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 9.31756e+06 9.31756e+06 9.3176e+06 9.3176e+06
2 82619.9 82619.9 82658 82658
21 81898 81898 81936 81936
28 61925 61925 61963.1 61963.1
40 39198.8 39198.8 39236.8 39236.8
42 13169.9 13169.9 13208 13208
126 1294.61 1294.61 1332.68 1332.68
915 707.728 707.728 745.798 745.798
1005 627.562 627.562 665.632 665.632
1009 223.487 223.487 261.557 261.557
1302 48.057 48.057 86.127 86.127
2636 18.9925 18.9925 57.0625 57.0625
20050 1.85594e+07 18.9925 1.85595e+07 57.0625
