"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 104.184 104.184 175.534 175.534
2 83.0138 83.0138 154.364 154.364
4 66.8648 66.8648 138.215 138.215
6 41.9591 41.9591 113.309 113.309
33 25.7889 25.7889 97.1389 97.1389
51 22.9344 22.9344 94.2844 94.2844
74 22.7276 22.7276 94.0776 94.0776
118 13.8332 13.8332 85.1832 85.1832
256 4.4727 4.4727 75.8227 75.8227
441 3.47956 3.47956 74.8296 74.8296
750 54.2904 3.47956 125.64 74.8296
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 69.4391 69.4391 -285.781 -285.781
2 50.0509 50.0509 -305.169 -305.169
3 36.3474 36.3474 -318.873 -318.873
47 31.3775 31.3775 -323.843 -323.843
74 31.0513 31.0513 -324.169 -324.169
102 27.746 27.746 -327.474 -327.474
107 12.5165 12.5165 -342.703 -342.703
414 11.2893 11.2893 -343.931 -343.931
576 9.73059 9.73059 -345.489 -345.489
690 5.47433 5.47433 -349.746 -349.746
750 64.0616 5.47433 -291.158 -349.746
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 122.272 122.272 221.442 221.442
3 38.1327 38.1327 137.303 137.303
12 21.9768 21.9768 121.147 121.147
177 20.3301 20.3301 119.5 119.5
287 12.4675 12.4675 111.638 111.638
316 9.97163 9.97163 109.142 109.142
750 65.8722 9.97163 165.042 109.142
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 102.846 102.846 -415.064 -415.064
2 47.9931 47.9931 -469.917 -469.917
11 40.7079 40.7079 -477.202 -477.202
26 28.526 28.526 -489.384 -489.384
38 16.9717 16.9717 -500.938 -500.938
60 11.795 11.795 -506.115 -506.115
62 11.7773 11.7773 -506.133 -506.133
750 20.355 11.7773 -497.555 -506.133
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 90.4653 90.4653 33.2553 33.2553
3 67.3546 67.3546 10.1446 10.1446
4 32.1804 32.1804 -25.0296 -25.0296
5 21.1416 21.1416 -36.0684 -36.0684
21 17.9907 17.9907 -39.2193 -39.2193
84 16.4964 16.4964 -40.7136 -40.7136
250 15.9003 15.9003 -41.3097 -41.3097
290 12.7134 12.7134 -44.4966 -44.4966
689 12.683 12.683 -44.527 -44.527
732 6.77564 6.77564 -50.4344 -50.4344
750 206.724 6.77564 149.514 -50.4344
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 70.4762 70.4762 42.6962 42.6962
4 38.307 38.307 10.527 10.527
9 33.5986 33.5986 5.81863 5.81863
11 19.8909 19.8909 -7.88911 -7.88911
138 13.8575 13.8575 -13.9225 -13.9225
155 10.9462 10.9462 -16.8338 -16.8338
275 2.7597 2.7597 -25.0203 -25.0203
750 99.0228 2.7597 71.2428 -25.0203
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 129.358 129.358 80.6478 80.6478
3 55.6273 55.6273 6.91733 6.91733
6 51.7517 51.7517 3.04168 3.04168
10 35.7136 35.7136 -12.9964 -12.9964
14 32.9516 32.9516 -15.7584 -15.7584
50 13.6326 13.6326 -35.0774 -35.0774
52 5.77027 5.77027 -42.9397 -42.9397
750 115.711 5.77027 67.0007 -42.9397
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 51.3285 51.3285 -115.462 -115.462
2 30.8103 30.8103 -135.98 -135.98
9 4.77916 4.77916 -162.011 -162.011
750 109.678 4.77916 -57.1118 -162.011
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 122.071 122.071 1122.07 1122.07
3 57.6296 57.6296 1057.63 1057.63
10 38.0793 38.0793 1038.08 1038.08
14 23.4546 23.4546 1023.45 1023.45
26 17.9053 17.9053 1017.91 1017.91
35 17.5755 17.5755 1017.58 1017.58
228 6.6797 6.6797 1006.68 1006.68
343 2.79296 2.79296 1002.79 1002.79
750 40.6399 2.79296 1040.64 1002.79
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 112.943 112.943 94.4726 94.4726
2 67.7163 67.7163 49.2463 49.2463
3 52.4502 52.4502 33.9802 33.9802
5 28.9857 28.9857 10.5157 10.5157
20 22.4402 22.4402 3.97015 3.97015
71 20.7414 20.7414 2.27137 2.27137
79 16.5246 16.5246 -1.94542 -1.94542
102 15.4088 15.4088 -3.0612 -3.0612
159 10.7245 10.7245 -7.74553 -7.74553
381 8.68965 8.68965 -9.78035 -9.78035
750 8.44256 8.44256 -10.0274 -10.0274
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 83.4443 83.4443 23.7343 23.7343
2 40.923 40.923 -18.787 -18.787
6 26.7537 26.7537 -32.9563 -32.9563
7 23.6848 23.6848 -36.0252 -36.0252
125 15.5295 15.5295 -44.1805 -44.1805
169 12.8638 12.8638 -46.8462 -46.8462
181 7.89419 7.89419 -51.8158 -51.8158
750 66.4696 7.89419 6.75957 -51.8158
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 23.3586 23.3586 -73.4814 -73.4814
108 18.4882 18.4882 -78.3518 -78.3518
348 17.9196 17.9196 -78.9204 -78.9204
351 13.8742 13.8742 -82.9658 -82.9658
402 13.6112 13.6112 -83.2288 -83.2288
477 12.9285 12.9285 -83.9115 -83.9115
607 12.616 12.616 -84.224 -84.224
612 7.85069 7.85069 -88.9893 -88.9893
750 140.533 7.85069 43.6933 -88.9893
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 176.609 176.609 208.679 208.679
2 38.6706 38.6706 70.7406 70.7406
14 32.7833 32.7833 64.8533 64.8533
16 23.9769 23.9769 56.0469 56.0469
25 19.6415 19.6415 51.7115 51.7115
32 1.33787 1.33787 33.4079 33.4079
750 70.6626 1.33787 102.733 33.4079
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 33.4554 33.4554 59.6954 59.6954
41 32.6634 32.6634 58.9034 58.9034
45 7.37861 7.37861 33.6186 33.6186
292 6.64942 6.64942 32.8894 32.8894
347 3.90294 3.90294 30.1429 30.1429
750 76.8578 3.90294 103.098 30.1429
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 50.8174 50.8174 34.7174 34.7174
2 36.5349 36.5349 20.4349 20.4349
7 27.5357 27.5357 11.4357 11.4357
19 25.3942 25.3942 9.29418 9.29418
33 20.5179 20.5179 4.41789 4.41789
43 15.9767 15.9767 -0.123253 -0.123253
170 13.64 13.64 -2.45998 -2.45998
232 12.3958 12.3958 -3.70418 -3.70418
234 9.86068 9.86068 -6.23932 -6.23932
550 9.04332 9.04332 -7.05668 -7.05668
750 45.1853 9.04332 29.0853 -7.05668
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 157.499 157.499 184.869 184.869
2 108.728 108.728 136.098 136.098
3 100.601 100.601 127.971 127.971
4 88.1143 88.1143 115.484 115.484
5 15.9314 15.9314 43.3014 43.3014
