"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 28.9171 28.9171 11.9771 11.9771
3 23.4351 23.4351 6.4951 6.4951
4 21.8416 21.8416 4.90164 4.90164
9 21.4604 21.4604 4.52042 4.52042
11 6.51579 6.51579 -10.4242 -10.4242
119 3.10115 3.10115 -13.8388 -13.8388
850 13.8849 3.10115 -3.05506 -13.8388
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 14.6246 14.6246 33.4346 33.4346
2 7.52143 7.52143 26.3314 26.3314
6 6.7335 6.7335 25.5435 25.5435
105 6.36226 6.36226 25.1723 25.1723
129 6.03359 6.03359 24.8436 24.8436
136 5.29311 5.29311 24.1031 24.1031
142 4.80344 4.80344 23.6134 23.6134
190 3.47401 3.47401 22.284 22.284
230 1.51635 1.51635 20.3264 20.3264
558 1.45254 1.45254 20.2625 20.2625
586 0.679149 0.679149 19.4891 19.4891
850 3.20027 0.679149 22.0103 19.4891
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 27.3341 27.3341 300.484 300.484
3 21.5857 21.5857 294.736 294.736
9 17.7257 17.7257 290.876 290.876
10 11.0765 11.0765 284.227 284.227
18 7.06669 7.06669 280.217 280.217
113 5.63914 5.63914 278.789 278.789
172 5.27896 5.27896 278.429 278.429
382 2.6269 2.6269 275.777 275.777
850 8.60992 2.6269 281.76 275.777
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 17.2036 17.2036 54.3836 54.3836
26 15.4927 15.4927 52.6727 52.6727
39 12.5214 12.5214 49.7014 49.7014
179 12.4648 12.4648 49.6448 49.6448
192 9.94666 9.94666 47.1267 47.1267
433 9.8549 9.8549 47.0349 47.0349
443 7.16854 7.16854 44.3485 44.3485
529 6.92449 6.92449 44.1045 44.1045
545 6.33798 6.33798 43.518 43.518
704 5.03012 5.03012 42.2101 42.2101
826 4.75445 4.75445 41.9345 41.9345
850 21.2103 4.75445 58.3903 41.9345
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 31.3612 31.3612 -116.539 -116.539
2 6.01529 6.01529 -141.885 -141.885
184 4.01937 4.01937 -143.881 -143.881
210 2.93564 2.93564 -144.964 -144.964
324 2.89483 2.89483 -145.005 -145.005
524 2.50702 2.50702 -145.393 -145.393
570 1.8056 1.8056 -146.094 -146.094
790 1.50362 1.50362 -146.396 -146.396
850 6.34005 1.50362 -141.56 -146.396
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 63.2896 63.2896 -158.6 -158.6
2 20.8138 20.8138 -201.076 -201.076
4 17.8378 17.8378 -204.052 -204.052
7 3.24574 3.24574 -218.644 -218.644
515 2.64016 2.64016 -219.25 -219.25
539 1.4475 1.4475 -220.443 -220.443
