"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 1351.94 1351.94 1475.77 1475.77
3 1221.14 1221.14 1344.97 1344.97
4 1166.55 1166.55 1290.38 1290.38
5 933.148 933.148 1056.98 1056.98
6 238.534 238.534 362.364 362.364
23 35.7595 35.7595 159.59 159.59
51 35.1122 35.1122 158.942 158.942
61 34.9096 34.9096 158.74 158.74
62 16.5441 16.5441 140.374 140.374
68 10.2137 10.2137 134.044 134.044
79 5.26665 5.26665 129.097 129.097
95 3.19506 3.19506 127.025 127.025
141 2.53667 2.53667 126.367 126.367
330 0.613276 0.613276 124.443 124.443
400 72.844 0.613276 196.674 124.443
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 2017.88 2017.88 2065.39 2065.39
2 401.756 401.756 449.266 449.266
6 176.414 176.414 223.924 223.924
24 116.894 116.894 164.404 164.404
42 20.1931 20.1931 67.7031 67.7031
55 0.479386 0.479386 47.9894 47.9894
367 0.434631 0.434631 47.9446 47.9446
400 1044.6 0.434631 1092.11 47.9446
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 42589.6 42589.6 42644.9 42644.9
2 8477.77 8477.77 8533.11 8533.11
3 671.801 671.801 727.141 727.141
6 405.016 405.016 460.356 460.356
11 58.6704 58.6704 114.01 114.01
29 13.1503 13.1503 68.4903 68.4903
45 4.29131 4.29131 59.6313 59.6313
102 2.8769 2.8769 58.2169 58.2169
123 0.588973 0.588973 55.929 55.929
177 0.403864 0.403864 55.7439 55.7439
260 0.0559522 0.0559522 55.396 55.396
400 44348.6 0.0559522 44403.9 55.396
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 6173.71 6173.71 6083.38 6083.38
4 698.007 698.007 607.677 607.677
7 169.656 169.656 79.3257 79.3257
23 8.13814 8.13814 -82.1919 -82.1919
47 7.00529 7.00529 -83.3247 -83.3247
54 4.38794 4.38794 -85.9421 -85.9421
67 2.23886 2.23886 -88.0911 -88.0911
135 2.17114 2.17114 -88.1589 -88.1589
144 0.0293976 0.0293976 -90.3006 -90.3006
400 1830 0.0293976 1739.67 -90.3006
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 77504 77504 77569.6 77569.6
2 2676.29 2676.29 2741.9 2741.9
3 2622.26 2622.26 2687.87 2687.87
4 1714.51 1714.51 1780.12 1780.12
7 1332.29 1332.29 1397.9 1397.9
16 704.491 704.491 770.101 770.101
20 110.799 110.799 176.409 176.409
25 4.30826 4.30826 69.9183 69.9183
58 2.98484 2.98484 68.5948 68.5948
92 1.07702 1.07702 66.687 66.687
124 1.00442 1.00442 66.6144 66.6144
240 0.150629 0.150629 65.7606 65.7606
400 125.602 0.150629 191.212 65.7606
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 1598.1 1598.1 1308.02 1308.02
2 1082.72 1082.72 792.637 792.637
3 497.589 497.589 207.509 207.509
6 148.915 148.915 -141.165 -141.165
9 125.688 125.688 -164.392 -164.392
20 28.0226 28.0226 -262.057 -262.057
39 9.82631 9.82631 -280.254 -280.254
54 6.26168 6.26168 -283.818 -283.818
81 5.02775 5.02775 -285.052 -285.052
82 4.30383 4.30383 -285.776 -285.776
110 3.63587 3.63587 -286.444 -286.444
133 0.259887 0.259887 -289.82 -289.82
400 523.429 0.259887 233.349 -289.82
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 10566.9 10566.9 10592 10592
2 52.8299 52.8299 77.9299 77.9299
9 5.0025 5.0025 30.1025 30.1025
32 4.69667 4.69667 29.7967 29.7967
154 3.1432 3.1432 28.2432 28.2432
176 0.00276245 0.00276245 25.1028 25.1028
400 2212.13 0.00276245 2237.23 25.1028
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 3100.38 3100.38 3012.82 3012.82
3 1758.82 1758.82 1671.26 1671.26
5 1028.35 1028.35 940.791 940.791
8 42.5831 42.5831 -44.9769 -44.9769
37 9.97976 9.97976 -77.5802 -77.5802
60 6.51101 6.51101 -81.049 -81.049
90 4.81989 4.81989 -82.7401 -82.7401
92 1.65848 1.65848 -85.9015 -85.9015
223 0.500127 0.500127 -87.0599 -87.0599
400 900.253 0.500127 812.693 -87.0599
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 42720.8 42720.8 42780.9 42780.9
2 433.109 433.109 493.179 493.179
13 75.7336 75.7336 135.804 135.804
48 7.5186 7.5186 67.5886 67.5886
107 2.02481 2.02481 62.0948 62.0948
343 1.21367 1.21367 61.2837 61.2837
400 0.0278918 0.0278918 60.0979 60.0979
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 16282.6 16282.6 16146 16146
2 14653.9 14653.9 14517.3 14517.3
4 2790.63 2790.63 2654 2654
7 29.6094 29.6094 -107.021 -107.021
28 14.9258 14.9258 -121.704 -121.704
59 13.9676 13.9676 -122.662 -122.662
60 1.97952 1.97952 -134.65 -134.65
164 0.998126 0.998126 -135.632 -135.632
170 0.624844 0.624844 -136.005 -136.005
306 0.189362 0.189362 -136.441 -136.441
400 288.273 0.189362 151.643 -136.441
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 384.329 384.329 548.259 548.259
4 172.874 172.874 336.804 336.804
13 144.245 144.245 308.175 308.175
21 76.0073 76.0073 239.937 239.937
22 29.7483 29.7483 193.678 193.678
55 1.81964 1.81964 165.75 165.75
57 0.431285 0.431285 164.361 164.361
241 0.0302311 0.0302311 163.96 163.96
400 5126.48 0.0302311 5290.41 163.96
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 10416.5 10416.5 10366.5 10366.5
3 394.371 394.371 344.351 344.351
5 216.555 216.555 166.535 166.535
12 0.870973 0.870973 -49.149 -49.149
225 0.542363 0.542363 -49.4776 -49.4776
