"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 658.869 658.869 761.479 761.479
3 592.371 592.371 694.981 694.981
15 528.261 528.261 630.871 630.871
36 442.127 442.127 544.737 544.737
174 441.582 441.582 544.192 544.192
177 433.759 433.759 536.369 536.369
248 432.445 432.445 535.055 535.055
315 367.498 367.498 470.108 470.108
422 301.976 301.976 404.586 404.586
1187 291.117 291.117 393.727 393.727
1334 289.276 289.276 391.886 391.886
1346 283.948 283.948 386.558 386.558
1368 237.47 237.47 340.08 340.08
1754 208.107 208.107 310.717 310.717
1890 161.532 161.532 264.142 264.142
2150 434.787 161.532 537.397 264.142
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 803.285 803.285 896.585 896.585
3 745.173 745.173 838.473 838.473
9 635.218 635.218 728.518 728.518
11 570.284 570.284 663.584 663.584
25 528.423 528.423 621.723 621.723
35 492.069 492.069 585.369 585.369
68 447.241 447.241 540.541 540.541
167 445.693 445.693 538.993 538.993
268 326.966 326.966 420.266 420.266
485 320.629 320.629 413.929 413.929
503 316.298 316.298 409.598 409.598
785 284.052 284.052 377.352 377.352
1067 264.275 264.275 357.575 357.575
1104 250.474 250.474 343.774 343.774
1570 233.318 233.318 326.618 326.618
1815 220.567 220.567 313.867 313.867
2150 373.135 220.567 466.435 313.867
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 593.392 593.392 607.032 607.032
23 592.433 592.433 606.073 606.073
48 495.604 495.604 509.244 509.244
68 481.924 481.924 495.564 495.564
145 440.559 440.559 454.199 454.199
375 410.003 410.003 423.643 423.643
402 338.297 338.297 351.937 351.937
479 333.408 333.408 347.048 347.048
584 292.078 292.078 305.718 305.718
640 285.132 285.132 298.772 298.772
642 279.916 279.916 293.556 293.556
1035 278.921 278.921 292.561 292.561
1294 264.648 264.648 278.288 278.288
1350 256.81 256.81 270.45 270.45
1827 252.58 252.58 266.22 266.22
1887 215.174 215.174 228.814 228.814
2150 229.437 215.174 243.077 228.814
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 663.331 663.331 858.131 858.131
2 645.85 645.85 840.65 840.65
6 634.274 634.274 829.074 829.074
7 555.705 555.705 750.505 750.505
48 526.677 526.677 721.477 721.477
68 383.586 383.586 578.386 578.386
127 376.077 376.077 570.877 570.877
404 331.01 331.01 525.81 525.81
406 322.994 322.994 517.794 517.794
462 320.664 320.664 515.464 515.464
751 297.227 297.227 492.027 492.027
780 278.236 278.236 473.036 473.036
998 264.099 264.099 458.899 458.899
1743 256.056 256.056 450.856 450.856
1745 242.948 242.948 437.748 437.748
1828 226.979 226.979 421.779 421.779
1944 199.61 199.61 394.41 394.41
2150 335.973 199.61 530.773 394.41
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 730.738 730.738 597.148 597.148
2 519.027 519.027 385.437 385.437
41 445.625 445.625 312.035 312.035
265 356.005 356.005 222.415 222.415
507 296.379 296.379 162.789 162.789
921 242.727 242.727 109.137 109.137
1270 205.526 205.526 71.9362 71.9362
2150 3054.84 205.526 2921.25 71.9362
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 626.788 626.788 781.158 781.158
13 565.702 565.702 720.072 720.072
51 539.729 539.729 694.099 694.099
66 384.775 384.775 539.145 539.145
84 382.453 382.453 536.823 536.823
194 328.074 328.074 482.444 482.444
531 323.565 323.565 477.935 477.935
621 322.531 322.531 476.901 476.901
787 314.226 314.226 468.596 468.596
797 265.495 265.495 419.865 419.865
1580 259.341 259.341 413.711 413.711
1676 244.249 244.249 398.619 398.619
2066 228.642 228.642 383.012 383.012
2150 360.345 228.642 514.715 383.012
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 1311.89 1311.89 1023.56 1023.56
2 874.577 874.577 586.247 586.247
3 812.247 812.247 523.917 523.917
4 509.558 509.558 221.228 221.228
54 494.775 494.775 206.445 206.445
60 352.301 352.301 63.9711 63.9711
559 323.442 323.442 35.1117 35.1117
572 320.178 320.178 31.8477 31.8477
768 318.683 318.683 30.3531 30.3531
769 278.468 278.468 -9.86178 -9.86178
1036 254.962 254.962 -33.3678 -33.3678
1129 252.88 252.88 -35.4496 -35.4496
1219 235.977 235.977 -52.3529 -52.3529
1835 225.063 225.063 -63.2668 -63.2668
1841 187.078 187.078 -101.252 -101.252
2150 361.294 187.078 72.9641 -101.252
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 706.522 706.522 168.412 168.412
2 644.526 644.526 106.416 106.416
15 552.024 552.024 13.9137 13.9137
23 484.046 484.046 -54.0639 -54.0639
51 385.106 385.106 -153.004 -153.004
233 383.916 383.916 -154.194 -154.194
