"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 56.3939 56.3939 63.2639 63.2639
2 37.6364 37.6364 44.5064 44.5064
4 36.507 36.507 43.377 43.377
8 32.6632 32.6632 39.5332 39.5332
9 30.0145 30.0145 36.8845 36.8845
10 27.8867 27.8867 34.7567 34.7567
14 17.4815 17.4815 24.3515 24.3515
15 8.25415 8.25415 15.1242 15.1242
20 0.265925 0.265925 7.13592 7.13592
450 34.1984 0.265925 41.0684 7.13592
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 49.2053 49.2053 49.2153 49.2153
3 32.3128 32.3128 32.3228 32.3228
5 13.987 13.987 13.997 13.997
18 7.02424 7.02424 7.03424 7.03424
48 3.10128 3.10128 3.11128 3.11128
343 3.08324 3.08324 3.09324 3.09324
450 43.6265 3.08324 43.6365 3.09324
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 27.1528 27.1528 -103.457 -103.457
10 25.9458 25.9458 -104.664 -104.664
11 15.4937 15.4937 -115.116 -115.116
26 7.19748 7.19748 -123.413 -123.413
108 5.81897 5.81897 -124.791 -124.791
252 2.21667 2.21667 -128.393 -128.393
333 2.09296 2.09296 -128.517 -128.517
450 47.0633 2.09296 -83.5467 -128.517
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 41.7579 41.7579 -181.362 -181.362
2 15.3469 15.3469 -207.773 -207.773
4 12.6011 12.6011 -210.519 -210.519
6 9.02602 9.02602 -214.094 -214.094
7 5.63985 5.63985 -217.48 -217.48
31 2.85471 2.85471 -220.265 -220.265
142 2.49322 2.49322 -220.627 -220.627
450 21.5396 2.49322 -201.58 -220.627
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 69.3242 69.3242 24.8942 24.8942
2 39.8375 39.8375 -4.59251 -4.59251
3 18.2318 18.2318 -26.1982 -26.1982
5 17.2825 17.2825 -27.1475 -27.1475
9 11.3577 11.3577 -33.0723 -33.0723
31 7.40178 7.40178 -37.0282 -37.0282
42 5.22283 5.22283 -39.2072 -39.2072
117 4.73464 4.73464 -39.6954 -39.6954
158 4.18512 4.18512 -40.2449 -40.2449
235 3.9929 3.9929 -40.4371 -40.4371
238 3.63301 3.63301 -40.797 -40.797
333 2.70304 2.70304 -41.727 -41.727
361 1.90674 1.90674 -42.5233 -42.5233
450 49.7426 1.90674 5.31262 -42.5233
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 72.272 72.272 157.662 157.662
2 16.0303 16.0303 101.42 101.42
4 14.6311 14.6311 100.021 100.021
19 2.12889 2.12889 87.5189 87.5189
130 2.02479 2.02479 87.4148 87.4148
450 46.6566 2.02479 132.047 87.4148
