"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 339445 339445 339594 339594
4 152851 152851 153000 153000
18 141883 141883 142032 142032
117 124963 124963 125113 125113
121 81020.7 81020.7 81169.9 81169.9
165 30956.7 30956.7 31105.8 31105.8
717 28751.3 28751.3 28900.4 28900.4
905 16275.1 16275.1 16424.2 16424.2
942 12043.2 12043.2 12192.4 12192.4
1178 11875.1 11875.1 12024.2 12024.2
2050 103042 11875.1 103191 12024.2
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 1.07888e+06 1.07888e+06 1.07788e+06 1.07788e+06
2 465818 465818 464818 464818
5 246536 246536 245536 245536
17 148093 148093 147093 147093
158 133923 133923 132923 132923
269 113694 113694 112694 112694
298 107004 107004 106004 106004
303 93305.1 93305.1 92305.1 92305.1
342 89402.4 89402.4 88402.4 88402.4
379 71767.6 71767.6 70767.6 70767.6
536 42135.8 42135.8 41135.8 41135.8
737 28335.1 28335.1 27335.1 27335.1
1136 12939.1 12939.1 11939.1 11939.1
1639 12359.5 12359.5 11359.5 11359.5
1843 6835.09 6835.09 5835.09 5835.09
2050 450608 6835.09 449608 5835.09
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 685704 685704 685803 685803
2 628728 628728 628826 628826
7 491435 491435 491533 491533
17 451418 451418 451517 451517
21 403946 403946 404045 404045
24 371423 371423 371522 371522
43 364233 364233 364332 364332
108 342484 342484 342582 342582
113 224139 224139 224237 224237
129 220144 220144 220243 220243
144 158088 158088 158187 158187
149 86789.5 86789.5 86888.1 86888.1
563 72904.9 72904.9 73003.5 73003.5
569 42258.9 42258.9 42357.5 42357.5
828 35320.6 35320.6 35419.2 35419.2
991 27762.3 27762.3 27861 27861
1396 26117.5 26117.5 26216.1 26216.1
1438 25634.2 25634.2 25732.8 25732.8
1464 12759.2 12759.2 12857.9 12857.9
1480 7098.07 7098.07 7196.69 7196.69
2050 56902.8 7098.07 57001.4 7196.69
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 897209 897209 897162 897162
2 621623 621623 621576 621576
3 478000 478000 477953 477953
8 202305 202305 202258 202258
37 200612 200612 200565 200565
49 100943 100943 100896 100896
574 72132.4 72132.4 72085.3 72085.3
688 66368.7 66368.7 66321.5 66321.5
710 53534.4 53534.4 53487.2 53487.2
720 50787.5 50787.5 50740.4 50740.4
734 37956.7 37956.7 37909.6 37909.6
1060 25373.5 25373.5 25326.3 25326.3
1212 21792.5 21792.5 21745.3 21745.3
1379 18130.8 18130.8 18083.7 18083.7
1708 15864.2 15864.2 15817.1 15817.1
1716 10278.5 10278.5 10231.4 10231.4
2019 9879.36 9879.36 9832.21 9832.21
2025 9869.14 9869.14 9821.99 9821.99
2050 57844.7 9869.14 57797.5 9821.99
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 426531 426531 426568 426568
6 297633 297633 297671 297671
12 193377 193377 193415 193415
117 184913 184913 184951 184951
121 131250 131250 131288 131288
149 110409 110409 110446 110446
209 97827.7 97827.7 97865.2 97865.2
220 63460.3 63460.3 63497.8 63497.8
542 61261.1 61261.1 61298.7 61298.7
556 51121.3 51121.3 51158.8 51158.8
748 41209.2 41209.2 41246.8 41246.8
907 35031.1 35031.1 35068.6 35068.6
1161 29763.2 29763.2 29800.7 29800.7
1339 15628.7 15628.7 15666.2 15666.2
1716 15555.5 15555.5 15593 15593
1880 9656.85 9656.85 9694.37 9694.37
1900 6456.58 6456.58 6494.1 6494.1
2050 188565 6456.58 188602 6494.1
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 851451 851451 851026 851026
2 574346 574346 573921 573921
3 282176 282176 281751 281751
12 271034 271034 270608 270608
44 202133 202133 201707 201707
48 186231 186231 185806 185806
104 184563 184563 184137 184137
124 112405 112405 111980 111980
244 91329.3 91329.3 90903.6 90903.6
268 56402 56402 55976.3 55976.3
542 47595.6 47595.6 47169.8 47169.8
726 14096.7 14096.7 13670.9 13670.9
2050 1.12315e+06 14096.7 1.12272e+06 13670.9
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 789788 789788 789567 789567
2 382411 382411 382190 382190
4 370286 370286 370065 370065
10 330438 330438 330217 330217
13 255010 255010 254789 254789
31 208134 208134 207913 207913
47 167864 167864 167644 167644
135 118285 118285 118064 118064
203 71495.1 71495.1 71274.2 71274.2
515 65400.9 65400.9 65180 65180
539 64588.5 64588.5 64367.6 64367.6
545 59510.6 59510.6 59289.7 59289.7
559 46614.5 46614.5 46393.6 46393.6
657 38952.6 38952.6 38731.7 38731.7
690 27628.3 27628.3 27407.4 27407.4
757 20221.9 20221.9 20001 20001
1307 17650.3 17650.3 17429.4 17429.4
1344 13933.8 13933.8 13712.9 13712.9
1359 13089.3 13089.3 12868.4 12868.4
1512 11606.1 11606.1 11385.2 11385.2
1578 7805.32 7805.32 7584.42 7584.42
2050 85364.3 7805.32 85143.4 7584.42
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 699339 699339 698979 698979
2 687062 687062 686703 686703
3 369507 369507 369148 369148
22 257572 257572 257212 257212
101 202139 202139 201780 201780
125 201103 201103 200743 200743
134 69158.6 69158.6 68799.1 68799.1
780 39690.7 39690.7 39331.2 39331.2
940 37363.7 37363.7 37004.2 37004.2
997 23868 23868 23508.6 23508.6
1648 21575.9 21575.9 21216.4 21216.4
2050 93966.8 21575.9 93607.3 21216.4
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 332805 332805 332833 332833
4 252449 252449 252477 252477
24 119196 119196 119224 119224
177 94130.8 94130.8 94158.2 94158.2
