"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 92.6752 92.6752 83.4652 83.4652
2 62.6608 62.6608 53.4508 53.4508
3 22.7987 22.7987 13.5887 13.5887
7 18.0016 18.0016 8.79155 8.79155
17 10.4961 10.4961 1.28608 1.28608
30 8.16332 8.16332 -1.04668 -1.04668
49 8.06905 8.06905 -1.14095 -1.14095
50 4.16914 4.16914 -5.04086 -5.04086
115 -8.69777 -8.69777 -17.9078 -17.9078
169 -13.108 -13.108 -22.318 -22.318
175 -44.1979 -44.1979 -53.4079 -53.4079
343 -51.0621 -51.0621 -60.2721 -60.2721
450 -19.5821 -51.0621 -28.7921 -60.2721
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 59.2086 59.2086 715.199 715.199
2 11.5092 11.5092 667.499 667.499
6 8.47366 8.47366 664.464 664.464
33 8.14759 8.14759 664.138 664.138
111 -12.0017 -12.0017 643.988 643.988
114 -22.3239 -22.3239 633.666 633.666
150 -87.6723 -87.6723 568.318 568.318
245 -100.668 -100.668 555.322 555.322
409 -126.042 -126.042 529.948 529.948
450 91.1919 -126.042 747.182 529.948
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 3.43309 3.43309 70.1431 70.1431
109 -5.64009 -5.64009 61.0699 61.0699
139 -16.7912 -16.7912 49.9188 49.9188
181 -23.5395 -23.5395 43.1705 43.1705
262 -26.686 -26.686 40.024 40.024
284 -27.4697 -27.4697 39.2403 39.2403
450 23.7967 -27.4697 90.5067 39.2403
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 43.2264 43.2264 984.896 984.896
3 27.6884 27.6884 969.358 969.358
7 15.2866 15.2866 956.957 956.957
9 12.3202 12.3202 953.99 953.99
20 11.8314 11.8314 953.501 953.501
109 -65.3224 -65.3224 876.348 876.348
169 -140.051 -140.051 801.619 801.619
450 85.798 -140.051 1027.47 801.619
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 86.3148 86.3148 48.8648 48.8648
4 72.8169 72.8169 35.3669 35.3669
7 31.9778 31.9778 -5.47215 -5.47215
13 15.36 15.36 -22.09 -22.09
17 10.8174 10.8174 -26.6326 -26.6326
22 6.31638 6.31638 -31.1336 -31.1336
29 2.07988 2.07988 -35.3701 -35.3701
122 -4.80642 -4.80642 -42.2564 -42.2564
133 -85.7868 -85.7868 -123.237 -123.237
450 -31.5656 -85.7868 -69.0156 -123.237
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 26.4935 26.4935 317.114 317.114
4 20.884 20.884 311.504 311.504
5 16.266 16.266 306.886 306.886
10 5.51841 5.51841 296.138 296.138
183 5.42371 5.42371 296.044 296.044
228 -3.43818 -3.43818 287.182 287.182
258 -16.8651 -16.8651 273.755 273.755
450 53.6652 -16.8651 344.285 273.755
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 100.184 100.184 -1.346 -1.346
2 8.51649 8.51649 -93.0135 -93.0135
39 5.64062 5.64062 -95.8894 -95.8894
45 4.89213 4.89213 -96.6379 -96.6379
112 1.15359 1.15359 -100.376 -100.376
229 -0.896613 -0.896613 -102.427 -102.427
299 -21.3896 -21.3896 -122.92 -122.92
450 152.909 -21.3896 51.3795 -122.92
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 77.2075 77.2075 379.177 379.177
2 60.4668 60.4668 362.437 362.437
3 8.60008 8.60008 310.57 310.57
4 8.20694 8.20694 310.177 310.177
8 4.83602 4.83602 306.806 306.806
15 4.03413 4.03413 306.004 306.004
128 -0.897834 -0.897834 301.072 301.072
148 -10.9429 -10.9429 291.027 291.027
176 -31.3586 -31.3586 270.611 270.611
387 -36.2641 -36.2641 265.706 265.706
450 41.2015 -36.2641 343.171 265.706
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 65.1565 65.1565 -0.453454 -0.453454
2 40.9546 40.9546 -24.6554 -24.6554
4 24.5923 24.5923 -41.0177 -41.0177
5 20.8104 20.8104 -44.7996 -44.7996
13 18.4679 18.4679 -47.1421 -47.1421
14 18.4607 18.4607 -47.1493 -47.1493
25 6.88536 6.88536 -58.7246 -58.7246
28 5.94328 5.94328 -59.6667 -59.6667
112 -21.9837 -21.9837 -87.5937 -87.5937
202 -71.4156 -71.4156 -137.026 -137.026
450 54.8972 -71.4156 -10.7128 -137.026
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 42.3038 42.3038 6.6138 6.6138
4 34.0143 34.0143 -1.67565 -1.67565
7 30.8035 30.8035 -4.8865 -4.8865
10 20.0049 20.0049 -15.6851 -15.6851
18 16.3508 16.3508 -19.3392 -19.3392
37 7.60338 7.60338 -28.0866 -28.0866
147 -53.3562 -53.3562 -89.0462 -89.0462
450 39.5532 -53.3562 3.8632 -89.0462
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 5.84705 5.84705 37.587 37.587
4 5.57439 5.57439 37.3144 37.3144
137 4.40941 4.40941 36.1494 36.1494
258 -5.18231 -5.18231 26.5577 26.5577
450 63.9419 -5.18231 95.6819 26.5577
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 35.4187 35.4187 869.909 869.909
5 35.2911 35.2911 869.781 869.781
12 18.3553 18.3553 852.845 852.845
22 9.14545 9.14545 843.635 843.635
187 3.24378 3.24378 837.734 837.734
225 -4.7897 -4.7897 829.7 829.7
