"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 7.5469e+06 7.5469e+06 7.54684e+06 7.54684e+06
4 3.94244e+06 3.94244e+06 3.94239e+06 3.94239e+06
7 291231 291231 291177 291177
9 44047.6 44047.6 43992.7 43992.7
14 37552.6 37552.6 37497.6 37497.6
22 2392.25 2392.25 2337.31 2337.31
645 2383.57 2383.57 2328.63 2328.63
741 6.95319 6.95319 -47.9868 -47.9868
20050 1.73565e+31 6.95319 1.73565e+31 -47.9868
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 7.49787e+06 7.49787e+06 7.49793e+06 7.49793e+06
2 2.93323e+06 2.93323e+06 2.93329e+06 2.93329e+06
6 932383 932383 932442 932442
8 458297 458297 458356 458356
14 91229.5 91229.5 91288.7 91288.7
20 3682.19 3682.19 3741.32 3741.32
118 3544.13 3544.13 3603.26 3603.26
244 2517.86 2517.86 2576.99 2576.99
335 653.825 653.825 712.955 712.955
20050 2.15777e+24 653.825 2.15777e+24 712.955
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 2.76931e+07 2.76931e+07 2.76926e+07 2.76926e+07
2 411563 411563 411072 411072
10 130583 130583 130092 130092
11 130542 130542 130051 130051
32 67322.4 67322.4 66830.9 66830.9
39 63818.7 63818.7 63327.1 63327.1
47 53879.9 53879.9 53388.4 53388.4
130 16666.8 16666.8 16175.3 16175.3
244 4031.22 4031.22 3539.69 3539.69
309 998.305 998.305 506.775 506.775
526 365.66 365.66 -125.87 -125.87
20050 1.21946e+30 365.66 1.21946e+30 -125.87
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 1.55726e+06 1.55726e+06 1.55709e+06 1.55709e+06
17 441818 441818 441648 441648
33 51701.2 51701.2 51531 51531
47 15712.8 15712.8 15542.6 15542.6
331 354.543 354.543 184.343 184.343
20050 1.65772e+26 354.543 1.65772e+26 184.343
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 3.39452e+07 3.39452e+07 3.39447e+07 3.39447e+07
3 3.18348e+07 3.18348e+07 3.18344e+07 3.18344e+07
4 1.67758e+06 1.67758e+06 1.67711e+06 1.67711e+06
5 1.49259e+06 1.49259e+06 1.49212e+06 1.49212e+06
8 136778 136778 136309 136309
107 4039.1 4039.1 3569.35 3569.35
124 3671.16 3671.16 3201.41 3201.41
20050 5.36697e+31 3671.16 5.36697e+31 3201.41
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 3.54677e+07 3.54677e+07 3.54677e+07 3.54677e+07
2 1.20942e+07 1.20942e+07 1.20942e+07 1.20942e+07
3 4.36336e+06 4.36336e+06 4.36334e+06 4.36334e+06
4 3.21149e+06 3.21149e+06 3.21148e+06 3.21148e+06
6 2.23815e+06 2.23815e+06 2.23814e+06 2.23814e+06
9 256502 256502 256489 256489
18 221566 221566 221553 221553
26 206756 206756 206743 206743
38 49107.7 49107.7 49094.9 49094.9
132 35667.7 35667.7 35654.9 35654.9
140 3549.47 3549.47 3536.67 3536.67
837 2842.3 2842.3 2829.5 2829.5
20050 3.32918e+26 2842.3 3.32918e+26 2829.5
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 3.58876e+07 3.58876e+07 3.58872e+07 3.58872e+07
2 968261 968261 967876 967876
16 274048 274048 273662 273662
19 234455 234455 234070 234070
22 18280.3 18280.3 17894.7 17894.7
24 8963.31 8963.31 8577.62 8577.62
126 305.804 305.804 -79.8856 -79.8856
226 78.3257 78.3257 -307.364 -307.364
20050 1.33248e+19 78.3257 1.33248e+19 -307.364
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 5.26693e+07 5.26693e+07 5.26693e+07 5.26693e+07
2 8.84334e+06 8.84334e+06 8.84338e+06 8.84338e+06
5 660071 660071 660111 660111
6 403947 403947 403987 403987
9 175980 175980 176020 176020
18 100825 100825 100865 100865
27 5063.63 5063.63 5103.63 5103.63
39 46.2347 46.2347 86.2347 86.2347
20050 2.64285e+26 46.2347 2.64285e+26 86.2347
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 8.95329e+06 8.95329e+06 8.9534e+06 8.9534e+06
2 7.9724e+06 7.9724e+06 7.97251e+06 7.97251e+06
3 1.61932e+06 1.61932e+06 1.61944e+06 1.61944e+06
8 1.59419e+06 1.59419e+06 1.5943e+06 1.5943e+06
19 988233 988233 988347 988347
25 34671.5 34671.5 34785.7 34785.7
31 6875.89 6875.89 6990.15 6990.15
116 359.026 359.026 473.286 473.286
323 212.593 212.593 326.853 326.853
20050 9.84557e+26 212.593 9.84557e+26 326.853
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
