"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 54.8485 54.8485 45.6385 45.6385
13 52.0745 52.0745 42.8645 42.8645
18 44.7355 44.7355 35.5255 35.5255
40 39.9484 39.9484 30.7384 30.7384
108 -4.62332 -4.62332 -13.8333 -13.8333
213 -4.7181 -4.7181 -13.9281 -13.9281
450 113.124 -4.7181 103.914 -13.9281
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 70.334 70.334 726.324 726.324
6 66.2779 66.2779 722.268 722.268
9 58.5914 58.5914 714.581 714.581
11 58.5413 58.5413 714.531 714.531
20 49.3118 49.3118 705.302 705.302
22 28.8999 28.8999 684.89 684.89
183 26.3173 26.3173 682.307 682.307
219 23.8181 23.8181 679.808 679.808
242 -5.00821 -5.00821 650.982 650.982
450 88.4062 -5.00821 744.396 650.982
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 116.509 116.509 183.219 183.219
2 97.5328 97.5328 164.243 164.243
4 84.7328 84.7328 151.443 151.443
5 28.5652 28.5652 95.2752 95.2752
31 20.9807 20.9807 87.6907 87.6907
113 10.131 10.131 76.841 76.841
507 -67.78 -67.78 -1.06996 -1.06996
514 -115.428 -115.428 -48.7176 -48.7176
850 74.7942 -115.428 141.504 -48.7176
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 83.3817 83.3817 1025.05 1025.05
2 77.2125 77.2125 1018.88 1018.88
4 69.4696 69.4696 1011.14 1011.14
6 49.6292 49.6292 991.299 991.299
25 47.9465 47.9465 989.617 989.617
126 21.8226 21.8226 963.493 963.493
166 -65.1439 -65.1439 876.526 876.526
450 140.599 -65.1439 1082.27 876.526
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 89.2316 89.2316 51.7816 51.7816
3 67.1599 67.1599 29.7099 29.7099
5 51.0356 51.0356 13.5856 13.5856
17 50.2752 50.2752 12.8252 12.8252
18 31.463 31.463 -5.98703 -5.98703
107 30.9518 30.9518 -6.49817 -6.49817
265 19.0242 19.0242 -18.4258 -18.4258
518 15.4221 15.4221 -22.0279 -22.0279
521 4.09508 4.09508 -33.3549 -33.3549
582 -3.82354 -3.82354 -41.2735 -41.2735
632 -7.12907 -7.12907 -44.5791 -44.5791
819 -40.8171 -40.8171 -78.2671 -78.2671
850 69.6111 -40.8171 32.1611 -78.2671
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 137.241 137.241 427.861 427.861
3 64.6899 64.6899 355.31 355.31
10 60.1163 60.1163 350.736 350.736
44 41.0803 41.0803 331.7 331.7
142 22.6715 22.6715 313.292 313.292
506 21.8389 21.8389 312.459 312.459
510 21.0607 21.0607 311.681 311.681
563 9.12315 9.12315 299.743 299.743
615 6.45707 6.45707 297.077 297.077
654 2.7221 2.7221 293.342 293.342
711 -17.5455 -17.5455 273.074 273.074
778 -18.3632 -18.3632 272.257 272.257
850 72.3365 -18.3632 362.957 272.257
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 83.1913 83.1913 -18.3387 -18.3387
10 82.8103 82.8103 -18.7197 -18.7197
12 40.0497 40.0497 -61.4803 -61.4803
144 37.0496 37.0496 -64.4804 -64.4804
163 30.6433 30.6433 -70.8867 -70.8867
198 -7.52428 -7.52428 -109.054 -109.054
450 83.95 -7.52428 -17.58 -109.054
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 112.599 112.599 414.569 414.569
2 90.7608 90.7608 392.731 392.731
4 47.27 47.27 349.24 349.24
24 40.6958 40.6958 342.666 342.666
107 37.3584 37.3584 339.328 339.328
108 29.2174 29.2174 331.187 331.187
215 -16.8404 -16.8404 285.13 285.13
450 74.3835 -16.8404 376.354 285.13
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 67.9145 67.9145 2.30452 2.30452
7 59.4114 59.4114 -6.19864 -6.19864
103 51.2037 51.2037 -14.4063 -14.4063
180 32.6967 32.6967 -32.9133 -32.9133
229 -29.4945 -29.4945 -95.1045 -95.1045
450 49.8877 -29.4945 -15.7223 -95.1045
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 123.941 123.941 88.2507 88.2507
2 61.6161 61.6161 25.9261 25.9261
8 41.5676 41.5676 5.87761 5.87761
16 23.7409 23.7409 -11.9491 -11.9491
285 20.9306 20.9306 -14.7594 -14.7594
423 14.4551 14.4551 -21.2349 -21.2349
517 2.70693 2.70693 -32.9831 -32.9831
524 -23.0205 -23.0205 -58.7105 -58.7105
547 -89.9921 -89.9921 -125.682 -125.682
850 -17.6559 -89.9921 -53.3459 -125.682
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 154.556 154.556 186.296 186.296
2 122.134 122.134 153.874 153.874
3 108.512 108.512 140.252 140.252
4 92.566 92.566 124.306 124.306
10 69.5435 69.5435 101.283 101.283
13 52.7717 52.7717 84.5117 84.5117
24 38.8354 38.8354 70.5754 70.5754
163 25.8481 25.8481 57.5881 57.5881
430 17.889 17.889 49.629 49.629
554 -19.6207 -19.6207 12.1193 12.1193
579 -28.2927 -28.2927 3.44726 3.44726
850 64.5472 -28.2927 96.2872 3.44726
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 146.382 146.382 980.872 980.872
2 135.801 135.801 970.291 970.291
3 118.465 118.465 952.955 952.955
4 62.8752 62.8752 897.365 897.365
5 52.982 52.982 887.472 887.472
11 52.8753 52.8753 887.365 887.365
19 39.6052 39.6052 874.095 874.095
41 27.5589 27.5589 862.049 862.049
158 26.1293 26.1293 860.619 860.619
433 17.3542 17.3542 851.844 851.844
505 -9.40127 -9.40127 825.089 825.089
573 -42.742 -42.742 791.748 791.748
574 -65.7654 -65.7654 768.725 768.725
679 -78.6864 -78.6864 755.804 755.804
850 44.2651 -78.6864 878.755 755.804
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 57.459 57.459 99.049 99.049
19 54.798 54.798 96.388 96.388
179 47.5624 47.5624 89.1524 89.1524
387 44.1177 44.1177 85.7077 85.7077
503 40.6751 40.6751 82.2651 82.2651
507 33.6901 33.6901 75.2801 75.2801
517 19.4045 19.4045 60.9945 60.9945
637 7.15165 7.15165 48.7417 48.7417
649 6.45378 6.45378 48.0438 48.0438
686 5.64239 5.64239 47.2324 47.2324
732 2.47739 2.47739 44.0674 44.0674
746 -15.1675 -15.1675 26.4225 26.4225
850 68.4958 -15.1675 110.086 26.4225
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 66.6573 66.6573 167.077 167.077
8 35.7169 35.7169 136.137 136.137
122 24.0252 24.0252 124.445 124.445
228 10.9175 10.9175 111.338 111.338
512 10.8401 10.8401 111.26 111.26
520 5.23818 5.23818 105.658 105.658
527 -21.8074 -21.8074 78.6126 78.6126
545 -32.2399 -32.2399 68.1801 68.1801
850 42.8155 -32.2399 143.235 68.1801
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 144.228 144.228 136.698 136.698
2 142.502 142.502 134.972 134.972
5 44.4161 44.4161 36.8861 36.8861
286 29.6834 29.6834 22.1534 22.1534
311 26.3544 26.3544 18.8244 18.8244
505 8.16103 8.16103 0.631034 0.631034
632 -3.18428 -3.18428 -10.7143 -10.7143
672 -8.40729 -8.40729 -15.9373 -15.9373
682 -10.7131 -10.7131 -18.2431 -18.2431
693 -12.2521 -12.2521 -19.7821 -19.7821
717 -23.0355 -23.0355 -30.5655 -30.5655
850 57.1183 -23.0355 49.5883 -30.5655
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 91.5705 91.5705 1062.06 1062.06
2 90.7746 90.7746 1061.26 1061.26
4 79.3693 79.3693 1049.86 1049.86
11 74.8077 74.8077 1045.3 1045.3
14 66.3889 66.3889 1036.88 1036.88
16 44.4188 44.4188 1014.91 1014.91
18 40.1915 40.1915 1010.68 1010.68
34 20.6185 20.6185 991.108 991.108
294 19.2014 19.2014 989.691 989.691
508 12.2518 12.2518 982.742 982.742
511 0.360353 0.360353 970.85 970.85
604 -20.7721 -20.7721 949.718 949.718
809 -21.8768 -21.8768 948.613 948.613
850 20.9848 -21.8768 991.475 948.613
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 67.4194 67.4194 1067.42 1067.42
17 50.4662 50.4662 1050.47 1050.47
36 46.4671 46.4671 1046.47 1046.47
135 45.8332 45.8332 1045.83 1045.83
219 38.4892 38.4892 1038.49 1038.49
220 19.5719 19.5719 1019.57 1019.57
221 -2.18222 -2.18222 997.818 997.818
260 -25.9776 -25.9776 974.022 974.022
450 84.4528 -25.9776 1084.45 974.022
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 129.571 129.571 60.2613 60.2613
4 109.438 109.438 40.1284 40.1284
5 71.6304 71.6304 2.32041 2.32041
24 60.2014 60.2014 -9.10861 -9.10861
109 32.8113 32.8113 -36.4987 -36.4987
224 26.6654 26.6654 -42.6446 -42.6446
507 22.3774 22.3774 -46.9326 -46.9326
509 11.1041 11.1041 -58.2059 -58.2059
512 -68.4798 -68.4798 -137.79 -137.79
850 129.482 -68.4798 60.1721 -137.79
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 119.856 119.856 39.3659 39.3659
3 48.8392 48.8392 -31.6508 -31.6508
23 40.2648 40.2648 -40.2252 -40.2252
211 23.1357 23.1357 -57.3543 -57.3543
375 -1.89633 -1.89633 -82.3863 -82.3863
450 96.2997 -1.89633 15.8097 -82.3863
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 72.5503 72.5503 496.46 496.46
6 57.8672 57.8672 481.777 481.777
16 42.4386 42.4386 466.349 466.349
135 41.502 41.502 465.412 465.412
261 38.6291 38.6291 462.539 462.539
346 37.4332 37.4332 461.343 461.343
389 15.4079 15.4079 439.318 439.318
545 13.1557 13.1557 437.066 437.066
587 -3.84434 -3.84434 420.066 420.066
668 -13.6223 -13.6223 410.288 410.288
730 -66.2708 -66.2708 357.639 357.639
850 98.518 -66.2708 522.428 357.639
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 53.9724 53.9724 -212.618 -212.618
4 52.6765 52.6765 -213.913 -213.913
8 52.6244 52.6244 -213.966 -213.966
22 23.2047 23.2047 -243.385 -243.385
111 -10.4475 -10.4475 -277.038 -277.038
450 126.967 -10.4475 -139.623 -277.038
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 151.617 151.617 186.897 186.897
3 49.0503 49.0503 84.3303 84.3303
170 46.2047 46.2047 81.4847 81.4847
181 41.6804 41.6804 76.9604 76.9604
327 31.8215 31.8215 67.1015 67.1015
428 0.151289 0.151289 35.4313 35.4313
715 -152.872 -152.872 -117.592 -117.592
850 54.6036 -152.872 89.8836 -117.592
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 86.3816 86.3816 -101.848 -101.848
7 77.4667 77.4667 -110.763 -110.763
