"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 1701.32 1701.32 1731.29 1731.29
2 1055.36 1055.36 1085.33 1085.33
3 506.922 506.922 536.892 536.892
4 224.649 224.649 254.619 254.619
5 168.2 168.2 198.17 198.17
8 19.6085 19.6085 49.5785 49.5785
27 8.08974 8.08974 38.0597 38.0597
249 5.6566 5.6566 35.6266 35.6266
400 368.809 5.6566 398.779 35.6266
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 1496.73 1496.73 1445.02 1445.02
2 118.629 118.629 66.9195 66.9195
3 58.2312 58.2312 6.52121 6.52121
10 54.3804 54.3804 2.67035 2.67035
143 43.9187 43.9187 -7.7913 -7.7913
204 19.6439 19.6439 -32.0661 -32.0661
275 10.9531 10.9531 -40.7569 -40.7569
400 453.714 10.9531 402.004 -40.7569
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 1078.22 1078.22 798.271 798.271
3 162.166 162.166 -117.784 -117.784
21 139.612 139.612 -140.338 -140.338
67 18.3841 18.3841 -261.566 -261.566
400 1311.54 18.3841 1031.59 -261.566
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 121.791 121.791 1053.78 1053.78
12 30.699 30.699 962.689 962.689
35 16.9217 16.9217 948.912 948.912
125 6.91884 6.91884 938.909 938.909
230 0.481105 0.481105 932.471 932.471
400 231.193 0.481105 1163.18 932.471
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 1435.57 1435.57 1548.88 1548.88
2 1333.76 1333.76 1447.07 1447.07
4 682.694 682.694 796.004 796.004
6 179.755 179.755 293.065 293.065
10 142.604 142.604 255.914 255.914
14 110.006 110.006 223.316 223.316
15 92.12 92.12 205.43 205.43
23 56.2767 56.2767 169.587 169.587
100 14.4734 14.4734 127.783 127.783
155 14.2359 14.2359 127.546 127.546
400 187.944 14.2359 301.254 127.546
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 929.797 929.797 629.777 629.777
2 872.117 872.117 572.097 572.097
3 575.262 575.262 275.242 275.242
4 200.098 200.098 -99.9224 -99.9224
6 163.097 163.097 -136.923 -136.923
30 79.9698 79.9698 -220.05 -220.05
31 56.4445 56.4445 -243.576 -243.576
55 18.0245 18.0245 -281.995 -281.995
176 17.0012 17.0012 -283.019 -283.019
240 16.6913 16.6913 -283.329 -283.329
320 14.2563 14.2563 -285.764 -285.764
400 3908.48 14.2563 3608.46 -285.764
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 593.127 593.127 637.837 637.837
2 469.271 469.271 513.981 513.981
3 104.703 104.703 149.413 149.413
55 100.804 100.804 145.514 145.514
57 26.8637 26.8637 71.5737 71.5737
181 21.692 21.692 66.402 66.402
318 15.3533 15.3533 60.0633 60.0633
345 13.642 13.642 58.352 58.352
350 5.67169 5.67169 50.3817 50.3817
390 4.87137 4.87137 49.5814 49.5814
400 1383.56 4.87137 1428.27 49.5814
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 840.219 840.219 -159.781 -159.781
2 503.291 503.291 -496.709 -496.709
4 200.496 200.496 -799.504 -799.504
10 118.563 118.563 -881.437 -881.437
35 80.663 80.663 -919.337 -919.337
52 55.4986 55.4986 -944.501 -944.501
81 1.83265 1.83265 -998.167 -998.167
400 663.849 1.83265 -336.151 -998.167
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 1487.11 1487.11 1791.31 1791.31
2 655.165 655.165 959.365 959.365
3 550.473 550.473 854.673 854.673
5 274.972 274.972 579.172 579.172
6 130.604 130.604 434.804 434.804
21 63.3953 63.3953 367.595 367.595
74 51.8441 51.8441 356.044 356.044
121 18.8155 18.8155 323.015 323.015
387 17.4927 17.4927 321.693 321.693
395 13.87 13.87 318.07 318.07
400 742.505 13.87 1046.71 318.07
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 386.235 386.235 281.565 281.565
3 170.02 170.02 65.3499 65.3499
18 95.7178 95.7178 -8.95224 -8.95224
28 94.8949 94.8949 -9.77506 -9.77506
32 57.6306 57.6306 -47.0394 -47.0394
78 40.0742 40.0742 -64.5958 -64.5958
270 38.9832 38.9832 -65.6868 -65.6868
337 29.2847 29.2847 -75.3853 -75.3853
400 1018.12 29.2847 913.45 -75.3853
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 899.575 899.575 1386.52 1386.52
2 529.957 529.957 1016.91 1016.91
3 287.104 287.104 774.054 774.054
5 206.967 206.967 693.917 693.917
9 133.536 133.536 620.486 620.486
18 130.586 130.586 617.536 617.536
21 34.7853 34.7853 521.735 521.735
96 5.92514 5.92514 492.875 492.875
400 566.567 5.92514 1053.52 492.875
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 584.247 584.247 680.797 680.797
5 432.8 432.8 529.35 529.35
6 204.312 204.312 300.862 300.862
36 144.177 144.177 240.727 240.727
39 17.9987 17.9987 114.549 114.549
234 1.98927 1.98927 98.5393 98.5393
400 1075 1.98927 1171.55 98.5393
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 1234.74 1234.74 1241.06 1241.06
3 446.03 446.03 452.35 452.35
5 174.338 174.338 180.658 180.658
6 75.4739 75.4739 81.7939 81.7939
8 61.661 61.661 67.981 67.981
32 27.203 27.203 33.523 33.523
164 26.6488 26.6488 32.9688 32.9688
203 13.2612 13.2612 19.5812 19.5812
299 4.97586 4.97586 11.2959 11.2959
400 832.606 4.97586 838.926 11.2959
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 448.327 448.327 320.817 320.817
3 199.715 199.715 72.2049 72.2049
