"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 352405 352405 352529 352529
2 8188.26 8188.26 8312.09 8312.09
3 825.457 825.457 949.287 949.287
308 168.806 168.806 292.636 292.636
2025 78.4759 78.4759 202.306 202.306
2103 72.0119 72.0119 195.842 195.842
2110 69.6353 69.6353 193.465 193.465
2205 31.24 31.24 155.07 155.07
2234 31.0091 31.0091 154.839 154.839
2236 25.4754 25.4754 149.305 149.305
6234 20.7768 20.7768 144.607 144.607
6238 18.1926 18.1926 142.023 142.023
21431 10.7644 10.7644 134.594 134.594
28123 10.1822 10.1822 134.012 134.012
29404 7.33432 7.33432 131.164 131.164
29427 5.39084 5.39084 129.221 129.221
50050 607.21 5.39084 731.04 129.221
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 48204.2 48204.2 48251.7 48251.7
6 41357.2 41357.2 41404.7 41404.7
9 14095.3 14095.3 14142.8 14142.8
10 11641.7 11641.7 11689.3 11689.3
12 7042.99 7042.99 7090.5 7090.5
42 4412.99 4412.99 4460.5 4460.5
43 953.94 953.94 1001.45 1001.45
306 929.389 929.389 976.899 976.899
428 394.099 394.099 441.609 441.609
704 387.823 387.823 435.333 435.333
947 355.355 355.355 402.865 402.865
1301 164.303 164.303 211.813 211.813
1306 83.6429 83.6429 131.153 131.153
2318 18.8007 18.8007 66.3107 66.3107
6305 10.9015 10.9015 58.4115 58.4115
10712 8.55701 8.55701 56.067 56.067
10724 6.07415 6.07415 53.5842 53.5842
50050 16546.7 6.07415 16594.2 53.5842
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 35468.1 35468.1 35523.4 35523.4
5 33220 33220 33275.3 33275.3
10 13551.8 13551.8 13607.2 13607.2
11 9908 9908 9963.34 9963.34
19 7743.12 7743.12 7798.46 7798.46
21 1859.09 1859.09 1914.43 1914.43
36 1745.21 1745.21 1800.55 1800.55
211 1458.58 1458.58 1513.92 1513.92
322 374.284 374.284 429.624 429.624
1201 304.267 304.267 359.607 359.607
1326 235.338 235.338 290.678 290.678
1338 121.953 121.953 177.293 177.293
2649 10.0611 10.0611 65.4011 65.4011
25434 7.45247 7.45247 62.7925 62.7925
32301 4.78171 4.78171 60.1217 60.1217
50050 38899.8 4.78171 38955.1 60.1217
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 2103.73 2103.73 2013.4 2013.4
