"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 7.72364 7.72364 14.5936 14.5936
29 6.9456 6.9456 13.8156 13.8156
32 5.95814 5.95814 12.8281 12.8281
40 5.72911 5.72911 12.5991 12.5991
159 4.51643 4.51643 11.3864 11.3864
193 3.92259 3.92259 10.7926 10.7926
197 1.5858 1.5858 8.4558 8.4558
850 41.5267 1.5858 48.3967 8.4558
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 10.8605 10.8605 10.8705 10.8705
5 8.70643 8.70643 8.71643 8.71643
9 8.21407 8.21407 8.22407 8.22407
12 5.57694 5.57694 5.58694 5.58694
218 4.83633 4.83633 4.84633 4.84633
250 4.49062 4.49062 4.50062 4.50062
279 4.14281 4.14281 4.15281 4.15281
402 3.56011 3.56011 3.57011 3.57011
609 2.38311 2.38311 2.39311 2.39311
850 27.132 2.38311 27.142 2.39311
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 10.649 10.649 -119.961 -119.961
2 5.65394 5.65394 -124.956 -124.956
32 4.97733 4.97733 -125.633 -125.633
262 4.48795 4.48795 -126.122 -126.122
391 4.21143 4.21143 -126.399 -126.399
419 1.87588 1.87588 -128.734 -128.734
850 18.4498 1.87588 -112.16 -128.734
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 29.5325 29.5325 -193.587 -193.587
2 15.3142 15.3142 -207.806 -207.806
8 12.1216 12.1216 -210.998 -210.998
9 5.10682 5.10682 -218.013 -218.013
16 4.35789 4.35789 -218.762 -218.762
251 3.56819 3.56819 -219.552 -219.552
376 3.19682 3.19682 -219.923 -219.923
635 2.39124 2.39124 -220.729 -220.729
719 1.90583 1.90583 -221.214 -221.214
850 31.0576 1.90583 -192.062 -221.214
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 4.04541 4.04541 -40.3846 -40.3846
49 3.30259 3.30259 -41.1274 -41.1274
107 2.0695 2.0695 -42.3605 -42.3605
441 1.53889 1.53889 -42.8911 -42.8911
850 20.1859 1.53889 -24.2441 -42.8911
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 21.0152 21.0152 106.405 106.405
3 14.3229 14.3229 99.7129 99.7129
6 6.32391 6.32391 91.7139 91.7139
46 5.52693 5.52693 90.9169 90.9169
116 4.17594 4.17594 89.5659 89.5659
180 3.1112 3.1112 88.5012 88.5012
850 225.378 3.1112 310.768 88.5012
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 26.8609 26.8609 -960.429 -960.429
8 19.7385 19.7385 -967.551 -967.551
9 10.78 10.78 -976.51 -976.51
11 9.20269 9.20269 -978.087 -978.087
13 6.85047 6.85047 -980.44 -980.44
19 2.66731 2.66731 -984.623 -984.623
234 2.64807 2.64807 -984.642 -984.642
850 9.43138 2.64807 -977.859 -984.642
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 24.2484 24.2484 -127.512 -127.512
2 7.6414 7.6414 -144.119 -144.119
6 6.09051 6.09051 -145.669 -145.669
17 4.15389 4.15389 -147.606 -147.606
107 3.8379 3.8379 -147.922 -147.922
334 2.78062 2.78062 -148.979 -148.979
850 11.3968 2.78062 -140.363 -148.979
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 38.9621 38.9621 105.762 105.762
2 25.4701 25.4701 92.2701 92.2701
3 17.3653 17.3653 84.1653 84.1653
5 12.7708 12.7708 79.5708 79.5708
6 12.2956 12.2956 79.0956 79.0956
8 11.2224 11.2224 78.0224 78.0224
18 4.89853 4.89853 71.6985 71.6985
45 4.35186 4.35186 71.1519 71.1519
300 3.70892 3.70892 70.5089 70.5089
315 2.03447 2.03447 68.8345 68.8345
850 17.6821 2.03447 84.4821 68.8345
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 25.3335 25.3335 121.584 121.584
3 22.7116 22.7116 118.962 118.962
4 18.1707 18.1707 114.421 114.421
9 15.8652 15.8652 112.115 112.115
11 13.3118 13.3118 109.562 109.562
12 6.70446 6.70446 102.954 102.954
108 5.91653 5.91653 102.167 102.167
147 4.80754 4.80754 101.058 101.058
172 4.27369 4.27369 100.524 100.524
179 1.44456 1.44456 97.6946 97.6946
850 10.996 1.44456 107.246 97.6946
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 19.5471 19.5471 166.267 166.267
3 13.7264 13.7264 160.446 160.446
5 12.2013 12.2013 158.921 158.921
11 10.8437 10.8437 157.564 157.564
20 9.92534 9.92534 156.645 156.645
35 4.63042 4.63042 151.35 151.35
158 3.82962 3.82962 150.55 150.55
508 3.7053 3.7053 150.425 150.425
789 3.04955 3.04955 149.77 149.77
850 11.154 3.04955 157.874 149.77
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 28.5527 28.5527 -563.427 -563.427
2 18.9017 18.9017 -573.078 -573.078
4 18.6981 18.6981 -573.282 -573.282
5 12.1877 12.1877 -579.792 -579.792
9 10.2197 10.2197 -581.76 -581.76
10 10.1974 10.1974 -581.783 -581.783
26 4.85951 4.85951 -587.12 -587.12
30 3.47916 3.47916 -588.501 -588.501
392 2.02551 2.02551 -589.954 -589.954
850 60.9955 2.02551 -530.984 -589.954
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 21.6047 21.6047 95.8947 95.8947
2 9.49994 9.49994 83.7899 83.7899
19 9.32178 9.32178 83.6118 83.6118
21 3.43321 3.43321 77.7232 77.7232
107 2.61248 2.61248 76.9025 76.9025
286 2.25288 2.25288 76.5429 76.5429
850 11.8352 2.25288 86.1252 76.5429
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 34.5114 34.5114 31.0214 31.0214
2 30.9162 30.9162 27.4262 27.4262
3 22.713 22.713 19.223 19.223
4 12.9198 12.9198 9.42979 9.42979
11 7.72425 7.72425 4.23425 4.23425
12 4.21575 4.21575 0.725752 0.725752
115 3.74896 3.74896 0.258956 0.258956
260 2.83378 2.83378 -0.656218 -0.656218
850 15.0188 2.83378 11.5288 -0.656218
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 10.7469 10.7469 -2.08309 -2.08309
9 10.3412 10.3412 -2.4888 -2.4888
18 7.02491 7.02491 -5.80509 -5.80509
19 6.84699 6.84699 -5.98301 -5.98301
20 4.21859 4.21859 -8.61141 -8.61141
211 3.25901 3.25901 -9.57099 -9.57099
306 1.50384 1.50384 -11.3262 -11.3262
850 9.8968 1.50384 -2.9332 -11.3262
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 29.3448 29.3448 -167.775 -167.775
2 19.768 19.768 -177.352 -177.352
3 11.0597 11.0597 -186.06 -186.06
19 8.79125 8.79125 -188.329 -188.329
21 4.04801 4.04801 -193.072 -193.072
118 3.95618 3.95618 -193.164 -193.164
209 3.56043 3.56043 -193.56 -193.56
423 3.31768 3.31768 -193.802 -193.802
850 19.5391 3.31768 -177.581 -193.802
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 18.4829 18.4829 -460.887 -460.887
2 14.6491 14.6491 -464.721 -464.721
3 12.8262 12.8262 -466.544 -466.544
5 11.5846 11.5846 -467.785 -467.785
10 7.63799 7.63799 -471.732 -471.732
12 5.79624 5.79624 -473.574 -473.574
112 4.07745 4.07745 -475.293 -475.293
172 3.72214 3.72214 -475.648 -475.648
201 3.64417 3.64417 -475.726 -475.726
512 3.11928 3.11928 -476.251 -476.251
741 2.0736 2.0736 -477.296 -477.296
800 1.64194 1.64194 -477.728 -477.728
850 14.3785 1.64194 -464.991 -477.728
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 28.2677 28.2677 880.678 880.678
2 6.67228 6.67228 859.082 859.082
28 3.26843 3.26843 855.678 855.678
586 2.81564 2.81564 855.226 855.226
850 19.0092 2.81564 871.419 855.226
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 32.5907 32.5907 -967.409 -967.409
2 13.6555 13.6555 -986.344 -986.344
5 12.1644 12.1644 -987.836 -987.836
11 9.3416 9.3416 -990.658 -990.658
15 9.18622 9.18622 -990.814 -990.814
28 4.82197 4.82197 -995.178 -995.178
39 3.6313 3.6313 -996.369 -996.369
104 3.23323 3.23323 -996.767 -996.767
249 2.76858 2.76858 -997.231 -997.231
351 2.52303 2.52303 -997.477 -997.477
850 13.6339 2.52303 -986.366 -997.477
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 12.0344 12.0344 86.2044 86.2044
5 11.5516 11.5516 85.7216 85.7216
7 11.1943 11.1943 85.3643 85.3643
15 6.24571 6.24571 80.4157 80.4157
46 5.12362 5.12362 79.2936 79.2936
146 4.73793 4.73793 78.9079 78.9079
194 3.56011 3.56011 77.7301 77.7301
215 3.4318 3.4318 77.6018 77.6018
257 3.2027 3.2027 77.3727 77.3727
419 2.26611 2.26611 76.4361 76.4361
850 38.2263 2.26611 112.396 76.4361
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 9.418 9.418 -502.512 -502.512
4 4.6085 4.6085 -507.322 -507.322
10 3.67184 3.67184 -508.258 -508.258
151 2.50576 2.50576 -509.424 -509.424
543 2.4711 2.4711 -509.459 -509.459
850 27.5563 2.4711 -484.374 -509.459
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 31.5411 31.5411 -532.519 -532.519
2 13.928 13.928 -550.132 -550.132
5 12.5806 12.5806 -551.479 -551.479
10 9.7891 9.7891 -554.271 -554.271
13 8.70243 8.70243 -555.358 -555.358
18 7.40348 7.40348 -556.657 -556.657
38 5.25663 5.25663 -558.803 -558.803
144 3.75262 3.75262 -560.307 -560.307
321 1.63934 1.63934 -562.421 -562.421
850 8.64046 1.63934 -555.42 -562.421
