"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 165.536 165.536 156.326 156.326
2 74.9936 74.9936 65.7836 65.7836
3 34.7428 34.7428 25.5328 25.5328
6 32.208 32.208 22.998 22.998
201 -27.4578 -27.4578 -36.6678 -36.6678
233 -31.1474 -31.1474 -40.3574 -40.3574
250 58.691 -31.1474 49.481 -40.3574
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 117.281 117.281 773.271 773.271
2 85.3133 85.3133 741.303 741.303
3 84.1994 84.1994 740.189 740.189
4 76.6267 76.6267 732.617 732.617
8 70.0995 70.0995 726.09 726.09
20 65.7602 65.7602 721.75 721.75
23 52.6321 52.6321 708.622 708.622
45 41.045 41.045 697.035 697.035
46 40.4851 40.4851 696.475 696.475
301 39.9565 39.9565 695.946 695.946
304 7.17174 7.17174 663.162 663.162
501 6.28023 6.28023 662.27 662.27
503 -3.49415 -3.49415 652.496 652.496
510 -5.7568 -5.7568 650.233 650.233
512 -20.2083 -20.2083 635.782 635.782
514 -28.661 -28.661 627.329 627.329
521 -30.2842 -30.2842 625.706 625.706
525 -43.1408 -43.1408 612.849 612.849
546 -72.8398 -72.8398 583.15 583.15
550 -1.19102 -72.8398 654.799 583.15
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 136.449 136.449 203.159 203.159
2 72.1652 72.1652 138.875 138.875
4 49.2236 49.2236 115.934 115.934
25 43.7607 43.7607 110.471 110.471
31 42.9563 42.9563 109.666 109.666
117 42.0154 42.0154 108.725 108.725
124 26.5934 26.5934 93.3034 93.3034
501 11.7168 11.7168 78.4268 78.4268
549 -2.23044 -2.23044 64.4796 64.4796
550 30.5307 -2.23044 97.2407 64.4796
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 98.098 98.098 1039.77 1039.77
3 64.8138 64.8138 1006.48 1006.48
5 46.7252 46.7252 988.395 988.395
104 32.36 32.36 974.03 974.03
223 26.8366 26.8366 968.507 968.507
702 -34.4088 -34.4088 907.261 907.261
703 -53.8113 -53.8113 887.859 887.859
709 -54.3083 -54.3083 887.362 887.362
716 -92.2871 -92.2871 849.383 849.383
750 156.723 -92.2871 1098.39 849.383
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 29.7634 29.7634 -7.68658 -7.68658
104 18.4648 18.4648 -18.9852 -18.9852
146 10.8604 10.8604 -26.5896 -26.5896
230 3.55837 3.55837 -33.8916 -33.8916
307 2.02517 2.02517 -35.4248 -35.4248
501 -1.30355 -1.30355 -38.7536 -38.7536
530 -6.31826 -6.31826 -43.7683 -43.7683
547 -11.158 -11.158 -48.608 -48.608
550 6.10425 -11.158 -31.3458 -48.608
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 72.5163 72.5163 363.136 363.136
16 30.8518 30.8518 321.472 321.472
603 25.5791 25.5791 316.199 316.199
623 24.3581 24.3581 314.978 314.978
819 21.2602 21.2602 311.88 311.88
820 15.2652 15.2652 305.885 305.885
937 14.7928 14.7928 305.413 305.413
1003 10.7238 10.7238 301.344 301.344
1009 10.5864 10.5864 301.206 301.206
1017 9.23873 9.23873 299.859 299.859
1027 -2.86083 -2.86083 287.759 287.759
1029 -19.0272 -19.0272 271.593 271.593
1050 51.6548 -19.0272 342.275 271.593
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 80.0265 80.0265 -21.5035 -21.5035
6 64.184 64.184 -37.346 -37.346
7 59.7607 59.7607 -41.7693 -41.7693
15 38.6017 38.6017 -62.9283 -62.9283
45 35.9644 35.9644 -65.5656 -65.5656
505 27.652 27.652 -73.878 -73.878
506 25.9835 25.9835 -75.5465 -75.5465
514 23.9268 23.9268 -77.6032 -77.6032
534 20.3024 20.3024 -81.2276 -81.2276
538 16.9803 16.9803 -84.5497 -84.5497
601 13.9734 13.9734 -87.5566 -87.5566
603 7.56276 7.56276 -93.9672 -93.9672
604 -38.5642 -38.5642 -140.094 -140.094
650 14.6918 -38.5642 -86.8382 -140.094
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 119.642 119.642 421.612 421.612
2 110.925 110.925 412.895 412.895
7 92.0576 92.0576 394.028 394.028
12 30.6469 30.6469 332.617 332.617
605 24.6601 24.6601 326.63 326.63
609 13.7324 13.7324 315.702 315.702
611 5.35519 5.35519 307.325 307.325
1003 -5.66778 -5.66778 296.302 296.302
1006 -33.3694 -33.3694 268.601 268.601
1050 -26.1706 -33.3694 275.799 268.601
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 60.8198 60.8198 -4.79022 -4.79022
16 35.0667 35.0667 -30.5433 -30.5433
48 33.7686 33.7686 -31.8414 -31.8414
204 23.7524 23.7524 -41.8576 -41.8576
224 -30.5877 -30.5877 -96.1977 -96.1977
250 51.8325 -30.5877 -13.7775 -96.1977
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 128.335 128.335 92.6452 92.6452
2 109.477 109.477 73.7872 73.7872
4 93.2054 93.2054 57.5154 57.5154
5 47.7872 47.7872 12.0972 12.0972
26 24.8165 24.8165 -10.8735 -10.8735
401 -15.4087 -15.4087 -51.0987 -51.0987
404 -44.0412 -44.0412 -79.7312 -79.7312
411 -68.0561 -68.0561 -103.746 -103.746
426 -100.714 -100.714 -136.404 -136.404
450 -31.8067 -100.714 -67.4967 -136.404
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 137.337 137.337 169.077 169.077
2 128.734 128.734 160.474 160.474
3 62.8826 62.8826 94.6226 94.6226
24 58.885 58.885 90.625 90.625
35 58.046 58.046 89.786 89.786
37 51.6851 51.6851 83.4251 83.4251
212 46.0209 46.0209 77.7609 77.7609
317 43.0427 43.0427 74.7827 74.7827
501 34.3387 34.3387 66.0787 66.0787
507 19.1438 19.1438 50.8838 50.8838
1301 2.43249 2.43249 34.1725 34.1725
1304 -0.20802 -0.20802 31.532 31.532
1306 -3.93273 -3.93273 27.8073 27.8073
1326 -40.604 -40.604 -8.86401 -8.86401
1350 24.0642 -40.604 55.8042 -8.86401
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 90.0678 90.0678 924.558 924.558
4 46.0542 46.0542 880.544 880.544
205 41.8196 41.8196 876.31 876.31
217 16.6011 16.6011 851.091 851.091
501 -40.9802 -40.9802 793.51 793.51
504 -53.5198 -53.5198 780.97 780.97
506 -61.7998 -61.7998 772.69 772.69
508 -76.2902 -76.2902 758.2 758.2
523 -328.112 -328.112 506.378 506.378
550 -92.4459 -328.112 742.044 506.378
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 134.021 134.021 175.611 175.611
2 62.7036 62.7036 104.294 104.294
4 58.2957 58.2957 99.8857 99.8857
18 48.5238 48.5238 90.1138 90.1138
45 46.7684 46.7684 88.3584 88.3584
302 28.1528 28.1528 69.7428 69.7428
303 7.96824 7.96824 49.5582 49.5582
329 6.52011 6.52011 48.1101 48.1101
330 0.733639 0.733639 42.3236 42.3236
339 -24.9881 -24.9881 16.6019 16.6019
350 61.5182 -24.9881 103.108 16.6019
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 156.39 156.39 256.81 256.81
2 63.2311 63.2311 163.651 163.651
3 60.739 60.739 161.159 161.159
12 30.4732 30.4732 130.893 130.893
121 24.7495 24.7495 125.169 125.169
136 18.9022 18.9022 119.322 119.322
206 16.7393 16.7393 117.159 117.159
219 14.9406 14.9406 115.361 115.361
224 12.3511 12.3511 112.771 112.771
226 12.2543 12.2543 112.674 112.674
231 0.663276 0.663276 101.083 101.083
242 -0.487222 -0.487222 99.9328 99.9328
250 62.6174 -0.487222 163.037 99.9328
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 96.2899 96.2899 88.7599 88.7599
10 67.7566 67.7566 60.2266 60.2266
32 53.7998 53.7998 46.2698 46.2698
34 51.1894 51.1894 43.6594 43.6594
401 41.4853 41.4853 33.9553 33.9553
402 32.1753 32.1753 24.6453 24.6453
404 9.70652 9.70652 2.17652 2.17652
407 9.66436 9.66436 2.13436 2.13436
415 -27.912 -27.912 -35.442 -35.442
450 27.5538 -27.912 20.0238 -35.442
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 73.025 73.025 1043.52 1043.52
14 56.7351 56.7351 1027.23 1027.23
20 30.3663 30.3663 1000.86 1000.86
114 21.0725 21.0725 991.563 991.563
201 12.2307 12.2307 982.721 982.721
250 11.4749 11.4749 981.965 981.965
701 -8.09148 -8.09148 962.399 962.399
704 -24.11 -24.11 946.38 946.38
750 79.9723 -24.11 1050.46 946.38
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 91.0399 91.0399 1091.04 1091.04
5 74.1238 74.1238 1074.12 1074.12
7 38.0057 38.0057 1038.01 1038.01
301 -7.41769 -7.41769 992.582 992.582
305 -7.57428 -7.57428 992.426 992.426
307 -14.8112 -14.8112 985.189 985.189
315 -30.0904 -30.0904 969.91 969.91
324 -44.772 -44.772 955.228 955.228
350 56.8297 -44.772 1056.83 955.228
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 34.8016 34.8016 -34.5084 -34.5084
109 16.0097 16.0097 -53.3003 -53.3003
110 8.88832 8.88832 -60.4217 -60.4217
111 -6.91834 -6.91834 -76.2283 -76.2283
124 -12.0178 -12.0178 -81.3278 -81.3278
150 10.4205 -12.0178 -58.8895 -81.3278
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 50.4442 50.4442 -30.0458 -30.0458
2 44.499 44.499 -35.991 -35.991
5 32.6077 32.6077 -47.8823 -47.8823
49 27.3437 27.3437 -53.1463 -53.1463
222 18.0312 18.0312 -62.4588 -62.4588
706 14.3598 14.3598 -66.1302 -66.1302
710 12.6681 12.6681 -67.8219 -67.8219
721 -17.9546 -17.9546 -98.4446 -98.4446
750 16.5073 -17.9546 -63.9827 -98.4446
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 75.2525 75.2525 499.162 499.162
2 47.8678 47.8678 471.778 471.778
8 42.1748 42.1748 466.085 466.085
24 32.0013 32.0013 455.911 455.911
403 24.6589 24.6589 448.569 448.569
1447 21.2826 21.2826 445.193 445.193
1450 -17.4983 -17.4983 406.412 406.412
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 128.457 128.457 -138.133 -138.133
4 70.6013 70.6013 -195.989 -195.989
16 65.8256 65.8256 -200.764 -200.764
22 44.9022 44.9022 -221.688 -221.688
50 44.5311 44.5311 -222.059 -222.059
601 30.7535 30.7535 -235.836 -235.836
602 11.6807 11.6807 -254.909 -254.909
603 -1.40382 -1.40382 -267.994 -267.994
612 -6.7142 -6.7142 -273.304 -273.304
617 -7.8368 -7.8368 -274.427 -274.427
621 -8.22083 -8.22083 -274.811 -274.811
650 51.8704 -8.22083 -214.72 -274.811
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 169.241 169.241 204.521 204.521
2 156.936 156.936 192.216 192.216
3 145.566 145.566 180.846 180.846
4 64.8747 64.8747 100.155 100.155
5 20.9033 20.9033 56.1833 56.1833
501 -8.87043 -8.87043 26.4096 26.4096
506 -22.9669 -22.9669 12.3131 12.3131
516 -63.2721 -63.2721 -27.9921 -27.9921
550 -31.7172 -63.2721 3.56281 -27.9921
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 90.999 90.999 -97.231 -97.231
3 73.3473 73.3473 -114.883 -114.883
4 64.3955 64.3955 -123.835 -123.835
9 40.799 40.799 -147.431 -147.431
33 40.1221 40.1221 -148.108 -148.108
38 25.4253 25.4253 -162.805 -162.805
401 25.3083 25.3083 -162.922 -162.922
405 19.4022 19.4022 -168.828 -168.828
409 10.7105 10.7105 -177.52 -177.52
415 7.15692 7.15692 -181.073 -181.073
420 -3.14883 -3.14883 -191.379 -191.379
435 -11.0692 -11.0692 -199.299 -199.299
450 -4.48771 -11.0692 -192.718 -199.299
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 146.945 146.945 304.795 304.795
2 47.3237 47.3237 205.174 205.174
4 22.5585 22.5585 180.408 180.408
48 17.6385 17.6385 175.488 175.488
405 15.3475 15.3475 173.197 173.197
414 11.8158 11.8158 169.666 169.666
421 11.761 11.761 169.611 169.611
425 6.54337 6.54337 164.393 164.393
444 6.3632 6.3632 164.213 164.213
701 -10.0867 -10.0867 147.763 147.763
705 -75.8546 -75.8546 81.9954 81.9954
750 11.4353 -75.8546 169.285 81.9954
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b"  "best af(x)+b"
1 125.536 125.536 152.136 152.136
2 90.0393 90.0393 116.639 116.639
4 65.1837 65.1837 91.7837 91.7837
9 34.1611 34.1611 60.7611 60.7611
19 29.9051 29.9051 56.5051 56.5051
116 13.6545 13.6545 40.2545 40.2545
650 5.2593 5.2593 31.8593 31.8593
805 -3.45161 -3.45161 23.1484 23.1484
844 -3.86667 -3.86667 22.7333 22.7333
850 -14.2727 -14.2727 12.3273 12.3273
